Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2005-2006,First round,,2005-09-15,Feyenoord,Rapid București,nl,ro,1,1,0.5
2005-2006,First round,,2005-09-15,Beşiktaş,Malmö,tr,se,0,1,0.0
2005-2006,First round,,2005-09-15,Red Star,Braga,rs,pt,0,0,0.5
2005-2006,First round,,2005-09-15,Dinamo București,Everton,ro,eng,5,1,1.0
2005-2006,First round,,2005-09-15,Basel,Široki Brijeg,ch,ba,5,0,1.0
2005-2006,First round,,2005-09-15,Baník Ostrava,Heerenveen,cz,nl,2,0,1.0
2005-2006,First round,,2005-09-15,Litex Lovech,Genk,bg,be,2,2,0.5
2005-2006,First round,,2005-09-15,Leverkusen,CSKA Sofia,de,bg,0,1,0.0
2005-2006,First round,,2005-09-15,Maccabi Petah Tikva FC,Partizan,il,rs,0,2,0.0
2005-2006,First round,,2005-09-15,Palermo,Anorthosis,it,cy,2,1,1.0
2005-2006,First round,,2005-09-15,Vitória Setúbal,Sampdoria,pt,it,1,1,0.5
2005-2006,First round,,2005-09-15,Auxerre,Levski Sofia,fr,bg,2,1,1.0
2005-2006,First round,,2005-09-15,Vitória,Wisła Kraków,pt,pl,3,0,1.0
2005-2006,First round,,2005-09-15,Bolton,Lokomotiv Plovdiv,eng,bg,2,1,1.0
2005-2006,First round,,2005-09-15,Halmstad,Sporting CP,se,pt,1,2,0.0
2005-2006,First round,,2005-09-15,Monaco,Willem II,fr,nl,2,0,1.0
2005-2006,First round,,2005-09-15,Hibernian,Dnipro,sct,ua,0,0,0.5
2005-2006,First round,,2005-09-15,Stuttgart,NK Domžale,de,si,2,0,1.0
2005-2006,First round,,2005-09-15,Brøndby,Zürich,dk,ch,2,0,1.0
2005-2006,First round,,2005-09-15,Vålerenga,Steaua,no,ro,0,3,0.0
2005-2006,First round,,2005-09-15,Tromsø,Galatasaray,no,tr,1,0,1.0
2005-2006,First round,,2005-09-15,Sevilla,Mainz 05,es,de,0,0,0.5
2005-2006,First round,,2005-09-15,Hamburger SV,FC Copenhagen,de,dk,1,1,0.5
2005-2006,First round,,2005-09-15,Grazer AK,Strasbourg,at,fr,0,2,0.0
2005-2006,First round,,2005-09-15,Zenit,AEK Athens,ru,gr,0,0,0.5
2005-2006,First round,,2005-09-15,Lens,Dyskobolia,fr,pl,1,1,0.5
2005-2006,First round,,2005-09-15,Teplice,Espanyol,cz,es,1,1,0.5
2005-2006,First round,,2005-09-15,Rennes,Osasuna,fr,es,3,1,1.0
