Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2012-2013,Group stage,1,2012-09-20,Udinese,Anzhi,it,ru,1,1,0.5
2012-2013,Group stage,1,2012-09-20,Dnipro,PSV Eindhoven,ua,nl,2,0,1.0
2012-2013,Group stage,1,2012-09-20,AEL Limassol,Gladbach,cy,de,0,0,0.5
2012-2013,Group stage,1,2012-09-20,Bordeaux,Club Brugge,fr,be,4,0,1.0
2012-2013,Group stage,1,2012-09-20,Rapid Wien,Rosenborg,at,no,1,2,0.0
2012-2013,Group stage,1,2012-09-20,Levante,Helsingborg,es,se,1,0,1.0
2012-2013,Group stage,1,2012-09-20,Marítimo,Newcastle Utd,pt,eng,0,0,0.5
2012-2013,Group stage,1,2012-09-20,Genk,Videoton,be,hu,3,0,1.0
2012-2013,Group stage,1,2012-09-20,Stuttgart,Steaua,de,ro,2,2,0.5
2012-2013,Group stage,1,2012-09-20,Sporting CP,Basel,pt,ch,0,0,0.5
2012-2013,Group stage,1,2012-09-20,Young Boys,Liverpool,ch,eng,3,5,0.0
2012-2013,Group stage,1,2012-09-20,NK Maribor,Panathinaikos,si,gr,3,0,1.0
2012-2013,Group stage,1,2012-09-20,FC Copenhagen,Molde,dk,no,2,1,1.0
2012-2013,Group stage,1,2012-09-20,Twente,Hannover 96,nl,de,2,2,0.5
2012-2013,Group stage,1,2012-09-20,Leverkusen,Metalist Kharkiv,de,ua,0,0,0.5
2012-2013,Group stage,1,2012-09-20,Partizan,Neftçi,rs,az,0,0,0.5
2012-2013,Group stage,1,2012-09-20,Viktoria Plzeň,Académica,cz,pt,3,1,1.0
2012-2013,Group stage,1,2012-09-20,Athletic Club,Kiryat Shmona,es,il,1,1,0.5
2012-2013,Group stage,1,2012-09-20,Fenerbahçe,Marseille,tr,fr,2,2,0.5
2012-2013,Group stage,1,2012-09-20,Inter,Rubin Kazan,it,ru,2,2,0.5
