Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2022-2023,Knockout round play-offs,,2023-02-23,Manchester Utd,Barcelona,eng,es,2,1,1.0
2022-2023,Knockout round play-offs,,2023-02-23,Roma,RB Salzburg,it,at,2,0,1.0
2022-2023,Knockout round play-offs,,2023-02-23,Rennes,Shakhtar,fr,ua,2,1,1.0
2022-2023,Knockout round play-offs,,2023-02-23,Union Berlin,Ajax,de,nl,3,1,1.0
2022-2023,Round of 16,,2023-03-09,Sporting CP,Arsenal,pt,eng,2,2,0.5
2022-2023,Round of 16,,2023-03-09,Roma,Real Sociedad,it,es,2,0,1.0
2022-2023,Round of 16,,2023-03-09,Leverkusen,Ferencváros,de,hu,2,0,1.0
2022-2023,Round of 16,,2023-03-09,Union Berlin,Union SG,de,be,3,3,0.5
2022-2023,Round of 16,,2023-03-09,Manchester Utd,Betis,eng,es,4,1,1.0
2022-2023,Round of 16,,2023-03-09,Sevilla,Fenerbahçe,es,tr,2,0,1.0
2022-2023,Round of 16,,2023-03-09,Juventus,Freiburg,it,de,1,0,1.0
2022-2023,Round of 16,,2023-03-09,Shakhtar,Feyenoord,ua,nl,1,1,0.5
2022-2023,Round of 16,,2023-03-16,Feyenoord,Shakhtar,nl,ua,7,1,1.0
2022-2023,Round of 16,,2023-03-16,Betis,Manchester Utd,es,eng,0,1,0.0
2022-2023,Round of 16,,2023-03-16,Freiburg,Juventus,de,it,0,2,0.0
2022-2023,Round of 16,,2023-03-16,Arsenal,Sporting CP,eng,pt,1,1,0.5
2022-2023,Round of 16,,2023-03-16,Fenerbahçe,Sevilla,tr,es,1,0,1.0
2022-2023,Round of 16,,2023-03-16,Real Sociedad,Roma,es,it,0,0,0.5
2022-2023,Round of 16,,2023-03-16,Ferencváros,Leverkusen,hu,de,0,2,0.0
2022-2023,Round of 16,,2023-03-16,Union SG,Union Berlin,be,de,3,0,1.0
2022-2023,Quarter-finals,,2023-04-13,Feyenoord,Roma,nl,it,1,0,1.0
2022-2023,Quarter-finals,,2023-04-13,Manchester Utd,Sevilla,eng,es,2,2,0.5
2022-2023,Quarter-finals,,2023-04-13,Juventus,Sporting CP,it,pt,1,0,1.0
2022-2023,Quarter-finals,,2023-04-13,Leverkusen,Union SG,de,be,1,1,0.5
2022-2023,Quarter-finals,,2023-04-20,Sporting CP,Juventus,pt,it,1,1,0.5
2022-2023,Quarter-finals,,2023-04-20,Roma,Feyenoord,it,nl,4,1,1.0
2022-2023,Quarter-finals,,2023-04-20,Union SG,Leverkusen,be,de,1,4,0.0
2022-2023,Quarter-finals,,2023-04-20,Sevilla,Manchester Utd,es,eng,3,0,1.0
2022-2023,Semi-finals,,2023-05-11,Roma,Leverkusen,it,de,1,0,1.0
2022-2023,Semi-finals,,2023-05-11,Juventus,Sevilla,it,es,1,1,0.5
2022-2023,Semi-finals,,2023-05-18,Leverkusen,Roma,de,it,0,0,0.5
2022-2023,Semi-finals,,2023-05-18,Sevilla,Juventus,es,it,2,1,1.0
2022-2023,Final,,2023-05-31,Sevilla,Roma,es,it,1,1,0.5
