Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2018-2019,Group stage,1,2018-09-20,Rapid Wien,Spartak Moscow,at,ru,2,0,1.0
2018-2019,Group stage,1,2018-09-20,Vidi,BATE Borisov,hu,by,0,2,0.0
2018-2019,Group stage,1,2018-09-20,Marseille,Eint Frankfurt,fr,de,1,2,0.0
2018-2019,Group stage,1,2018-09-20,Lazio,Apollon,it,cy,2,1,1.0
2018-2019,Group stage,1,2018-09-20,Villarreal,Rangers,es,sct,2,2,0.5
2018-2019,Group stage,1,2018-09-20,Sevilla,Standard Liège,es,be,5,1,1.0
2018-2019,Group stage,1,2018-09-20,Genk,Malmö,be,se,2,0,1.0
2018-2019,Group stage,1,2018-09-20,Rennes,Jablonec,fr,cz,2,1,1.0
2018-2019,Group stage,1,2018-09-20,Dynamo Kyiv,Astana FK,ua,kz,2,2,0.5
2018-2019,Group stage,1,2018-09-20,Beşiktaş,Sarpsborg 08,tr,no,3,1,1.0
2018-2019,Group stage,1,2018-09-20,PAOK,Chelsea,gr,eng,0,1,0.0
2018-2019,Group stage,1,2018-09-20,Akhisarspor,Krasnodar,tr,ru,0,1,0.0
2018-2019,Group stage,1,2018-09-20,Arsenal,Vorskla Poltava,eng,ua,4,2,1.0
2018-2019,Group stage,1,2018-09-20,Celtic,Rosenborg,sct,no,1,0,1.0
2018-2019,Group stage,1,2018-09-20,Sporting CP,Qarabağ,pt,az,2,0,1.0
2018-2019,Group stage,1,2018-09-20,FC Copenhagen,Zenit,dk,ru,1,1,0.5
2018-2019,Group stage,1,2018-09-20,F91 Dudelange,Milan,lu,it,0,1,0.0
2018-2019,Group stage,1,2018-09-20,Dinamo Zagreb,Fenerbahçe,hr,tr,4,1,1.0
2018-2019,Group stage,1,2018-09-20,Slavia Prague,Bordeaux,cz,fr,1,0,1.0
2018-2019,Group stage,1,2018-09-20,RB Leipzig,RB Salzburg,de,at,2,3,0.0
2018-2019,Group stage,1,2018-09-20,Spartak Trnava,Anderlecht,sk,be,1,0,1.0
2018-2019,Group stage,1,2018-09-20,AÉK Lárnaka,Zürich,cy,ch,0,1,0.0
2018-2019,Group stage,1,2018-09-20,Olympiacos,Betis,gr,es,0,0,0.5
2018-2019,Group stage,1,2018-09-20,Ludogorets,Leverkusen,bg,de,2,3,0.0
2018-2019,Group stage,2,2018-10-04,Rosenborg,RB Leipzig,no,de,1,3,0.0
2018-2019,Group stage,2,2018-10-04,Leverkusen,AÉK Lárnaka,de,cy,4,2,1.0
2018-2019,Group stage,2,2018-10-04,Bordeaux,FC Copenhagen,fr,dk,1,2,0.0
2018-2019,Group stage,2,2018-10-04,RB Salzburg,Celtic,at,sct,3,1,1.0
2018-2019,Group stage,2,2018-10-04,Betis,F91 Dudelange,es,lu,3,0,1.0
2018-2019,Group stage,2,2018-10-04,Zürich,Ludogorets,ch,bg,1,0,1.0
2018-2019,Group stage,2,2018-10-04,Milan,Olympiacos,it,gr,3,1,1.0
2018-2019,Group stage,2,2018-10-04,Anderlecht,Dinamo Zagreb,be,hr,0,2,0.0
2018-2019,Group stage,2,2018-10-04,Fenerbahçe,Spartak Trnava,tr,sk,2,0,1.0
2018-2019,Group stage,2,2018-10-04,Zenit,Slavia Prague,ru,cz,1,0,1.0
2018-2019,Group stage,2,2018-10-04,Vorskla Poltava,Sporting CP,ua,pt,1,2,0.0
2018-2019,Group stage,2,2018-10-04,Rangers,Rapid Wien,sct,at,3,1,1.0
2018-2019,Group stage,2,2018-10-04,Chelsea,Vidi,eng,hu,1,0,1.0
2018-2019,Group stage,2,2018-10-04,Astana FK,Rennes,kz,fr,2,0,1.0
2018-2019,Group stage,2,2018-10-04,Qarabağ,Arsenal,az,eng,0,3,0.0
2018-2019,Group stage,2,2018-10-04,Sarpsborg 08,Genk,no,be,3,1,1.0
2018-2019,Group stage,2,2018-10-04,Standard Liège,Akhisarspor,be,tr,2,1,1.0
2018-2019,Group stage,2,2018-10-04,Eint Frankfurt,Lazio,de,it,4,1,1.0
2018-2019,Group stage,2,2018-10-04,Malmö,Beşiktaş,se,tr,2,0,1.0
