Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,Super League Greece,3,2016-09-10,Kerkyra,Platanias,0,1,0.0
2016-2017,Super League Greece,3,2016-09-10,Panionios,Asteras Tripoli,3,0,1.0
2016-2017,Super League Greece,3,2016-09-10,Levadiakos,Panathinaikos,0,3,0.0
2016-2017,Super League Greece,3,2016-09-11,AEK Athens,Xanthi,4,1,1.0
2016-2017,Super League Greece,3,2016-09-11,PAS Giannina,Atromitos,3,0,1.0
2016-2017,Super League Greece,3,2016-09-11,PAOK,Panetolikos,2,1,1.0
2016-2017,Super League Greece,3,2016-09-11,Olympiacos,Veria,6,1,1.0
2016-2017,Super League Greece,3,2016-09-12,Larissa,Iraklis,2,2,0.5
2016-2017,Super League Greece,4,2016-09-17,Xanthi,Panionios,0,2,0.0
2016-2017,Super League Greece,4,2016-09-17,Platanias,Levadiakos,3,2,1.0
2016-2017,Super League Greece,4,2016-09-17,Veria,AEK Athens,0,2,0.0
2016-2017,Super League Greece,4,2016-09-18,Panathinaikos,PAS Giannina,4,0,1.0
2016-2017,Super League Greece,4,2016-09-18,Atromitos,Panetolikos,0,2,0.0
2016-2017,Super League Greece,4,2016-09-18,Kerkyra,Larissa,2,0,1.0
2016-2017,Super League Greece,4,2016-09-18,Iraklis,Olympiacos,1,2,0.0
2016-2017,Super League Greece,4,2016-09-19,Asteras Tripoli,PAOK,1,2,0.0
2016-2017,Super League Greece,5,2016-09-24,PAS Giannina,Platanias,0,0,0.5
2016-2017,Super League Greece,5,2016-09-24,Panionios,Veria,1,2,0.0
2016-2017,Super League Greece,5,2016-09-24,Panetolikos,Panathinaikos,0,0,0.5
2016-2017,Super League Greece,5,2016-09-25,PAOK,Xanthi,0,0,0.5
2016-2017,Super League Greece,5,2016-09-25,Levadiakos,Kerkyra,2,1,1.0
2016-2017,Super League Greece,5,2016-09-25,Atromitos,Asteras Tripoli,1,0,1.0
2016-2017,Super League Greece,5,2016-09-25,Larissa,Olympiacos,1,0,1.0
2016-2017,Super League Greece,5,2016-09-26,AEK Athens,Iraklis,0,0,0.5
2016-2017,Super League Greece,6,2016-10-01,Kerkyra,PAS Giannina,0,1,0.0
2016-2017,Super League Greece,6,2016-10-01,Levadiakos,Larissa,1,1,0.5
2016-2017,Super League Greece,6,2016-10-01,Iraklis,Panionios,1,2,0.0
2016-2017,Super League Greece,6,2016-10-02,Veria,PAOK,0,0,0.5
2016-2017,Super League Greece,6,2016-10-02,Platanias,Panetolikos,0,0,0.5
2016-2017,Super League Greece,6,2016-10-02,Panathinaikos,Asteras Tripoli,3,1,1.0
2016-2017,Super League Greece,6,2016-10-02,Olympiacos,AEK Athens,3,0,1.0
2016-2017,Super League Greece,6,2016-10-03,Xanthi,Atromitos,0,0,0.5
2016-2017,Super League Greece,7,2016-10-15,Panetolikos,Kerkyra,4,0,1.0
2016-2017,Super League Greece,7,2016-10-15,Asteras Tripoli,Platanias,2,0,1.0
2016-2017,Super League Greece,7,2016-10-15,Panionios,Olympiacos,0,2,0.0
2016-2017,Super League Greece,7,2016-10-16,Panathinaikos,Xanthi,1,2,0.0
2016-2017,Super League Greece,7,2016-10-16,Atromitos,Veria,1,0,1.0
2016-2017,Super League Greece,7,2016-10-16,PAOK,Iraklis,1,0,1.0
2016-2017,Super League Greece,7,2016-10-17,Larissa,AEK Athens,1,2,0.0
2016-2017,Super League Greece,8,2016-10-22,Kerkyra,Asteras Tripoli,2,0,1.0
2016-2017,Super League Greece,8,2016-10-22,Platanias,Xanthi,0,1,0.0
2016-2017,Super League Greece,8,2016-10-22,AEK Athens,Panionios,0,0,0.5
2016-2017,Super League Greece,8,2016-10-23,Iraklis,Atromitos,1,2,0.0
2016-2017,Super League Greece,8,2016-10-23,Levadiakos,Panetolikos,2,1,1.0
2016-2017,Super League Greece,8,2016-10-23,PAS Giannina,Larissa,4,0,1.0
2016-2017,Super League Greece,8,2016-10-23,Olympiacos,PAOK,2,1,1.0
2016-2017,Super League Greece,8,2016-10-24,Veria,Panathinaikos,1,1,0.5
2016-2017,Super League Greece,9,2016-10-29,Larissa,Panionios,2,0,1.0
2016-2017,Super League Greece,9,2016-10-29,Xanthi,Kerkyra,0,0,0.5
2016-2017,Super League Greece,9,2016-10-29,Atromitos,Olympiacos,0,1,0.0
2016-2017,Super League Greece,9,2016-10-30,Panathinaikos,Iraklis,2,0,1.0
2016-2017,Super League Greece,9,2016-10-30,Asteras Tripoli,Levadiakos,1,0,1.0
2016-2017,Super League Greece,9,2016-10-30,Veria,Platanias,0,0,0.5
2016-2017,Super League Greece,9,2016-10-30,PAOK,AEK Athens,1,0,1.0
2016-2017,Super League Greece,9,2016-10-31,Panetolikos,PAS Giannina,1,2,0.0
2016-2017,Super League Greece,10,2016-11-05,PAS Giannina,Asteras Tripoli,1,2,0.0
2016-2017,Super League Greece,10,2016-11-05,Levadiakos,Xanthi,1,1,0.5
2016-2017,Super League Greece,10,2016-11-05,AEK Athens,Atromitos,2,2,0.5
2016-2017,Super League Greece,10,2016-11-06,Panetolikos,Larissa,2,1,1.0
2016-2017,Super League Greece,10,2016-11-06,Kerkyra,Veria,2,0,1.0
2016-2017,Super League Greece,10,2016-11-06,Panionios,PAOK,1,0,1.0
2016-2017,Super League Greece,10,2016-11-06,Olympiacos,Panathinaikos,3,0,1.0
2016-2017,Super League Greece,10,2016-11-07,Iraklis,Platanias,1,1,0.5
2016-2017,Super League Greece,7,2016-11-23,PAS Giannina,Levadiakos,0,0,0.5
2016-2017,Super League Greece,12,2016-11-26,PAS Giannina,Veria,2,0,1.0
2016-2017,Super League Greece,12,2016-11-26,Asteras Tripoli,Larissa,1,1,0.5
2016-2017,Super League Greece,12,2016-11-26,AEK Athens,Platanias,3,0,1.0
2016-2017,Super League Greece,12,2016-11-27,Olympiacos,Kerkyra,0,0,0.5
2016-2017,Super League Greece,12,2016-11-27,Levadiakos,Iraklis,3,0,1.0
2016-2017,Super League Greece,12,2016-11-27,Panetolikos,Xanthi,2,3,0.0
2016-2017,Super League Greece,12,2016-11-27,Panionios,Panathinaikos,1,1,0.5
2016-2017,Super League Greece,12,2016-11-28,PAOK,Atromitos,3,4,0.0
2016-2017,Super League Greece,13,2016-12-03,Platanias,Panionios,1,1,0.5
2016-2017,Super League Greece,13,2016-12-03,Veria,Panetolikos,1,1,0.5
2016-2017,Super League Greece,13,2016-12-03,Kerkyra,AEK Athens,1,1,0.5
2016-2017,Super League Greece,13,2016-12-04,Olympiacos,Levadiakos,4,0,1.0
2016-2017,Super League Greece,13,2016-12-04,Larissa,Atromitos,1,2,0.0
2016-2017,Super League Greece,13,2016-12-04,Xanthi,Asteras Tripoli,3,1,1.0
2016-2017,Super League Greece,13,2016-12-04,Panathinaikos,PAOK,1,0,1.0
2016-2017,Super League Greece,13,2016-12-05,Iraklis,PAS Giannina,2,1,1.0
2016-2017,Super League Greece,14,2016-12-10,Asteras Tripoli,Veria,0,0,0.5
2016-2017,Super League Greece,14,2016-12-10,Xanthi,Larissa,1,0,1.0
2016-2017,Super League Greece,14,2016-12-10,AEK Athens,Levadiakos,4,0,1.0
2016-2017,Super League Greece,14,2016-12-11,Panetolikos,Iraklis,2,0,1.0
2016-2017,Super League Greece,14,2016-12-11,PAOK,Platanias,3,0,1.0
2016-2017,Super League Greece,14,2016-12-11,Panionios,Kerkyra,1,0,1.0
2016-2017,Super League Greece,14,2016-12-11,Atromitos,Panathinaikos,0,1,0.0
2016-2017,Super League Greece,14,2016-12-12,PAS Giannina,Olympiacos,0,2,0.0
2016-2017,Super League Greece,15,2016-12-17,Veria,Xanthi,0,4,0.0
2016-2017,Super League Greece,15,2016-12-17,Platanias,Atromitos,3,0,1.0
