Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Regular season,1,2022-08-19,Volos NFC,Asteras Tripoli,3,3,0.5
2022-2023,Regular season,1,2022-08-20,Atromitos,OFI Crete,3,1,1.0
2022-2023,Regular season,1,2022-08-20,PAS Lamia,AEK Athens,0,3,0.0
2022-2023,Regular season,1,2022-08-20,PAOK,Panetolikos,1,0,1.0
2022-2023,Regular season,1,2022-08-21,Panathinaikos,Ionikos,1,0,1.0
2022-2023,Regular season,1,2022-08-21,Aris,Levadiakos,3,0,1.0
2022-2023,Regular season,1,2022-08-21,Olympiacos,PAS Giannina,2,0,1.0
2022-2023,Regular season,2,2022-08-26,Ionikos,Levadiakos,0,0,0.5
2022-2023,Regular season,2,2022-08-27,PAS Giannina,PAS Lamia,1,1,0.5
2022-2023,Regular season,2,2022-08-27,AEK Athens,Volos NFC,0,1,0.0
2022-2023,Regular season,2,2022-08-28,Panetolikos,Aris,3,1,1.0
2022-2023,Regular season,2,2022-08-28,OFI Crete,Panathinaikos,0,2,0.0
2022-2023,Regular season,2,2022-08-28,PAOK,Atromitos,2,1,1.0
2022-2023,Regular season,2,2022-08-29,Asteras Tripoli,Olympiacos,0,0,0.5
2022-2023,Regular season,3,2022-09-03,PAS Lamia,Asteras Tripoli,0,0,0.5
2022-2023,Regular season,3,2022-09-03,Olympiacos,Ionikos,3,1,1.0
2022-2023,Regular season,3,2022-09-03,Panathinaikos,Levadiakos,1,0,1.0
2022-2023,Regular season,3,2022-09-04,Atromitos,Panetolikos,1,1,0.5
2022-2023,Regular season,3,2022-09-04,Volos NFC,OFI Crete,0,1,0.0
2022-2023,Regular season,3,2022-09-04,AEK Athens,PAS Giannina,2,0,1.0
2022-2023,Regular season,3,2022-09-04,Aris,PAOK,0,0,0.5
2022-2023,Regular season,4,2022-09-10,OFI Crete,Panetolikos,1,2,0.0
2022-2023,Regular season,4,2022-09-10,PAS Giannina,Levadiakos,2,1,1.0
2022-2023,Regular season,4,2022-09-10,Ionikos,Atromitos,1,4,0.0
2022-2023,Regular season,4,2022-09-11,Olympiacos,Volos NFC,1,1,0.5
2022-2023,Regular season,4,2022-09-11,Panathinaikos,AEK Athens,2,1,1.0
2022-2023,Regular season,4,2022-09-11,Asteras Tripoli,Aris,0,2,0.0
2022-2023,Regular season,4,2022-09-12,PAOK,PAS Lamia,1,0,1.0
2022-2023,Regular season,5,2022-09-17,Atromitos,PAS Lamia,0,0,0.5
2022-2023,Regular season,5,2022-09-17,Panetolikos,AEK Athens,0,2,0.0
2022-2023,Regular season,5,2022-09-17,Panathinaikos,PAS Giannina,3,0,1.0
2022-2023,Regular season,5,2022-09-18,Levadiakos,Asteras Tripoli,1,1,0.5
2022-2023,Regular season,5,2022-09-18,OFI Crete,PAOK,1,1,0.5
2022-2023,Regular season,5,2022-09-18,Aris,Olympiacos,2,1,1.0
2022-2023,Regular season,5,2022-09-18,Volos NFC,Ionikos,2,0,1.0
2022-2023,Regular season,6,2022-10-01,PAS Lamia,Levadiakos,1,0,1.0
2022-2023,Regular season,6,2022-10-02,Asteras Tripoli,OFI Crete,2,0,1.0
2022-2023,Regular season,6,2022-10-02,Olympiacos,Atromitos,2,0,1.0
2022-2023,Regular season,6,2022-10-02,Volos NFC,Aris,2,0,1.0
2022-2023,Regular season,6,2022-10-02,PAOK,Panathinaikos,1,2,0.0
2022-2023,Regular season,6,2022-10-03,PAS Giannina,Panetolikos,1,4,0.0
2022-2023,Regular season,6,2022-10-03,AEK Athens,Ionikos,4,1,1.0
2022-2023,Regular season,7,2022-10-08,Panetolikos,Volos NFC,2,3,0.0
2022-2023,Regular season,7,2022-10-08,Ionikos,PAS Lamia,1,1,0.5
