Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Super League Greece,1,2018-08-25,PAOK,Asteras Tripoli,1,0,1.0
2018-2019,Super League Greece,1,2018-08-25,Panetolikos,Atromitos,1,2,0.0
2018-2019,Super League Greece,1,2018-08-25,Apollon Smyrnis,Larissa,0,1,0.0
2018-2019,Super League Greece,1,2018-08-25,AEK Athens,PAS Giannina,2,0,1.0
2018-2019,Super League Greece,1,2018-08-26,Panionios,OFI Crete,2,2,0.5
2018-2019,Super League Greece,1,2018-08-26,Xanthi,Panathinaikos,0,1,0.0
2018-2019,Super League Greece,1,2018-08-26,Olympiacos,Levadiakos,1,0,1.0
2018-2019,Super League Greece,1,2018-08-27,PAS Lamia,Aris,0,3,0.0
2018-2019,Super League Greece,2,2018-09-01,Panathinaikos,PAS Lamia,3,1,1.0
2018-2019,Super League Greece,2,2018-09-01,Atromitos,Xanthi,0,0,0.5
2018-2019,Super League Greece,2,2018-09-01,Asteras Tripoli,AEK Athens,0,1,0.0
2018-2019,Super League Greece,2,2018-09-02,Aris,Larissa,2,0,1.0
2018-2019,Super League Greece,2,2018-09-02,Panionios,PAOK,0,1,0.0
2018-2019,Super League Greece,2,2018-09-02,Olympiacos,PAS Giannina,5,0,1.0
2018-2019,Super League Greece,2,2018-09-03,Panetolikos,OFI Crete,2,1,1.0
2018-2019,Super League Greece,2,2018-09-03,Levadiakos,Apollon Smyrnis,1,0,1.0
2018-2019,Super League Greece,3,2018-09-15,OFI Crete,PAOK,1,3,0.0
2018-2019,Super League Greece,3,2018-09-15,Apollon Smyrnis,PAS Giannina,1,2,0.0
2018-2019,Super League Greece,3,2018-09-15,AEK Athens,Panionios,4,0,1.0
2018-2019,Super League Greece,3,2018-09-16,Xanthi,Panetolikos,1,1,0.5
2018-2019,Super League Greece,3,2018-09-16,Larissa,Panathinaikos,1,3,0.0
2018-2019,Super League Greece,3,2018-09-16,Atromitos,PAS Lamia,1,0,1.0
2018-2019,Super League Greece,3,2018-09-16,Olympiacos,Asteras Tripoli,2,1,1.0
2018-2019,Super League Greece,3,2018-09-17,Aris,Levadiakos,2,0,1.0
2018-2019,Super League Greece,4,2018-09-22,Asteras Tripoli,Apollon Smyrnis,2,0,1.0
2018-2019,Super League Greece,4,2018-09-22,Atromitos,Larissa,2,0,1.0
