Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,Regular season,1,2023-08-18,Volos NFC,PAS Lamia,2,2,0.5
2023-2024,Regular season,1,2023-08-20,PAS Giannina,AO Kifisia,3,0,1.0
2023-2024,Regular season,1,2023-08-20,OFI Crete,Aris,3,2,1.0
2023-2024,Regular season,1,2023-08-20,PAOK,Asteras Tripoli,3,0,1.0
2023-2024,Regular season,1,2023-08-20,Olympiacos,Panserraikos,2,0,1.0
2023-2024,Regular season,2,2023-08-25,Panetolikos,PAS Giannina,0,0,0.5
2023-2024,Regular season,2,2023-08-26,Asteras Tripoli,OFI Crete,3,0,1.0
2023-2024,Regular season,2,2023-08-26,Panathinaikos,Volos NFC,3,0,1.0
2023-2024,Regular season,2,2023-08-26,AEK Athens,Panserraikos,1,1,0.5
2023-2024,Regular season,2,2023-08-27,PAS Lamia,Aris,1,0,1.0
2023-2024,Regular season,2,2023-08-27,PAOK,AO Kifisia,2,1,1.0
2023-2024,Regular season,2,2023-08-27,Olympiacos,Atromitos,4,0,1.0
2023-2024,Regular season,3,2023-09-01,AO Kifisia,Atromitos,2,1,1.0
2023-2024,Regular season,3,2023-09-02,Panserraikos,Panetolikos,1,1,0.5
2023-2024,Regular season,3,2023-09-03,Aris,Asteras Tripoli,3,2,1.0
2023-2024,Regular season,3,2023-09-03,Olympiacos,PAS Lamia,4,0,1.0
2023-2024,Regular season,3,2023-09-03,OFI Crete,PAOK,1,0,1.0
2023-2024,Regular season,3,2023-09-03,Volos NFC,AEK Athens,2,3,0.0
2023-2024,Regular season,3,2023-09-03,PAS Giannina,Panathinaikos,0,1,0.0
2023-2024,Regular season,4,2023-09-16,PAS Lamia,OFI Crete,2,2,0.5
2023-2024,Regular season,4,2023-09-16,Panetolikos,Panathinaikos,0,5,0.0
2023-2024,Regular season,4,2023-09-17,Asteras Tripoli,PAS Giannina,2,2,0.5
2023-2024,Regular season,4,2023-09-17,AO Kifisia,Panserraikos,4,4,0.5
2023-2024,Regular season,4,2023-09-17,PAOK,Aris,0,0,0.5
2023-2024,Regular season,4,2023-09-17,AEK Athens,Olympiacos,1,1,0.5
2023-2024,Regular season,4,2023-09-18,Atromitos,Volos NFC,1,1,0.5
2023-2024,Regular season,5,2023-09-23,OFI Crete,Atromitos,1,1,0.5
2023-2024,Regular season,5,2023-09-23,Panserraikos,PAS Lamia,2,0,1.0
2023-2024,Regular season,5,2023-09-24,Olympiacos,AO Kifisia,4,0,1.0
2023-2024,Regular season,5,2023-09-24,Aris,Panetolikos,3,0,1.0
2023-2024,Regular season,5,2023-09-24,Volos NFC,Asteras Tripoli,1,2,0.0
2023-2024,Regular season,5,2023-09-24,PAS Giannina,PAOK,1,3,0.0
2023-2024,Regular season,5,2023-09-25,Panathinaikos,AEK Athens,1,2,0.0
