Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2024-2025,1,2024-08-17,PAOK,Panserraikos,3.0,2.0,1.0
2024-2025,1,2024-08-17,Volos NFC,Olympiacos,0.0,2.0,0.0
2024-2025,1,2024-08-18,Levadiakos,Kallithea,0.0,0.0,0.5
2024-2025,1,2024-08-18,Panathinaikos,Asteras Tripoli,0.0,1.0,0.0
2024-2025,1,2024-08-18,Atromitos,Aris,1.0,1.0,0.5
2024-2025,1,2024-08-18,AEK Athens,OFI Crete,3.0,0.0,1.0
2024-2025,1,2024-08-19,Panetolikos,PAS Lamia,0.0,1.0,0.0
2024-2025,2,2024-08-24,OFI Crete,Atromitos,1.0,1.0,0.5
2024-2025,2,2024-08-24,Panserraikos,Aris,0.0,1.0,0.0
2024-2025,2,2024-08-24,AEK Athens,PAS Lamia,1.0,1.0,0.5
2024-2025,2,2024-08-25,Asteras Tripoli,Volos NFC,0.0,1.0,0.0
2024-2025,2,2024-08-25,PAOK,Panetolikos,2.0,0.0,1.0
2024-2025,2,2024-08-25,Panathinaikos,Levadiakos,1.0,0.0,1.0
2024-2025,2,2024-08-26,Olympiacos,Kallithea,2.0,1.0,1.0
2024-2025,3,2024-08-31,PAS Lamia,Olympiacos,0.0,3.0,0.0
2024-2025,3,2024-08-31,Aris,Asteras Tripoli,1.0,1.0,0.5
2024-2025,3,2024-08-31,Panetolikos,Panserraikos,3.0,0.0,1.0
2024-2025,3,2024-09-01,Levadiakos,AEK Athens,0.0,3.0,0.0
2024-2025,3,2024-09-01,Volos NFC,OFI Crete,1.0,3.0,0.0
2024-2025,3,2024-09-01,Atromitos,PAOK,1.0,2.0,0.0
2024-2025,3,2024-09-01,Kallithea,Panathinaikos,2.0,2.0,0.5
2024-2025,4,2024-09-14,PAS Lamia,Kallithea,0.0,0.0,0.5
2024-2025,4,2024-09-14,Asteras Tripoli,Atromitos,1.0,2.0,0.0
2024-2025,4,2024-09-15,Panserraikos,Levadiakos,2.0,2.0,0.5
2024-2025,4,2024-09-15,Olympiacos,Panetolikos,0.0,0.0,0.5
2024-2025,4,2024-09-15,PAOK,Panathinaikos,0.0,0.0,0.5
2024-2025,4,2024-09-15,OFI Crete,Aris,3.0,2.0,1.0
2024-2025,4,2024-09-16,AEK Athens,Volos NFC,2.0,0.0,1.0
2024-2025,5,2024-09-21,Volos NFC,PAOK,1.0,4.0,0.0
2024-2025,5,2024-09-21,Aris,Olympiacos,2.0,1.0,1.0
2024-2025,5,2024-09-21,Panetolikos,Asteras Tripoli,1.0,1.0,0.5
2024-2025,5,2024-09-22,Levadiakos,OFI Crete,1.0,1.0,0.5
2024-2025,5,2024-09-22,Panathinaikos,Panserraikos,3.0,1.0,1.0
