Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,1,2016-07-30,Zenit,Loko Moscow,0,0,0.5
2016-2017,1,2016-07-30,Anzhi,CSKA Moscow,0,0,0.5
2016-2017,1,2016-07-30,Rostov,Orenburg,1,0,1.0
2016-2017,1,2016-07-31,Ural,Ufa,2,0,1.0
2016-2017,1,2016-07-31,Spartak Moscow,Arsenal Tula,4,0,1.0
2016-2017,1,2016-07-31,Terek Grozny,Samara,1,0,1.0
2016-2017,1,2016-08-01,Krasnodar,Tom Tomsk,3,0,1.0
2016-2017,1,2016-08-01,Rubin Kazan,Amkar Perm,0,0,0.5
2016-2017,2,2016-08-06,Ufa,Zenit,0,0,0.5
2016-2017,2,2016-08-06,Arsenal Tula,Rubin Kazan,1,0,1.0
2016-2017,2,2016-08-07,Orenburg,CSKA Moscow,0,1,0.0
2016-2017,2,2016-08-07,Amkar Perm,Anzhi,2,0,1.0
2016-2017,2,2016-08-07,Loko Moscow,Tom Tomsk,2,2,0.5
2016-2017,2,2016-08-07,Rostov,Ural,0,0,0.5
2016-2017,2,2016-08-08,Krasnodar,Terek Grozny,4,0,1.0
2016-2017,2,2016-08-08,Spartak Moscow,Samara,1,0,1.0
2016-2017,3,2016-08-12,Zenit,Rostov,3,2,1.0
2016-2017,3,2016-08-13,Ural,CSKA Moscow,0,1,0.0
2016-2017,3,2016-08-13,Samara,Krasnodar,1,1,0.5
2016-2017,3,2016-08-13,Rubin Kazan,Spartak Moscow,1,1,0.5
2016-2017,3,2016-08-14,Tom Tomsk,Ufa,1,0,1.0
2016-2017,3,2016-08-14,Anzhi,Arsenal Tula,1,0,1.0
2016-2017,3,2016-08-14,Terek Grozny,Loko Moscow,1,1,0.5
2016-2017,3,2016-08-15,Orenburg,Amkar Perm,0,0,0.5
2016-2017,4,2016-08-19,Rubin Kazan,Anzhi,1,2,0.0
2016-2017,4,2016-08-20,Ufa,Terek Grozny,1,3,0.0
2016-2017,4,2016-08-20,Zenit,CSKA Moscow,1,1,0.5
2016-2017,4,2016-08-20,Rostov,Tom Tomsk,3,0,1.0
2016-2017,4,2016-08-21,Amkar Perm,Ural,1,0,1.0
2016-2017,4,2016-08-21,Spartak Moscow,Krasnodar,2,0,1.0
2016-2017,4,2016-08-21,Loko Moscow,Samara,0,0,0.5
2016-2017,4,2016-08-22,Arsenal Tula,Orenburg,0,0,0.5
2016-2017,5,2016-08-26,Samara,Ufa,0,1,0.0
2016-2017,5,2016-08-27,Orenburg,Rubin Kazan,1,1,0.5
2016-2017,5,2016-08-27,Zenit,Amkar Perm,3,0,1.0
2016-2017,5,2016-08-27,Tom Tomsk,CSKA Moscow,0,1,0.0
2016-2017,5,2016-08-28,Ural,Arsenal Tula,1,1,0.5
2016-2017,5,2016-08-28,Terek Grozny,Rostov,2,1,1.0
2016-2017,5,2016-08-28,Krasnodar,Loko Moscow,1,2,0.0
2016-2017,5,2016-08-28,Anzhi,Spartak Moscow,0,2,0.0
2016-2017,6,2016-09-09,Rostov,Samara,2,1,1.0
2016-2017,6,2016-09-10,Amkar Perm,Tom Tomsk,1,0,1.0
2016-2017,6,2016-09-10,Orenburg,Anzhi,0,0,0.5
2016-2017,6,2016-09-10,CSKA Moscow,Terek Grozny,3,0,1.0
2016-2017,6,2016-09-11,Ufa,Krasnodar,0,0,0.5
2016-2017,6,2016-09-11,Spartak Moscow,Loko Moscow,1,0,1.0
2016-2017,6,2016-09-11,Arsenal Tula,Zenit,0,5,0.0
2016-2017,6,2016-09-12,Rubin Kazan,Ural,3,1,1.0
2016-2017,7,2016-09-16,Orenburg,Spartak Moscow,1,3,0.0
2016-2017,7,2016-09-17,Tom Tomsk,Arsenal Tula,1,0,1.0
2016-2017,7,2016-09-17,Ural,Anzhi,0,1,0.0
2016-2017,7,2016-09-17,Loko Moscow,Ufa,0,1,0.0
2016-2017,7,2016-09-17,Terek Grozny,Amkar Perm,1,3,0.0
2016-2017,7,2016-09-18,Samara,CSKA Moscow,1,2,0.0
2016-2017,7,2016-09-18,Krasnodar,Rostov,2,1,1.0
2016-2017,7,2016-09-19,Zenit,Rubin Kazan,4,1,1.0
2016-2017,8,2016-09-24,CSKA Moscow,Krasnodar,1,1,0.5
2016-2017,8,2016-09-24,Rostov,Loko Moscow,1,0,1.0
2016-2017,8,2016-09-25,Orenburg,Ural,0,1,0.0
2016-2017,8,2016-09-25,Arsenal Tula,Terek Grozny,0,0,0.5
2016-2017,8,2016-09-25,Spartak Moscow,Ufa,0,1,0.0
2016-2017,8,2016-09-25,Anzhi,Zenit,2,2,0.5
2016-2017,8,2016-09-26,Amkar Perm,Samara,0,0,0.5
2016-2017,8,2016-09-26,Rubin Kazan,Tom Tomsk,2,1,1.0
2016-2017,9,2016-10-01,Samara,Anzhi,2,1,1.0
2016-2017,9,2016-10-01,Tom Tomsk,Ural,1,1,0.5
2016-2017,9,2016-10-01,Loko Moscow,Arsenal Tula,1,1,0.5
2016-2017,9,2016-10-01,Terek Grozny,Orenburg,2,1,1.0
2016-2017,9,2016-10-02,Ufa,Amkar Perm,1,1,0.5
