Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Russian Premier League,1,2018-07-28,Ural,Anzhi,0,1,0.0
2018-2019,Russian Premier League,1,2018-07-28,Spartak Moscow,Orenburg,1,0,1.0
2018-2019,Russian Premier League,1,2018-07-28,Rostov,Akhmat Grozny,1,0,1.0
2018-2019,Russian Premier League,1,2018-07-29,Arsenal Tula,Dynamo Mosc,0,0,0.5
2018-2019,Russian Premier League,1,2018-07-29,Yenisey,Zenit,0,2,0.0
2018-2019,Russian Premier League,1,2018-07-29,Rubin Kazan,Krasnodar,2,1,1.0
2018-2019,Russian Premier League,1,2018-07-30,Ufa,Loko Moscow,0,0,0.5
2018-2019,Russian Premier League,1,2018-07-31,Samara,CSKA Moscow,0,0,0.5
2018-2019,Russian Premier League,2,2018-08-03,Dynamo Mosc,Rubin Kazan,1,1,0.5
2018-2019,Russian Premier League,2,2018-08-04,Ural,Krasnodar,1,2,0.0
2018-2019,Russian Premier League,2,2018-08-04,Zenit,Arsenal Tula,1,0,1.0
2018-2019,Russian Premier League,2,2018-08-04,Loko Moscow,Spartak Moscow,0,0,0.5
2018-2019,Russian Premier League,2,2018-08-05,Samara,Orenburg,0,3,0.0
2018-2019,Russian Premier League,2,2018-08-05,CSKA Moscow,Rostov,0,1,0.0
2018-2019,Russian Premier League,2,2018-08-05,Akhmat Grozny,Yenisey,1,0,1.0
2018-2019,Russian Premier League,2,2018-08-06,Ufa,Anzhi,3,0,1.0
2018-2019,Russian Premier League,3,2018-08-10,Ural,Dynamo Mosc,1,1,0.5
2018-2019,Russian Premier League,3,2018-08-11,Spartak Moscow,Anzhi,1,0,1.0
2018-2019,Russian Premier League,3,2018-08-11,Yenisey,CSKA Moscow,1,1,0.5
2018-2019,Russian Premier League,3,2018-08-11,Rostov,Samara,0,1,0.0
2018-2019,Russian Premier League,3,2018-08-12,Orenburg,Loko Moscow,1,0,1.0
2018-2019,Russian Premier League,3,2018-08-12,Arsenal Tula,Akhmat Grozny,3,1,1.0
2018-2019,Russian Premier League,3,2018-08-13,Ufa,Krasnodar,0,1,0.0
2018-2019,Russian Premier League,3,2018-08-13,Rubin Kazan,Zenit,0,1,0.0
2018-2019,Russian Premier League,4,2018-08-17,Anzhi,Orenburg,1,3,0.0
2018-2019,Russian Premier League,4,2018-08-18,CSKA Moscow,Arsenal Tula,3,0,1.0
2018-2019,Russian Premier League,4,2018-08-18,Krasnodar,Spartak Moscow,0,1,0.0
2018-2019,Russian Premier League,4,2018-08-18,Akhmat Grozny,Rubin Kazan,1,1,0.5
2018-2019,Russian Premier League,4,2018-08-19,Samara,Loko Moscow,0,1,0.0
2018-2019,Russian Premier League,4,2018-08-19,Zenit,Ural,4,1,1.0
2018-2019,Russian Premier League,4,2018-08-19,Rostov,Yenisey,4,0,1.0
2018-2019,Russian Premier League,4,2018-08-20,Dynamo Mosc,Ufa,3,0,1.0
2018-2019,Russian Premier League,5,2018-08-24,Arsenal Tula,Rostov,0,1,0.0
2018-2019,Russian Premier League,5,2018-08-25,Ural,Akhmat Grozny,2,1,1.0
2018-2019,Russian Premier League,5,2018-08-25,Rubin Kazan,CSKA Moscow,1,1,0.5
2018-2019,Russian Premier League,5,2018-08-25,Spartak Moscow,Dynamo Mosc,2,1,1.0
2018-2019,Russian Premier League,5,2018-08-26,Orenburg,Krasnodar,1,1,0.5
2018-2019,Russian Premier League,5,2018-08-26,Ufa,Zenit,0,2,0.0
2018-2019,Russian Premier League,5,2018-08-26,Loko Moscow,Anzhi,2,1,1.0
2018-2019,Russian Premier League,5,2018-08-27,Yenisey,Samara,1,0,1.0
2018-2019,Russian Premier League,6,2018-08-31,Rostov,Rubin Kazan,1,1,0.5
2018-2019,Russian Premier League,6,2018-09-01,Samara,Anzhi,1,0,1.0
2018-2019,Russian Premier League,6,2018-09-01,CSKA Moscow,Ural,4,0,1.0
2018-2019,Russian Premier League,6,2018-09-01,Krasnodar,Loko Moscow,2,1,1.0
2018-2019,Russian Premier League,6,2018-09-02,Dynamo Mosc,Orenburg,2,0,1.0
2018-2019,Russian Premier League,6,2018-09-02,Yenisey,Arsenal Tula,0,0,0.5
2018-2019,Russian Premier League,6,2018-09-02,Zenit,Spartak Moscow,0,0,0.5
2018-2019,Russian Premier League,6,2018-09-02,Akhmat Grozny,Ufa,2,1,1.0
2018-2019,Russian Premier League,7,2018-09-14,Loko Moscow,Dynamo Mosc,1,1,0.5
2018-2019,Russian Premier League,7,2018-09-15,Rubin Kazan,Yenisey,1,0,1.0
2018-2019,Russian Premier League,7,2018-09-15,Ufa,CSKA Moscow,0,3,0.0
2018-2019,Russian Premier League,7,2018-09-15,Arsenal Tula,Samara,4,0,1.0
2018-2019,Russian Premier League,7,2018-09-16,Orenburg,Zenit,1,2,0.0
2018-2019,Russian Premier League,7,2018-09-16,Anzhi,Krasnodar,0,4,0.0
2018-2019,Russian Premier League,7,2018-09-16,Spartak Moscow,Akhmat Grozny,1,2,0.0
2018-2019,Russian Premier League,7,2018-09-17,Ural,Rostov,1,1,0.5
2018-2019,Russian Premier League,8,2018-09-22,Dynamo Mosc,Anzhi,0,1,0.0
2018-2019,Russian Premier League,8,2018-09-22,Yenisey,Ural,1,2,0.0
2018-2019,Russian Premier League,8,2018-09-22,Arsenal Tula,Rubin Kazan,2,2,0.5
2018-2019,Russian Premier League,8,2018-09-22,Rostov,Ufa,0,0,0.5
2018-2019,Russian Premier League,8,2018-09-22,Akhmat Grozny,Orenburg,1,1,0.5
2018-2019,Russian Premier League,8,2018-09-23,Zenit,Loko Moscow,5,3,1.0
2018-2019,Russian Premier League,8,2018-09-23,CSKA Moscow,Spartak Moscow,1,1,0.5
2018-2019,Russian Premier League,8,2018-09-24,Samara,Krasnodar,0,3,0.0
2018-2019,Russian Premier League,9,2018-09-28,Orenburg,CSKA Moscow,0,1,0.0
2018-2019,Russian Premier League,9,2018-09-29,Ural,Arsenal Tula,2,1,1.0
2018-2019,Russian Premier League,9,2018-09-29,Ufa,Yenisey,2,1,1.0
2018-2019,Russian Premier League,9,2018-09-29,Loko Moscow,Akhmat Grozny,2,0,1.0
2018-2019,Russian Premier League,9,2018-09-30,Anzhi,Zenit,2,1,1.0
2018-2019,Russian Premier League,9,2018-09-30,Krasnodar,Dynamo Mosc,3,0,1.0
2018-2019,Russian Premier League,9,2018-09-30,Spartak Moscow,Rostov,0,1,0.0
2018-2019,Russian Premier League,9,2018-10-01,Rubin Kazan,Samara,2,1,1.0
2018-2019,Russian Premier League,10,2018-10-05,Arsenal Tula,Ufa,1,1,0.5
2018-2019,Russian Premier League,10,2018-10-06,Samara,Dynamo Mosc,1,0,1.0
2018-2019,Russian Premier League,10,2018-10-06,Rostov,Orenburg,0,1,0.0
2018-2019,Russian Premier League,10,2018-10-06,Rubin Kazan,Ural,1,0,1.0
2018-2019,Russian Premier League,10,2018-10-07,Akhmat Grozny,Anzhi,0,0,0.5
2018-2019,Russian Premier League,10,2018-10-07,Yenisey,Spartak Moscow,2,3,0.0
2018-2019,Russian Premier League,10,2018-10-07,Zenit,Krasnodar,2,1,1.0
2018-2019,Russian Premier League,10,2018-10-07,CSKA Moscow,Loko Moscow,0,1,0.0
