Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2015-2016,Russian Premier League,1,2015-07-17,Spartak Moscow,Ufa,2,2,0.5
2015-2016,Russian Premier League,1,2015-07-18,CSKA Moscow,Rubin Kazan,1,0,1.0
2015-2016,Russian Premier League,1,2015-07-18,Rostov,Terek Grozny,1,1,0.5
2015-2016,Russian Premier League,1,2015-07-19,Zenit,Dynamo Mosc,2,1,1.0
2015-2016,Russian Premier League,1,2015-07-19,Mordovia,Loko Moscow,0,1,0.0
2015-2016,Russian Premier League,1,2015-07-19,Anzhi,Samara,0,1,0.0
2015-2016,Russian Premier League,1,2015-07-20,Amkar Perm,Krasnodar,0,1,0.0
2015-2016,Russian Premier League,1,2015-07-20,Kuban,Ural,0,2,0.0
2015-2016,Russian Premier League,2,2015-07-24,Samara,CSKA Moscow,0,2,0.0
2015-2016,Russian Premier League,2,2015-07-25,Ufa,Rostov,1,2,0.0
2015-2016,Russian Premier League,2,2015-07-25,Dynamo Mosc,Mordovia,2,2,0.5
2015-2016,Russian Premier League,2,2015-07-25,Terek Grozny,Kuban,1,1,0.5
2015-2016,Russian Premier League,2,2015-07-26,Ural,Zenit,1,4,0.0
2015-2016,Russian Premier League,2,2015-07-26,Rubin Kazan,Amkar Perm,0,2,0.0
2015-2016,Russian Premier League,2,2015-07-26,Krasnodar,Spartak Moscow,0,1,0.0
2015-2016,Russian Premier League,2,2015-07-27,Anzhi,Loko Moscow,1,3,0.0
2015-2016,Russian Premier League,3,2015-07-31,Kuban,Ufa,1,1,0.5
2015-2016,Russian Premier League,3,2015-08-01,Amkar Perm,Samara,1,0,1.0
2015-2016,Russian Premier League,3,2015-08-01,Zenit,Terek Grozny,3,0,1.0
2015-2016,Russian Premier League,3,2015-08-01,CSKA Moscow,Anzhi,1,0,1.0
2015-2016,Russian Premier League,3,2015-08-02,Loko Moscow,Dynamo Mosc,1,1,0.5
2015-2016,Russian Premier League,3,2015-08-02,Mordovia,Ural,1,1,0.5
2015-2016,Russian Premier League,3,2015-08-02,Rostov,Krasnodar,0,0,0.5
2015-2016,Russian Premier League,3,2015-08-03,Spartak Moscow,Rubin Kazan,1,0,1.0
2015-2016,Russian Premier League,4,2015-08-07,Terek Grozny,Mordovia,0,0,0.5
2015-2016,Russian Premier League,4,2015-08-08,Ural,Loko Moscow,1,3,0.0
2015-2016,Russian Premier League,4,2015-08-08,Anzhi,Dynamo Mosc,2,3,0.0
2015-2016,Russian Premier League,4,2015-08-09,CSKA Moscow,Amkar Perm,2,0,1.0
2015-2016,Russian Premier League,4,2015-08-09,Ufa,Zenit,0,1,0.0
2015-2016,Russian Premier League,4,2015-08-09,Samara,Spartak Moscow,0,2,0.0
2015-2016,Russian Premier League,4,2015-08-10,Rubin Kazan,Rostov,0,3,0.0
2015-2016,Russian Premier League,4,2015-08-10,Krasnodar,Kuban,1,1,0.5
2015-2016,Russian Premier League,5,2015-08-14,Amkar Perm,Anzhi,1,1,0.5
2015-2016,Russian Premier League,5,2015-08-14,Spartak Moscow,CSKA Moscow,1,2,0.0
2015-2016,Russian Premier League,5,2015-08-15,Zenit,Krasnodar,0,2,0.0
2015-2016,Russian Premier League,5,2015-08-15,Kuban,Rubin Kazan,0,1,0.0
2015-2016,Russian Premier League,5,2015-08-16,Loko Moscow,Terek Grozny,0,0,0.5
2015-2016,Russian Premier League,5,2015-08-16,Dynamo Mosc,Ural,1,0,1.0
2015-2016,Russian Premier League,5,2015-08-16,Rostov,Samara,1,1,0.5
2015-2016,Russian Premier League,5,2015-08-17,Mordovia,Ufa,0,1,0.0
2015-2016,Russian Premier League,6,2015-08-21,Terek Grozny,Dynamo Mosc,1,1,0.5
2015-2016,Russian Premier League,6,2015-08-22,Amkar Perm,Spartak Moscow,1,3,0.0
