Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2017-2018,1,2017-07-15,Ural,Rostov,1,1,0.5
2017-2018,1,2017-07-15,Tosno,Ufa,0,1,0.0
2017-2018,1,2017-07-15,Anzhi,CSKA Moscow,1,3,0.0
2017-2018,1,2017-07-16,Rubin Kazan,Krasnodar,1,2,0.0
2017-2018,1,2017-07-16,SKA-Khabarovsk,Zenit,0,2,0.0
2017-2018,1,2017-07-16,Akhmat Grozny,Amkar Perm,1,0,1.0
2017-2018,1,2017-07-18,Dynamo Mosc,Spartak Moscow,2,2,0.5
2017-2018,1,2017-07-18,Loko Moscow,Arsenal Tula,1,0,1.0
2017-2018,2,2017-07-21,CSKA Moscow,Loko Moscow,1,3,0.0
2017-2018,2,2017-07-21,Anzhi,Amkar Perm,1,0,1.0
2017-2018,2,2017-07-22,Zenit,Rubin Kazan,2,1,1.0
2017-2018,2,2017-07-22,Krasnodar,Tosno,2,0,1.0
2017-2018,2,2017-07-23,Ufa,Spartak Moscow,0,0,0.5
2017-2018,2,2017-07-23,Dynamo Mosc,Ural,0,1,0.0
2017-2018,2,2017-07-23,Rostov,Akhmat Grozny,0,1,0.0
2017-2018,2,2017-07-24,Arsenal Tula,SKA-Khabarovsk,1,0,1.0
2017-2018,3,2017-07-29,CSKA Moscow,SKA-Khabarovsk,2,0,1.0
2017-2018,3,2017-07-29,Ural,Ufa,1,1,0.5
2017-2018,3,2017-07-29,Rubin Kazan,Arsenal Tula,2,1,1.0
2017-2018,3,2017-07-29,Akhmat Grozny,Dynamo Mosc,2,0,1.0
2017-2018,3,2017-07-30,Amkar Perm,Rostov,0,1,0.0
2017-2018,3,2017-07-30,Loko Moscow,Anzhi,1,0,1.0
2017-2018,3,2017-07-30,Tosno,Zenit,0,1,0.0
2017-2018,3,2017-07-31,Spartak Moscow,Krasnodar,2,0,1.0
2017-2018,4,2017-08-04,Anzhi,Rostov,0,1,0.0
2017-2018,4,2017-08-05,Ufa,Akhmat Grozny,3,2,1.0
2017-2018,4,2017-08-05,Dynamo Mosc,Amkar Perm,3,0,1.0
2017-2018,4,2017-08-05,Loko Moscow,SKA-Khabarovsk,1,0,1.0
2017-2018,4,2017-08-06,Arsenal Tula,Tosno,1,2,0.0
2017-2018,4,2017-08-06,CSKA Moscow,Rubin Kazan,1,2,0.0
2017-2018,4,2017-08-06,Krasnodar,Ural,1,1,0.5
2017-2018,4,2017-08-06,Zenit,Spartak Moscow,5,1,1.0
2017-2018,5,2017-08-08,SKA-Khabarovsk,Anzhi,2,0,1.0
2017-2018,5,2017-08-08,Amkar Perm,Ufa,0,0,0.5
2017-2018,5,2017-08-09,Spartak Moscow,Arsenal Tula,2,0,1.0
2017-2018,5,2017-08-09,Ural,Zenit,1,1,0.5
2017-2018,5,2017-08-09,Tosno,CSKA Moscow,1,2,0.0
2017-2018,5,2017-08-09,Rostov,Dynamo Mosc,1,0,1.0
2017-2018,5,2017-08-09,Rubin Kazan,Loko Moscow,1,1,0.5
2017-2018,5,2017-08-10,Akhmat Grozny,Krasnodar,2,3,0.0
2017-2018,6,2017-08-12,Ufa,Rostov,1,4,0.0
