Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2014-2015,1,2014-08-01,Rubin Kazan,Spartak Moscow,0,4,0.0
2014-2015,1,2014-08-02,Ural,Mordovia,2,3,0.0
2014-2015,1,2014-08-02,Arsenal Tula,Zenit,0,4,0.0
2014-2015,1,2014-08-02,CSKA Moscow,Torpedo Moscow,4,1,1.0
2014-2015,1,2014-08-03,Dynamo Mosc,Rostov,7,3,1.0
2014-2015,1,2014-08-03,Kuban,Ufa,2,0,1.0
2014-2015,1,2014-08-03,Loko Moscow,Krasnodar,0,0,0.5
2014-2015,1,2014-08-04,Terek Grozny,Amkar Perm,4,0,1.0
2014-2015,2,2014-08-08,Amkar Perm,Ufa,0,1,0.0
2014-2015,2,2014-08-08,Kuban,Rostov,2,2,0.5
2014-2015,2,2014-08-09,Mordovia,CSKA Moscow,0,1,0.0
2014-2015,2,2014-08-09,Zenit,Torpedo Moscow,8,1,1.0
2014-2015,2,2014-08-09,Terek Grozny,Rubin Kazan,1,1,0.5
2014-2015,2,2014-08-10,Dynamo Mosc,Spartak Moscow,1,2,0.0
2014-2015,2,2014-08-10,Ural,Krasnodar,1,1,0.5
2014-2015,2,2014-08-10,Arsenal Tula,Loko Moscow,0,2,0.0
2014-2015,3,2014-08-12,Torpedo Moscow,Amkar Perm,1,1,0.5
2014-2015,3,2014-08-13,Ufa,Dynamo Mosc,0,2,0.0
2014-2015,3,2014-08-13,Ural,Zenit,1,2,0.0
2014-2015,3,2014-08-13,Arsenal Tula,Rubin Kazan,0,0,0.5
2014-2015,3,2014-08-13,CSKA Moscow,Terek Grozny,1,0,1.0
2014-2015,3,2014-08-14,Loko Moscow,Rostov,2,1,1.0
2014-2015,3,2014-08-14,Krasnodar,Spartak Moscow,4,0,1.0
2014-2015,3,2014-08-15,Mordovia,Kuban,0,0,0.5
2014-2015,4,2014-08-16,Ural,Torpedo Moscow,0,2,0.0
2014-2015,4,2014-08-16,Zenit,Ufa,1,0,1.0
2014-2015,4,2014-08-17,CSKA Moscow,Spartak Moscow,0,1,0.0
2014-2015,4,2014-08-17,Arsenal Tula,Dynamo Mosc,1,2,0.0
2014-2015,4,2014-08-17,Rubin Kazan,Loko Moscow,1,1,0.5
2014-2015,4,2014-08-17,Rostov,Krasnodar,0,2,0.0
2014-2015,4,2014-08-18,Terek Grozny,Mordovia,1,0,1.0
2014-2015,4,2014-08-18,Kuban,Amkar Perm,1,0,1.0
2014-2015,5,2014-08-22,Terek Grozny,Arsenal Tula,3,0,1.0
2014-2015,5,2014-08-23,Ufa,Spartak Moscow,1,2,0.0
2014-2015,5,2014-08-23,Zenit,Amkar Perm,2,0,1.0
2014-2015,5,2014-08-23,Rubin Kazan,CSKA Moscow,2,1,1.0
2014-2015,5,2014-08-24,Dynamo Mosc,Ural,2,0,1.0
2014-2015,5,2014-08-24,Torpedo Moscow,Krasnodar,0,3,0.0
2014-2015,5,2014-08-24,Kuban,Loko Moscow,2,1,1.0
2014-2015,5,2014-08-24,Rostov,Mordovia,2,1,1.0
2014-2015,6,2014-08-29,Ural,Terek Grozny,0,1,0.0
