,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2021-09-14,Sevilla,RB Salzburg,es,at,1.0,1.0,0.5
1,2021-09-14,Young Boys,Manchester Utd,ch,eng,2.0,1.0,0.0
2,2021-09-14,Chelsea,Zenit,eng,ru,1.0,0.0,0.0
3,2021-09-14,Villarreal,Atalanta,es,it,2.0,2.0,0.5
4,2021-09-14,Barcelona,Bayern Munich,es,de,0.0,3.0,1.0
5,2021-09-14,Lille,Wolfsburg,fr,de,0.0,0.0,0.5
6,2021-09-14,Malmö,Juventus,se,it,0.0,3.0,1.0
7,2021-09-14,Dynamo Kyiv,Benfica,ua,pt,0.0,0.0,0.5
8,2021-09-15,Sheriff Tiraspol,Shakhtar,md,ua,2.0,0.0,0.0
9,2021-09-15,Beşiktaş,Dortmund,tr,de,1.0,2.0,1.0
10,2021-09-15,Sporting CP,Ajax,pt,nl,1.0,5.0,1.0
11,2021-09-15,Manchester City,RB Leipzig,eng,de,6.0,3.0,0.0
12,2021-09-15,Liverpool,Milan,eng,it,3.0,2.0,0.0
13,2021-09-15,Inter,Real Madrid,it,es,0.0,1.0,1.0
14,2021-09-15,Club Brugge,Paris S-G,be,fr,1.0,1.0,0.5
15,2021-09-15,Atlético Madrid,Porto,es,pt,0.0,0.0,0.5
17,2021-09-28,Ajax,Beşiktaş,nl,tr,2.0,0.0,0.0
18,2021-09-28,Shakhtar,Inter,ua,it,0.0,0.0,0.5
19,2021-09-28,Porto,Liverpool,pt,eng,1.0,5.0,1.0
20,2021-09-28,Real Madrid,Sheriff Tiraspol,es,md,1.0,2.0,1.0
21,2021-09-28,RB Leipzig,Club Brugge,de,be,1.0,2.0,1.0
22,2021-09-28,Dortmund,Sporting CP,de,pt,1.0,0.0,0.0
23,2021-09-28,Paris S-G,Manchester City,fr,eng,2.0,0.0,0.0
24,2021-09-28,Milan,Atlético Madrid,it,es,1.0,2.0,1.0
25,2021-09-29,Atalanta,Young Boys,it,ch,1.0,0.0,0.0
26,2021-09-29,Zenit,Malmö,ru,se,4.0,0.0,0.0
27,2021-09-29,Manchester Utd,Villarreal,eng,es,2.0,1.0,0.0
28,2021-09-29,Benfica,Barcelona,pt,es,3.0,0.0,0.0
29,2021-09-29,RB Salzburg,Lille,at,fr,2.0,1.0,0.0
30,2021-09-29,Juventus,Chelsea,it,eng,1.0,0.0,0.0
31,2021-09-29,Bayern Munich,Dynamo Kyiv,de,ua,5.0,0.0,0.0
32,2021-09-29,Wolfsburg,Sevilla,de,es,1.0,1.0,0.5
34,2021-10-19,Club Brugge,Manchester City,be,eng,1.0,5.0,1.0
35,2021-10-19,Beşiktaş,Sporting CP,tr,pt,1.0,4.0,1.0
36,2021-10-19,Porto,Milan,pt,it,1.0,0.0,0.0
37,2021-10-19,Atlético Madrid,Liverpool,es,eng,2.0,3.0,1.0
38,2021-10-19,Inter,Sheriff Tiraspol,it,md,3.0,1.0,0.0
39,2021-10-19,Paris S-G,RB Leipzig,fr,de,3.0,2.0,0.0
40,2021-10-19,Ajax,Dortmund,nl,de,4.0,0.0,0.0
41,2021-10-19,Shakhtar,Real Madrid,ua,es,0.0,5.0,1.0
42,2021-10-20,RB Salzburg,Wolfsburg,at,de,3.0,1.0,0.0
43,2021-10-20,Barcelona,Dynamo Kyiv,es,ua,1.0,0.0,0.0
44,2021-10-20,Manchester Utd,Atalanta,eng,it,3.0,2.0,0.0
45,2021-10-20,Benfica,Bayern Munich,pt,de,0.0,4.0,1.0
46,2021-10-20,Chelsea,Malmö,eng,se,4.0,0.0,0.0
47,2021-10-20,Lille,Sevilla,fr,es,0.0,0.0,0.5
48,2021-10-20,Young Boys,Villarreal,ch,es,1.0,4.0,1.0
49,2021-10-20,Zenit,Juventus,ru,it,0.0,1.0,1.0
51,2021-11-02,Wolfsburg,RB Salzburg,de,at,2.0,1.0,0.0
52,2021-11-02,Malmö,Chelsea,se,eng,0.0,1.0,1.0
53,2021-11-02,Bayern Munich,Benfica,de,pt,5.0,2.0,0.0
