,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2023-09-19,Milan,Newcastle Utd,it,eng,0.0,0.0,0.5
1,2023-09-19,Young Boys,RB Leipzig,ch,de,1.0,3.0,1.0
2,2023-09-19,Manchester City,Red Star,eng,rs,3.0,1.0,0.0
3,2023-09-19,Paris S-G,Dortmund,fr,de,2.0,0.0,0.0
4,2023-09-19,Lazio,Atlético Madrid,it,es,1.0,1.0,0.5
5,2023-09-19,Feyenoord,Celtic,nl,sct,2.0,0.0,0.0
6,2023-09-19,Barcelona,Antwerp,es,be,5.0,0.0,0.0
7,2023-09-19,Shakhtar,Porto,ua,pt,1.0,3.0,1.0
8,2023-09-20,Real Madrid,Union Berlin,es,de,1.0,0.0,0.0
9,2023-09-20,Galatasaray,FC Copenhagen,tr,dk,2.0,2.0,0.5
10,2023-09-20,Braga,Napoli,pt,it,1.0,2.0,1.0
11,2023-09-20,Arsenal,PSV Eindhoven,eng,nl,4.0,0.0,0.0
12,2023-09-20,Benfica,RB Salzburg,pt,at,0.0,2.0,1.0
13,2023-09-20,Sevilla,Lens,es,fr,1.0,1.0,0.5
14,2023-09-20,Bayern Munich,Manchester Utd,de,eng,4.0,3.0,0.0
15,2023-09-20,Real Sociedad,Inter,es,it,1.0,1.0,0.5
17,2023-10-03,RB Salzburg,Real Sociedad,at,es,0.0,2.0,1.0
18,2023-10-03,Union Berlin,Braga,de,pt,2.0,3.0,1.0
19,2023-10-03,Manchester Utd,Galatasaray,eng,tr,2.0,3.0,1.0
20,2023-10-03,PSV Eindhoven,Sevilla,nl,es,2.0,2.0,0.5
21,2023-10-03,Inter,Benfica,it,pt,1.0,0.0,0.0
22,2023-10-03,FC Copenhagen,Bayern Munich,dk,de,1.0,2.0,1.0
23,2023-10-03,Napoli,Real Madrid,it,es,2.0,3.0,1.0
24,2023-10-03,Lens,Arsenal,fr,eng,2.0,1.0,0.0
25,2023-10-04,Atlético Madrid,Feyenoord,es,nl,3.0,2.0,0.0
26,2023-10-04,Antwerp,Shakhtar,be,ua,2.0,3.0,1.0
27,2023-10-04,Newcastle Utd,Paris S-G,eng,fr,4.0,1.0,0.0
28,2023-10-04,Porto,Barcelona,pt,es,0.0,1.0,1.0
29,2023-10-04,Celtic,Lazio,sct,it,1.0,2.0,1.0
30,2023-10-04,RB Leipzig,Manchester City,de,eng,1.0,3.0,1.0
31,2023-10-04,Dortmund,Milan,de,it,0.0,0.0,0.5
32,2023-10-04,Red Star,Young Boys,rs,ch,2.0,2.0,0.5
34,2023-10-24,Inter,RB Salzburg,it,at,2.0,1.0,0.0
35,2023-10-24,Galatasaray,Bayern Munich,tr,de,1.0,3.0,1.0
36,2023-10-24,Manchester Utd,FC Copenhagen,eng,dk,1.0,0.0,0.0
37,2023-10-24,Benfica,Real Sociedad,pt,es,0.0,1.0,1.0
38,2023-10-24,Braga,Real Madrid,pt,es,1.0,2.0,1.0
39,2023-10-24,Sevilla,Arsenal,es,eng,1.0,2.0,1.0
40,2023-10-24,Lens,PSV Eindhoven,fr,nl,1.0,1.0,0.5
41,2023-10-24,Union Berlin,Napoli,de,it,0.0,1.0,1.0
42,2023-10-25,Barcelona,Shakhtar,es,ua,2.0,1.0,0.0
43,2023-10-25,Feyenoord,Lazio,nl,it,3.0,1.0,0.0
44,2023-10-25,Celtic,Atlético Madrid,sct,es,2.0,2.0,0.5
45,2023-10-25,Newcastle Utd,Dortmund,eng,de,0.0,1.0,1.0
46,2023-10-25,Antwerp,Porto,be,pt,1.0,4.0,1.0
47,2023-10-25,Young Boys,Manchester City,ch,eng,1.0,3.0,1.0
48,2023-10-25,Paris S-G,Milan,fr,it,3.0,0.0,0.0
49,2023-10-25,RB Leipzig,Red Star,de,rs,3.0,1.0,0.0
51,2023-11-07,Dortmund,Newcastle Utd,de,eng,2.0,0.0,0.0
52,2023-11-07,Shakhtar,Barcelona,ua,es,1.0,0.0,0.0
53,2023-11-07,Manchester City,Young Boys,eng,ch,3.0,0.0,0.0
54,2023-11-07,Porto,Antwerp,pt,be,2.0,0.0,0.0
55,2023-11-07,Red Star,RB Leipzig,rs,de,1.0,2.0,1.0
56,2023-11-07,Milan,Paris S-G,it,fr,2.0,1.0,0.0
57,2023-11-07,Atlético Madrid,Celtic,es,sct,6.0,0.0,0.0
58,2023-11-07,Lazio,Feyenoord,it,nl,1.0,0.0,0.0
59,2023-11-08,Real Sociedad,Benfica,es,pt,3.0,1.0,0.0
60,2023-11-08,Napoli,Union Berlin,it,de,1.0,1.0,0.5
61,2023-11-08,Arsenal,Sevilla,eng,es,2.0,0.0,0.0
62,2023-11-08,PSV Eindhoven,Lens,nl,fr,1.0,0.0,0.0
63,2023-11-08,RB Salzburg,Inter,at,it,0.0,1.0,1.0
64,2023-11-08,FC Copenhagen,Manchester Utd,dk,eng,4.0,3.0,0.0
65,2023-11-08,Bayern Munich,Galatasaray,de,tr,2.0,1.0,0.0
66,2023-11-08,Real Madrid,Braga,es,pt,3.0,0.0,0.0
68,2023-11-28,Lazio,Celtic,it,sct,2.0,0.0,0.0
69,2023-11-28,Shakhtar,Antwerp,ua,be,1.0,0.0,0.0
70,2023-11-28,Manchester City,RB Leipzig,eng,de,3.0,2.0,0.0
71,2023-11-28,Milan,Dortmund,it,de,1.0,3.0,1.0
72,2023-11-28,Paris S-G,Newcastle Utd,fr,eng,1.0,1.0,0.5
73,2023-11-28,Feyenoord,Atlético Madrid,nl,es,1.0,3.0,1.0
74,2023-11-28,Young Boys,Red Star,ch,rs,2.0,0.0,0.0
75,2023-11-28,Barcelona,Porto,es,pt,2.0,1.0,0.0
76,2023-11-29,Sevilla,PSV Eindhoven,es,nl,2.0,3.0,1.0
77,2023-11-29,Benfica,Inter,pt,it,3.0,3.0,0.5
78,2023-11-29,Braga,Union Berlin,pt,de,1.0,1.0,0.5
79,2023-11-29,Arsenal,Lens,eng,fr,6.0,0.0,0.0
80,2023-11-29,Galatasaray,Manchester Utd,tr,eng,3.0,3.0,0.5
