,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2000-09-12,Sporting CP,Real Madrid,pt,es,2.0,2.0,0.5
1,2000-09-12,Lyon,Heerenveen,fr,nl,3.0,1.0,0.0
2,2000-09-12,Galatasaray,Monaco,tr,fr,3.0,2.0,0.0
3,2000-09-12,Rangers,Sturm Graz,sct,at,5.0,0.0,0.0
4,2000-09-12,Sparta Prague,Arsenal,cz,eng,0.0,1.0,1.0
5,2000-09-12,Valencia,Olympiacos,es,gr,2.0,1.0,0.0
6,2000-09-12,Spartak Moscow,Leverkusen,ru,de,2.0,0.0,0.0
7,2000-09-12,Shakhtar Donetsk,Lazio,ua,it,0.0,3.0,1.0
8,2000-09-13,Manchester Utd,Anderlecht,eng,be,5.0,1.0,0.0
9,2000-09-13,Panathinaikos,La Coruña,gr,es,1.0,1.0,0.5
10,2000-09-13,Rosenborg,Paris S-G,no,fr,3.0,1.0,0.0
11,2000-09-13,Helsingborg,Bayern Munich,se,de,1.0,3.0,1.0
12,2000-09-13,Hamburger SV,Juventus,de,it,4.0,4.0,0.5
13,2000-09-13,Barcelona,Leeds United,es,eng,4.0,0.0,0.0
14,2000-09-13,PSV Eindhoven,Dynamo Kyiv,nl,ua,2.0,1.0,0.0
15,2000-09-13,Milan,Beşiktaş,it,tr,4.0,1.0,0.0
17,2000-09-19,Bayern Munich,Rosenborg,de,no,3.0,1.0,0.0
18,2000-09-19,Paris S-G,Helsingborg,fr,se,4.0,1.0,0.0
19,2000-09-19,Beşiktaş,Barcelona,tr,es,3.0,0.0,0.0
20,2000-09-19,Dynamo Kyiv,Manchester Utd,ua,eng,0.0,0.0,0.5
21,2000-09-19,Juventus,Panathinaikos,it,gr,2.0,1.0,0.0
22,2000-09-19,Leeds United,Milan,eng,it,1.0,0.0,0.0
23,2000-09-19,Anderlecht,PSV Eindhoven,be,nl,1.0,0.0,0.0
24,2000-09-19,La Coruña,Hamburger SV,es,de,2.0,1.0,0.0
25,2000-09-20,Sturm Graz,Galatasaray,at,tr,3.0,0.0,0.0
26,2000-09-20,Leverkusen,Sporting CP,de,pt,3.0,2.0,0.0
27,2000-09-20,Heerenveen,Valencia,nl,es,0.0,1.0,1.0
28,2000-09-20,Olympiacos,Lyon,gr,fr,2.0,1.0,0.0
29,2000-09-20,Monaco,Rangers,fr,sct,0.0,1.0,1.0
30,2000-09-20,Lazio,Sparta Prague,it,cz,3.0,0.0,0.0
31,2000-09-20,Real Madrid,Spartak Moscow,es,ru,1.0,0.0,0.0
32,2000-09-20,Arsenal,Shakhtar Donetsk,eng,ua,3.0,2.0,0.0
34,2000-09-26,Barcelona,Milan,es,it,0.0,2.0,1.0
35,2000-09-26,Dynamo Kyiv,Anderlecht,ua,be,4.0,0.0,0.0
36,2000-09-26,Juventus,La Coruña,it,es,0.0,0.0,0.5
37,2000-09-26,Rosenborg,Helsingborg,no,se,6.0,1.0,0.0
38,2000-09-26,Leeds United,Beşiktaş,eng,tr,6.0,0.0,0.0
39,2000-09-26,Hamburger SV,Panathinaikos,de,gr,0.0,1.0,1.0
40,2000-09-26,PSV Eindhoven,Manchester Utd,nl,eng,3.0,1.0,0.0
