,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2024-09-17,Young Boys,Aston Villa,ch,eng,0.0,3.0,1.0
1,2024-09-17,Juventus,PSV Eindhoven,it,nl,3.0,1.0,0.0
2,2024-09-17,Sporting CP,Lille,pt,fr,2.0,0.0,0.0
3,2024-09-17,Real Madrid,Stuttgart,es,de,3.0,1.0,0.0
4,2024-09-17,Milan,Liverpool,it,eng,1.0,3.0,1.0
5,2024-09-17,Bayern Munich,Dinamo Zagreb,de,hr,9.0,2.0,0.0
6,2024-09-18,Bologna,Shakhtar,it,ua,0.0,0.0,0.5
7,2024-09-18,Sparta Prague,RB Salzburg,cz,at,3.0,0.0,0.0
8,2024-09-18,Celtic,Slovan Bratislava,sct,sk,5.0,1.0,0.0
9,2024-09-18,Manchester City,Inter,eng,it,0.0,0.0,0.5
10,2024-09-18,Paris S-G,Girona,fr,es,1.0,0.0,0.0
11,2024-09-18,Club Brugge,Dortmund,be,de,0.0,3.0,1.0
12,2024-09-19,Feyenoord,Leverkusen,nl,de,0.0,4.0,1.0
13,2024-09-19,Red Star,Benfica,rs,pt,1.0,2.0,1.0
14,2024-09-19,Atalanta,Arsenal,it,eng,0.0,0.0,0.5
15,2024-09-19,Brest,Sturm Graz,fr,at,2.0,1.0,0.0
16,2024-09-19,Monaco,Barcelona,fr,es,2.0,1.0,0.0
17,2024-09-19,Atlético Madrid,RB Leipzig,es,de,2.0,1.0,0.0
19,2024-10-01,Stuttgart,Sparta Prague,de,cz,1.0,1.0,0.5
20,2024-10-01,RB Salzburg,Brest,at,fr,0.0,4.0,1.0
21,2024-10-01,Arsenal,Paris S-G,eng,fr,2.0,0.0,0.0
22,2024-10-01,Inter,Red Star,it,rs,4.0,0.0,0.0
23,2024-10-01,Leverkusen,Milan,de,it,1.0,0.0,0.0
24,2024-10-01,Dortmund,Celtic,de,sct,7.0,1.0,0.0
25,2024-10-01,Barcelona,Young Boys,es,ch,5.0,0.0,0.0
26,2024-10-01,PSV Eindhoven,Sporting CP,nl,pt,1.0,1.0,0.5
27,2024-10-01,Slovan Bratislava,Manchester City,sk,eng,0.0,4.0,1.0
28,2024-10-02,Girona,Feyenoord,es,nl,2.0,3.0,1.0
29,2024-10-02,Shakhtar,Atalanta,ua,it,0.0,3.0,1.0
30,2024-10-02,Aston Villa,Bayern Munich,eng,de,1.0,0.0,0.0
31,2024-10-02,Liverpool,Bologna,eng,it,2.0,0.0,0.0
32,2024-10-02,Benfica,Atlético Madrid,pt,es,4.0,0.0,0.0
33,2024-10-02,RB Leipzig,Juventus,de,it,2.0,3.0,1.0
34,2024-10-02,Lille,Real Madrid,fr,es,1.0,0.0,0.0
35,2024-10-02,Sturm Graz,Club Brugge,at,be,0.0,1.0,1.0
36,2024-10-02,Dinamo Zagreb,Monaco,hr,fr,2.0,2.0,0.5
38,2024-10-22,Monaco,Red Star,fr,rs,5.0,1.0,0.0
39,2024-10-22,Milan,Club Brugge,it,be,3.0,1.0,0.0
40,2024-10-22,Arsenal,Shakhtar,eng,ua,1.0,0.0,0.0
41,2024-10-22,Aston Villa,Bologna,eng,it,2.0,0.0,0.0
42,2024-10-22,Juventus,Stuttgart,it,de,0.0,1.0,1.0
43,2024-10-22,Sturm Graz,Sporting CP,at,pt,0.0,2.0,1.0
44,2024-10-22,Paris S-G,PSV Eindhoven,fr,nl,1.0,1.0,0.5
45,2024-10-22,Real Madrid,Dortmund,es,de,5.0,2.0,0.0
46,2024-10-22,Girona,Slovan Bratislava,es,sk,2.0,0.0,0.0
47,2024-10-23,Brest,Leverkusen,fr,de,1.0,1.0,0.5
48,2024-10-23,Atalanta,Celtic,it,sct,0.0,0.0,0.5
49,2024-10-23,Benfica,Feyenoord,pt,nl,1.0,3.0,1.0
50,2024-10-23,Manchester City,Sparta Prague,eng,cz,5.0,0.0,0.0
51,2024-10-23,RB Salzburg,Dinamo Zagreb,at,hr,0.0,2.0,1.0
52,2024-10-23,Barcelona,Bayern Munich,es,de,4.0,1.0,0.0
