,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2017-09-12,Chelsea,Qarabağ,eng,az,6.0,0.0,0.0
1,2017-09-12,Celtic,Paris S-G,sct,fr,0.0,5.0,1.0
2,2017-09-12,Manchester Utd,Basel,eng,ch,3.0,0.0,0.0
3,2017-09-12,Benfica,CSKA Moscow,pt,ru,1.0,2.0,1.0
4,2017-09-12,Roma,Atlético Madrid,it,es,0.0,0.0,0.5
5,2017-09-12,Barcelona,Juventus,es,it,3.0,0.0,0.0
6,2017-09-12,Bayern Munich,Anderlecht,de,be,3.0,0.0,0.0
7,2017-09-12,Olympiacos,Sporting CP,gr,pt,2.0,3.0,1.0
8,2017-09-13,Porto,Beşiktaş,pt,tr,1.0,3.0,1.0
9,2017-09-13,Liverpool,Sevilla,eng,es,2.0,2.0,0.5
10,2017-09-13,Tottenham,Dortmund,eng,de,3.0,1.0,0.0
11,2017-09-13,NK Maribor,Spartak Moscow,si,ru,1.0,1.0,0.5
12,2017-09-13,Feyenoord,Manchester City,nl,eng,0.0,4.0,1.0
13,2017-09-13,RB Leipzig,Monaco,de,fr,1.0,1.0,0.5
14,2017-09-13,Real Madrid,APOEL FC,es,cy,3.0,0.0,0.0
15,2017-09-13,Shakhtar,Napoli,ua,it,2.0,1.0,0.0
17,2017-09-26,Manchester City,Shakhtar,eng,ua,2.0,0.0,0.0
18,2017-09-26,Sevilla,NK Maribor,es,si,3.0,0.0,0.0
19,2017-09-26,Dortmund,Real Madrid,de,es,1.0,3.0,1.0
20,2017-09-26,Monaco,Porto,fr,pt,0.0,3.0,1.0
21,2017-09-26,Napoli,Feyenoord,it,nl,3.0,1.0,0.0
22,2017-09-26,Spartak Moscow,Liverpool,ru,eng,1.0,1.0,0.5
23,2017-09-26,Beşiktaş,RB Leipzig,tr,de,2.0,0.0,0.0
24,2017-09-26,APOEL FC,Tottenham,cy,eng,0.0,3.0,1.0
25,2017-09-28,CSKA Moscow,Manchester Utd,ru,eng,1.0,4.0,1.0
26,2017-09-27,Sporting CP,Barcelona,pt,es,0.0,1.0,1.0
27,2017-09-27,Qarabağ,Roma,az,it,1.0,2.0,1.0
28,2017-09-27,Atlético Madrid,Chelsea,es,eng,1.0,2.0,1.0
29,2017-09-27,Juventus,Olympiacos,it,gr,2.0,0.0,0.0
30,2017-09-27,Basel,Benfica,ch,pt,5.0,0.0,0.0
31,2017-09-27,Paris S-G,Bayern Munich,fr,de,3.0,0.0,0.0
32,2017-09-27,Anderlecht,Celtic,be,sct,0.0,3.0,1.0
34,2017-10-17,Manchester City,Napoli,eng,it,2.0,1.0,0.0
35,2017-10-17,Feyenoord,Shakhtar,nl,ua,1.0,2.0,1.0
36,2017-10-17,Monaco,Beşiktaş,fr,tr,1.0,2.0,1.0
37,2017-10-17,RB Leipzig,Porto,de,pt,3.0,2.0,0.0
38,2017-10-17,Real Madrid,Tottenham,es,eng,1.0,1.0,0.5
39,2017-10-17,NK Maribor,Liverpool,si,eng,0.0,7.0,1.0
40,2017-10-17,Spartak Moscow,Sevilla,ru,es,5.0,1.0,0.0
41,2017-10-17,APOEL FC,Dortmund,cy,de,1.0,1.0,0.5
42,2017-10-18,Benfica,Manchester Utd,pt,eng,0.0,1.0,1.0
43,2017-10-18,Chelsea,Roma,eng,it,3.0,3.0,0.5
44,2017-10-18,Qarabağ,Atlético Madrid,az,es,0.0,0.0,0.5
45,2017-10-18,Barcelona,Olympiacos,es,gr,3.0,1.0,0.0
46,2017-10-18,Anderlecht,Paris S-G,be,fr,0.0,4.0,1.0
47,2017-10-18,Bayern Munich,Celtic,de,sct,3.0,0.0,0.0
48,2017-10-18,Juventus,Sporting CP,it,pt,2.0,1.0,0.0
49,2017-10-18,CSKA Moscow,Basel,ru,ch,0.0,2.0,1.0
51,2017-10-31,Celtic,Bayern Munich,sct,de,1.0,2.0,1.0
52,2017-10-31,Sporting CP,Juventus,pt,it,1.0,1.0,0.5
53,2017-10-31,Manchester Utd,Benfica,eng,pt,2.0,0.0,0.0
54,2017-10-31,Paris S-G,Anderlecht,fr,be,5.0,0.0,0.0
55,2017-10-31,Atlético Madrid,Qarabağ,es,az,1.0,1.0,0.5
56,2017-10-31,Roma,Chelsea,it,eng,3.0,0.0,0.0
57,2017-10-31,Basel,CSKA Moscow,ch,ru,1.0,2.0,1.0
58,2017-10-31,Olympiacos,Barcelona,gr,es,0.0,0.0,0.5
59,2017-11-01,Tottenham,Real Madrid,eng,es,3.0,1.0,0.0
60,2017-11-01,Porto,RB Leipzig,pt,de,3.0,1.0,0.0
61,2017-11-01,Liverpool,NK Maribor,eng,si,3.0,0.0,0.0
62,2017-11-01,Beşiktaş,Monaco,tr,fr,1.0,1.0,0.5
63,2017-11-01,Sevilla,Spartak Moscow,es,ru,2.0,1.0,0.0
64,2017-11-01,Dortmund,APOEL FC,de,cy,1.0,1.0,0.5
65,2017-11-01,Napoli,Manchester City,it,eng,2.0,4.0,1.0
66,2017-11-01,Shakhtar,Feyenoord,ua,nl,3.0,1.0,0.0
68,2017-11-21,Manchester City,Feyenoord,eng,nl,1.0,0.0,0.0
69,2017-11-21,Beşiktaş,Porto,tr,pt,1.0,1.0,0.5
70,2017-11-21,Spartak Moscow,NK Maribor,ru,si,1.0,1.0,0.5
71,2017-11-21,Sevilla,Liverpool,es,eng,3.0,3.0,0.5
72,2017-11-21,Napoli,Shakhtar,it,ua,3.0,0.0,0.0
73,2017-11-21,Dortmund,Tottenham,de,eng,1.0,2.0,1.0
74,2017-11-21,Monaco,RB Leipzig,fr,de,1.0,4.0,1.0
75,2017-11-21,APOEL FC,Real Madrid,cy,es,0.0,6.0,1.0
76,2017-11-22,Sporting CP,Olympiacos,pt,gr,3.0,1.0,0.0
77,2017-11-22,CSKA Moscow,Benfica,ru,pt,2.0,0.0,0.0
78,2017-11-22,Juventus,Barcelona,it,es,0.0,0.0,0.5
79,2017-11-22,Basel,Manchester Utd,ch,eng,1.0,0.0,0.0
80,2017-11-22,Anderlecht,Bayern Munich,be,de,1.0,2.0,1.0
81,2017-11-22,Paris S-G,Celtic,fr,sct,7.0,1.0,0.0
82,2017-11-22,Atlético Madrid,Roma,es,it,2.0,0.0,0.0
83,2017-11-22,Qarabağ,Chelsea,az,eng,0.0,4.0,1.0
85,2017-12-05,Chelsea,Atlético Madrid,eng,es,1.0,1.0,0.5
86,2017-12-05,Celtic,Anderlecht,sct,be,0.0,1.0,1.0
87,2017-12-05,Manchester Utd,CSKA Moscow,eng,ru,2.0,1.0,0.0
88,2017-12-05,Benfica,Basel,pt,ch,0.0,2.0,1.0
89,2017-12-05,Barcelona,Sporting CP,es,pt,2.0,0.0,0.0
90,2017-12-05,Roma,Qarabağ,it,az,1.0,0.0,0.0
91,2017-12-05,Bayern Munich,Paris S-G,de,fr,3.0,1.0,0.0
92,2017-12-05,Olympiacos,Juventus,gr,it,0.0,2.0,1.0
93,2017-12-06,Tottenham,APOEL FC,eng,cy,3.0,0.0,0.0
94,2017-12-06,Porto,Monaco,pt,fr,5.0,2.0,0.0
95,2017-12-06,Liverpool,Spartak Moscow,eng,ru,7.0,0.0,0.0
96,2017-12-06,RB Leipzig,Beşiktaş,de,tr,1.0,2.0,1.0
97,2017-12-06,Feyenoord,Napoli,nl,it,2.0,1.0,0.0
98,2017-12-06,NK Maribor,Sevilla,si,es,1.0,1.0,0.5
99,2017-12-06,Real Madrid,Dortmund,es,de,3.0,2.0,0.0
100,2017-12-06,Shakhtar,Manchester City,ua,eng,2.0,1.0,0.0
102,2018-02-13,Basel,Manchester City,ch,eng,0.0,4.0,1.0
103,2018-02-13,Juventus,Tottenham,it,eng,2.0,2.0,0.5
104,2018-02-14,Porto,Liverpool,pt,eng,0.0,5.0,1.0
105,2018-02-14,Real Madrid,Paris S-G,es,fr,3.0,1.0,0.0
106,2018-02-20,Chelsea,Barcelona,eng,es,1.0,1.0,0.5
107,2018-02-20,Bayern Munich,Beşiktaş,de,tr,5.0,0.0,0.0
108,2018-02-21,Sevilla,Manchester Utd,es,eng,0.0,0.0,0.5
109,2018-02-21,Shakhtar,Roma,ua,it,2.0,1.0,0.0
110,2018-03-06,Liverpool,Porto,eng,pt,0.0,0.0,0.5
111,2018-03-06,Paris S-G,Real Madrid,fr,es,1.0,2.0,1.0
112,2018-03-07,Tottenham,Juventus,eng,it,1.0,2.0,1.0
113,2018-03-07,Manchester City,Basel,eng,ch,1.0,2.0,1.0
114,2018-03-13,Manchester Utd,Sevilla,eng,es,1.0,2.0,1.0
