,date,hometeam,awayteam,homecountry,awaycountry,homescore,awayscore,result
0,2022-09-06,Dinamo Zagreb,Chelsea,hr,eng,1.0,0.0,0.0
1,2022-09-06,Dortmund,FC Copenhagen,de,dk,3.0,0.0,0.0
2,2022-09-06,Celtic,Real Madrid,sct,es,0.0,3.0,1.0
3,2022-09-06,Benfica,Maccabi Haifa,pt,il,2.0,0.0,0.0
4,2022-09-06,RB Salzburg,Milan,at,it,1.0,1.0,0.5
5,2022-09-06,Sevilla,Manchester City,es,eng,0.0,4.0,1.0
6,2022-09-06,RB Leipzig,Shakhtar,de,ua,1.0,4.0,1.0
7,2022-09-06,Paris S-G,Juventus,fr,it,2.0,1.0,0.0
8,2022-09-07,Ajax,Rangers,nl,sct,4.0,0.0,0.0
9,2022-09-07,Eint Frankfurt,Sporting CP,de,pt,0.0,3.0,1.0
10,2022-09-07,Tottenham,Marseille,eng,fr,2.0,0.0,0.0
11,2022-09-07,Napoli,Liverpool,it,eng,4.0,1.0,0.0
12,2022-09-07,Atlético Madrid,Porto,es,pt,2.0,1.0,0.0
13,2022-09-07,Barcelona,Viktoria Plzeň,es,cz,5.0,1.0,0.0
14,2022-09-07,Inter,Bayern Munich,it,de,0.0,2.0,1.0
15,2022-09-07,Club Brugge,Leverkusen,be,de,1.0,0.0,0.0
17,2022-09-13,Sporting CP,Tottenham,pt,eng,2.0,0.0,0.0
18,2022-09-13,Viktoria Plzeň,Inter,cz,it,0.0,2.0,1.0
19,2022-09-13,Liverpool,Ajax,eng,nl,2.0,1.0,0.0
20,2022-09-13,Porto,Club Brugge,pt,be,0.0,4.0,1.0
21,2022-09-13,Leverkusen,Atlético Madrid,de,es,2.0,0.0,0.0
22,2022-09-13,Marseille,Eint Frankfurt,fr,de,0.0,1.0,1.0
23,2022-09-13,Bayern Munich,Barcelona,de,es,2.0,0.0,0.0
24,2022-09-14,Milan,Dinamo Zagreb,it,hr,3.0,1.0,0.0
25,2022-09-14,Shakhtar,Celtic,ua,sct,1.0,1.0,0.5
26,2022-09-14,Rangers,Napoli,sct,it,0.0,3.0,1.0
27,2022-09-14,Chelsea,RB Salzburg,eng,at,1.0,1.0,0.5
28,2022-09-14,Manchester City,Dortmund,eng,de,2.0,1.0,0.0
29,2022-09-14,FC Copenhagen,Sevilla,dk,es,0.0,0.0,0.5
30,2022-09-14,Juventus,Benfica,it,pt,1.0,2.0,1.0
31,2022-09-14,Real Madrid,RB Leipzig,es,de,2.0,0.0,0.0
32,2022-09-14,Maccabi Haifa,Paris S-G,il,fr,1.0,3.0,1.0
34,2022-10-04,Bayern Munich,Viktoria Plzeň,de,cz,5.0,0.0,0.0
35,2022-10-04,Marseille,Sporting CP,fr,pt,4.0,1.0,0.0
36,2022-10-04,Liverpool,Rangers,eng,sct,2.0,0.0,0.0
37,2022-10-04,Porto,Leverkusen,pt,de,2.0,0.0,0.0
38,2022-10-04,Eint Frankfurt,Tottenham,de,eng,0.0,0.0,0.5
39,2022-10-04,Inter,Barcelona,it,es,1.0,0.0,0.0
40,2022-10-04,Ajax,Napoli,nl,it,1.0,6.0,1.0
41,2022-10-04,Club Brugge,Atlético Madrid,be,es,2.0,0.0,0.0
42,2022-10-05,RB Leipzig,Celtic,de,sct,3.0,1.0,0.0
43,2022-10-05,RB Salzburg,Dinamo Zagreb,at,hr,1.0,0.0,0.0
