Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2017-2018,1,2017-07-28,Zbrojovka Brno,Baník Ostrava,1,3,0.0
2017-2018,1,2017-07-29,Karviná,Vysočina Jihlava,2,0,1.0
2017-2018,1,2017-07-29,Viktoria Plzeň,Dukla Prague,4,0,1.0
2017-2018,1,2017-07-29,Slovácko,Jablonec,1,1,0.5
2017-2018,1,2017-07-29,Slavia Prague,Teplice,1,0,1.0
2017-2018,1,2017-07-30,Mladá Boleslav,Sigma Olomouc,1,2,0.0
2017-2018,1,2017-07-30,Slovan Liberec,Fastav Zlín,1,0,1.0
2017-2018,1,2017-07-30,Sparta Prague,Bohemians 1905,1,1,0.5
2017-2018,2,2017-08-05,Teplice,Dukla Prague,3,1,1.0
2017-2018,2,2017-08-05,Fastav Zlín,Zbrojovka Brno,2,1,1.0
2017-2018,2,2017-08-05,Sigma Olomouc,Slovan Liberec,2,1,1.0
2017-2018,2,2017-08-05,Bohemians 1905,Karviná,2,1,1.0
2017-2018,2,2017-08-06,Vysočina Jihlava,Slovácko,0,0,0.5
2017-2018,2,2017-08-06,Jablonec,Viktoria Plzeň,0,1,0.0
2017-2018,2,2017-08-06,Baník Ostrava,Slavia Prague,0,0,0.5
2017-2018,2,2017-08-07,Mladá Boleslav,Sparta Prague,0,1,0.0
2017-2018,3,2017-08-11,Slavia Prague,Vysočina Jihlava,2,0,1.0
2017-2018,3,2017-08-12,Zbrojovka Brno,Bohemians 1905,0,0,0.5
2017-2018,3,2017-08-12,Slovácko,Baník Ostrava,5,2,1.0
2017-2018,3,2017-08-12,Viktoria Plzeň,Sigma Olomouc,1,0,1.0
2017-2018,3,2017-08-13,Teplice,Jablonec,1,1,0.5
2017-2018,3,2017-08-13,Dukla Prague,Fastav Zlín,1,0,1.0
2017-2018,3,2017-08-13,Karviná,Mladá Boleslav,1,1,0.5
2017-2018,3,2017-08-13,Slovan Liberec,Sparta Prague,1,1,0.5
2017-2018,4,2017-08-18,Sparta Prague,Slovácko,1,0,1.0
2017-2018,4,2017-08-19,Baník Ostrava,Teplice,3,3,0.5
2017-2018,4,2017-08-19,Fastav Zlín,Karviná,1,0,1.0
2017-2018,4,2017-08-19,Bohemians 1905,Slavia Prague,0,0,0.5
2017-2018,4,2017-08-19,Mladá Boleslav,Slovan Liberec,0,3,0.0
2017-2018,4,2017-08-20,Jablonec,Dukla Prague,2,2,0.5
2017-2018,4,2017-08-20,Vysočina Jihlava,Viktoria Plzeň,1,2,0.0
2017-2018,4,2017-08-20,Sigma Olomouc,Zbrojovka Brno,3,0,1.0
2017-2018,5,2017-08-25,Dukla Prague,Bohemians 1905,2,0,1.0
2017-2018,5,2017-08-26,Karviná,Slovan Liberec,0,1,0.0
2017-2018,5,2017-08-26,Zbrojovka Brno,Sparta Prague,2,0,1.0
2017-2018,5,2017-08-26,Slovácko,Sigma Olomouc,0,0,0.5
2017-2018,5,2017-08-27,Jablonec,Fastav Zlín,2,0,1.0
2017-2018,5,2017-08-27,Slavia Prague,Mladá Boleslav,4,0,1.0
2017-2018,5,2017-08-27,Teplice,Vysočina Jihlava,3,1,1.0
2017-2018,5,2017-08-27,Viktoria Plzeň,Baník Ostrava,3,0,1.0
2017-2018,6,2017-09-09,Slovan Liberec,Viktoria Plzeň,0,3,0.0
2017-2018,6,2017-09-09,Bohemians 1905,Slovácko,1,0,1.0
