Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,1,2016-07-29,Dukla Prague,Teplice,0,1,0.0
2016-2017,1,2016-07-30,Vysočina Jihlava,Viktoria Plzeň,1,2,0.0
2016-2017,1,2016-07-30,Fastav Zlín,Příbram,2,0,1.0
2016-2017,1,2016-07-30,Jablonec,Karviná,5,3,1.0
2016-2017,1,2016-07-30,Sparta Prague,Slovácko,3,2,1.0
2016-2017,1,2016-07-31,Mladá Boleslav,Slovan Liberec,3,0,1.0
2016-2017,1,2016-07-31,Bohemians 1905,Hradec Králové,0,3,0.0
2016-2017,2,2016-08-06,Karviná,Zbrojovka Brno,1,1,0.5
2016-2017,2,2016-08-06,Hradec Králové,Jablonec,1,2,0.0
2016-2017,2,2016-08-06,Slovácko,Dukla Prague,2,2,0.5
2016-2017,2,2016-08-07,Viktoria Plzeň,Bohemians 1905,1,1,0.5
2016-2017,2,2016-08-07,Příbram,Mladá Boleslav,0,1,0.0
2016-2017,2,2016-08-07,Slovan Liberec,Vysočina Jihlava,1,1,0.5
2016-2017,2,2016-08-07,Teplice,Sparta Prague,0,0,0.5
2016-2017,2,2016-08-08,Slavia Prague,Fastav Zlín,2,2,0.5
2016-2017,3,2016-08-12,Příbram,Viktoria Plzeň,0,3,0.0
2016-2017,3,2016-08-13,Mladá Boleslav,Karviná,1,2,0.0
2016-2017,3,2016-08-13,Fastav Zlín,Slovan Liberec,2,1,1.0
2016-2017,3,2016-08-13,Jablonec,Slovácko,2,2,0.5
2016-2017,3,2016-08-13,Zbrojovka Brno,Teplice,0,0,0.5
2016-2017,3,2016-08-13,Bohemians 1905,Sparta Prague,0,2,0.0
2016-2017,3,2016-08-14,Dukla Prague,Hradec Králové,3,0,1.0
2016-2017,3,2016-08-14,Vysočina Jihlava,Slavia Prague,1,1,0.5
2016-2017,4,2016-08-19,Teplice,Mladá Boleslav,1,2,0.0
2016-2017,4,2016-08-20,Hradec Králové,Vysočina Jihlava,1,0,1.0
2016-2017,4,2016-08-20,Karviná,Dukla Prague,2,1,1.0
2016-2017,4,2016-08-20,Slovácko,Bohemians 1905,2,0,1.0
2016-2017,4,2016-08-20,Viktoria Plzeň,Fastav Zlín,0,2,0.0
2016-2017,4,2016-08-21,Slavia Prague,Příbram,3,0,1.0
2016-2017,4,2016-08-21,Slovan Liberec,Zbrojovka Brno,0,0,0.5
2016-2017,4,2016-08-21,Sparta Prague,Jablonec,3,0,1.0
2016-2017,5,2016-08-26,Mladá Boleslav,Hradec Králové,2,0,1.0
2016-2017,5,2016-08-26,Vysočina Jihlava,Teplice,0,2,0.0
2016-2017,5,2016-08-26,Bohemians 1905,Jablonec,2,0,1.0
2016-2017,5,2016-08-27,Zbrojovka Brno,Slovácko,1,0,1.0
2016-2017,5,2016-08-28,Příbram,Slovan Liberec,0,1,0.0
