Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Regular season,1,2022-07-30,Baník Ostrava,Sigma Olomouc,0,3,0.0
2022-2023,Regular season,1,2022-07-30,Zbrojovka Brno,Slovácko,2,2,0.5
2022-2023,Regular season,1,2022-07-30,Fastav Zlín,Mladá Boleslav,0,0,0.5
2022-2023,Regular season,1,2022-07-30,Teplice,Viktoria Plzeň,2,2,0.5
2022-2023,Regular season,1,2022-07-31,FK Pardubice,České Budĕjov.,0,2,0.0
2022-2023,Regular season,1,2022-07-31,Hradec Králové,Slavia Prague,1,0,1.0
2022-2023,Regular season,1,2022-07-31,Jablonec,Bohemians 1905,0,3,0.0
2022-2023,Regular season,1,2022-07-31,Sparta Prague,Slovan Liberec,1,2,0.0
2022-2023,Regular season,2,2022-08-06,Sigma Olomouc,Zbrojovka Brno,0,2,0.0
2022-2023,Regular season,2,2022-08-06,Viktoria Plzeň,FK Pardubice,2,1,1.0
2022-2023,Regular season,2,2022-08-06,Slovan Liberec,Teplice,5,1,1.0
2022-2023,Regular season,2,2022-08-06,Bohemians 1905,Baník Ostrava,3,3,0.5
2022-2023,Regular season,2,2022-08-07,České Budĕjov.,Sparta Prague,0,2,0.0
2022-2023,Regular season,2,2022-08-07,Mladá Boleslav,Jablonec,2,2,0.5
2022-2023,Regular season,2,2022-08-07,Slovácko,Hradec Králové,1,0,1.0
2022-2023,Regular season,2,2022-08-07,Slavia Prague,Fastav Zlín,4,1,1.0
2022-2023,Regular season,3,2022-08-13,Zbrojovka Brno,Mladá Boleslav,3,1,1.0
2022-2023,Regular season,3,2022-08-13,Teplice,Bohemians 1905,0,1,0.0
2022-2023,Regular season,3,2022-08-13,Baník Ostrava,Fastav Zlín,3,1,1.0
2022-2023,Regular season,3,2022-08-13,Hradec Králové,Viktoria Plzeň,1,2,0.0
2022-2023,Regular season,3,2022-08-14,České Budĕjov.,Slovácko,2,2,0.5
2022-2023,Regular season,3,2022-08-14,FK Pardubice,Slovan Liberec,2,1,1.0
2022-2023,Regular season,3,2022-08-14,Jablonec,Slavia Prague,2,3,0.0
2022-2023,Regular season,3,2022-08-14,Sparta Prague,Sigma Olomouc,2,0,1.0
2022-2023,Regular season,4,2022-08-20,Baník Ostrava,Teplice,1,2,0.0
2022-2023,Regular season,4,2022-08-20,Mladá Boleslav,Sparta Prague,1,3,0.0
2022-2023,Regular season,4,2022-08-21,Sigma Olomouc,Slovácko,1,2,0.0
2022-2023,Regular season,4,2022-08-21,Slovan Liberec,České Budĕjov.,1,1,0.5
2022-2023,Regular season,4,2022-08-21,Fastav Zlín,Jablonec,2,2,0.5
2022-2023,Regular season,4,2022-08-21,Slavia Prague,FK Pardubice,7,0,1.0
2022-2023,Regular season,4,2022-08-22,Bohemians 1905,Hradec Králové,1,2,0.0
2022-2023,Regular season,5,2022-08-27,České Budĕjov.,Viktoria Plzeň,0,1,0.0
2022-2023,Regular season,5,2022-08-27,FK Pardubice,Mladá Boleslav,0,3,0.0
2022-2023,Regular season,5,2022-08-27,Teplice,Fastav Zlín,0,0,0.5
2022-2023,Regular season,5,2022-08-27,Jablonec,Baník Ostrava,1,1,0.5
2022-2023,Regular season,5,2022-08-27,Sparta Prague,Bohemians 1905,1,1,0.5
2022-2023,Regular season,5,2022-08-28,Hradec Králové,Sigma Olomouc,1,0,1.0
2022-2023,Regular season,5,2022-08-28,Slovácko,Slovan Liberec,1,2,0.0
2022-2023,Regular season,5,2022-08-28,Zbrojovka Brno,Slavia Prague,0,4,0.0
2022-2023,Regular season,6,2022-08-30,Bohemians 1905,České Budĕjov.,1,2,0.0
2022-2023,Regular season,6,2022-08-30,Fastav Zlín,FK Pardubice,2,1,1.0
2022-2023,Regular season,6,2022-08-30,Jablonec,Sparta Prague,1,1,0.5
2022-2023,Regular season,6,2022-08-31,Sigma Olomouc,Slovan Liberec,1,1,0.5
2022-2023,Regular season,6,2022-08-31,Mladá Boleslav,Hradec Králové,1,2,0.0
2022-2023,Regular season,6,2022-08-31,Baník Ostrava,Zbrojovka Brno,1,2,0.0
2022-2023,Regular season,6,2022-08-31,Viktoria Plzeň,Slovácko,3,0,1.0
2022-2023,Regular season,6,2022-08-31,Slavia Prague,Teplice,6,0,1.0
2022-2023,Regular season,7,2022-09-03,Teplice,Jablonec,3,2,1.0
2022-2023,Regular season,7,2022-09-03,Slovan Liberec,Viktoria Plzeň,0,1,0.0
2022-2023,Regular season,7,2022-09-03,České Budĕjov.,Mladá Boleslav,0,2,0.0
2022-2023,Regular season,7,2022-09-03,Sparta Prague,Fastav Zlín,0,0,0.5
2022-2023,Regular season,7,2022-09-04,Zbrojovka Brno,Bohemians 1905,1,2,0.0
2022-2023,Regular season,7,2022-09-04,Hradec Králové,Baník Ostrava,0,0,0.5
2022-2023,Regular season,7,2022-09-04,FK Pardubice,Sigma Olomouc,0,2,0.0
2022-2023,Regular season,7,2022-09-04,Slovácko,Slavia Prague,1,1,0.5
2022-2023,Regular season,8,2022-09-10,Fastav Zlín,Zbrojovka Brno,2,3,0.0
2022-2023,Regular season,8,2022-09-10,Sigma Olomouc,Viktoria Plzeň,2,3,0.0
2022-2023,Regular season,8,2022-09-10,Teplice,Sparta Prague,2,2,0.5
2022-2023,Regular season,8,2022-09-11,Baník Ostrava,FK Pardubice,3,0,1.0
2022-2023,Regular season,8,2022-09-11,Jablonec,Hradec Králové,3,0,1.0
2022-2023,Regular season,8,2022-09-11,Bohemians 1905,Slovan Liberec,0,2,0.0
2022-2023,Regular season,8,2022-09-11,Mladá Boleslav,Slovácko,1,1,0.5
2022-2023,Regular season,8,2022-09-11,Slavia Prague,České Budĕjov.,6,1,1.0
2022-2023,Regular season,9,2022-09-17,Slovan Liberec,Mladá Boleslav,1,3,0.0
2022-2023,Regular season,9,2022-09-17,Zbrojovka Brno,Teplice,2,2,0.5
2022-2023,Regular season,9,2022-09-17,České Budĕjov.,Sigma Olomouc,0,3,0.0
2022-2023,Regular season,9,2022-09-17,Sparta Prague,Baník Ostrava,1,1,0.5
2022-2023,Regular season,9,2022-09-18,FK Pardubice,Bohemians 1905,0,1,0.0
2022-2023,Regular season,9,2022-09-18,Hradec Králové,Fastav Zlín,0,0,0.5
2022-2023,Regular season,9,2022-09-18,Slovácko,Jablonec,0,2,0.0
2022-2023,Regular season,9,2022-09-18,Viktoria Plzeň,Slavia Prague,3,0,1.0
2022-2023,Regular season,10,2022-10-01,Bohemians 1905,Viktoria Plzeň,1,1,0.5
2022-2023,Regular season,10,2022-10-01,Baník Ostrava,České Budĕjov.,1,2,0.0
2022-2023,Regular season,10,2022-10-01,Mladá Boleslav,Sigma Olomouc,1,1,0.5
2022-2023,Regular season,10,2022-10-01,Sparta Prague,Hradec Králové,2,1,1.0
2022-2023,Regular season,10,2022-10-02,Fastav Zlín,Slovácko,0,2,0.0
2022-2023,Regular season,10,2022-10-02,Teplice,FK Pardubice,5,1,1.0
2022-2023,Regular season,10,2022-10-02,Jablonec,Zbrojovka Brno,3,1,1.0
2022-2023,Regular season,10,2022-10-02,Slavia Prague,Slovan Liberec,3,0,1.0
2022-2023,Regular season,11,2022-10-08,Zbrojovka Brno,Sparta Prague,0,4,0.0
2022-2023,Regular season,11,2022-10-08,Hradec Králové,Teplice,4,1,1.0
2022-2023,Regular season,11,2022-10-08,FK Pardubice,Jablonec,1,0,1.0
2022-2023,Regular season,11,2022-10-08,Viktoria Plzeň,Mladá Boleslav,2,0,1.0
2022-2023,Regular season,11,2022-10-09,Slovan Liberec,Baník Ostrava,0,0,0.5
2022-2023,Regular season,11,2022-10-09,Slovácko,Bohemians 1905,2,4,0.0
2022-2023,Regular season,11,2022-10-09,České Budĕjov.,Fastav Zlín,2,2,0.5
2022-2023,Regular season,11,2022-10-09,Sigma Olomouc,Slavia Prague,2,0,1.0
2022-2023,Regular season,12,2022-10-15,Teplice,České Budĕjov.,0,2,0.0
2022-2023,Regular season,12,2022-10-15,Hradec Králové,Zbrojovka Brno,2,1,1.0
2022-2023,Regular season,12,2022-10-15,Bohemians 1905,Sigma Olomouc,1,1,0.5
2022-2023,Regular season,12,2022-10-15,Sparta Prague,FK Pardubice,5,2,1.0
2022-2023,Regular season,12,2022-10-16,Baník Ostrava,Slovácko,3,1,1.0
2022-2023,Regular season,12,2022-10-16,Jablonec,Viktoria Plzeň,0,3,0.0
2022-2023,Regular season,12,2022-10-16,Fastav Zlín,Slovan Liberec,2,1,1.0
2022-2023,Regular season,12,2022-10-16,Slavia Prague,Mladá Boleslav,2,1,1.0
2022-2023,Regular season,13,2022-10-22,Slovan Liberec,Jablonec,2,0,1.0
2022-2023,Regular season,13,2022-10-22,FK Pardubice,Zbrojovka Brno,1,3,0.0
2022-2023,Regular season,13,2022-10-22,Sigma Olomouc,Fastav Zlín,2,1,1.0
2022-2023,Regular season,13,2022-10-22,Viktoria Plzeň,Baník Ostrava,3,1,1.0
2022-2023,Regular season,13,2022-10-23,České Budĕjov.,Hradec Králové,0,3,0.0
2022-2023,Regular season,13,2022-10-23,Mladá Boleslav,Bohemians 1905,4,3,1.0
2022-2023,Regular season,13,2022-10-23,Slovácko,Teplice,2,1,1.0
2022-2023,Regular season,13,2022-10-23,Slavia Prague,Sparta Prague,4,0,1.0
2022-2023,Regular season,14,2022-10-29,Jablonec,České Budĕjov.,3,0,1.0
2022-2023,Regular season,14,2022-10-29,Baník Ostrava,Mladá Boleslav,3,1,1.0
2022-2023,Regular season,14,2022-10-29,Hradec Králové,FK Pardubice,1,3,0.0
2022-2023,Regular season,14,2022-10-29,Fastav Zlín,Viktoria Plzeň,0,3,0.0
2022-2023,Regular season,14,2022-10-30,Bohemians 1905,Slavia Prague,1,4,0.0
2022-2023,Regular season,14,2022-10-30,Zbrojovka Brno,Slovan Liberec,3,0,1.0
2022-2023,Regular season,14,2022-10-30,Teplice,Sigma Olomouc,2,1,1.0
2022-2023,Regular season,15,2022-11-05,Sigma Olomouc,Jablonec,3,0,1.0
2022-2023,Regular season,15,2022-11-05,Bohemians 1905,Fastav Zlín,3,2,1.0
2022-2023,Regular season,15,2022-11-05,České Budĕjov.,Zbrojovka Brno,3,2,1.0
2022-2023,Regular season,15,2022-11-05,Viktoria Plzeň,Sparta Prague,0,1,0.0
2022-2023,Regular season,15,2022-11-06,Slovan Liberec,Hradec Králové,2,0,1.0
2022-2023,Regular season,15,2022-11-06,Slovácko,FK Pardubice,1,0,1.0
2022-2023,Regular season,15,2022-11-06,Mladá Boleslav,Teplice,3,0,1.0
2022-2023,Regular season,15,2022-11-06,Slavia Prague,Baník Ostrava,3,1,1.0
2022-2023,Regular season,4,2022-11-09,Viktoria Plzeň,Zbrojovka Brno,4,0,1.0
2022-2023,Regular season,14,2022-11-09,Sparta Prague,Slovácko,4,0,1.0
2022-2023,Regular season,16,2022-11-12,Teplice,Slovan Liberec,2,1,1.0
2022-2023,Regular season,16,2022-11-12,Baník Ostrava,Bohemians 1905,4,1,1.0
2022-2023,Regular season,16,2022-11-12,Jablonec,Mladá Boleslav,1,2,0.0
2022-2023,Regular season,16,2022-11-12,Sparta Prague,České Budĕjov.,1,0,1.0
2022-2023,Regular season,16,2022-11-13,FK Pardubice,Viktoria Plzeň,1,1,0.5
2022-2023,Regular season,16,2022-11-13,Zbrojovka Brno,Sigma Olomouc,2,3,0.0
