Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,Regular season,1,2023-07-22,Karviná,Fastav Zlín,4,1,1.0
2023-2024,Regular season,1,2023-07-22,Teplice,Viktoria Plzeň,1,0,1.0
2023-2024,Regular season,1,2023-07-22,FK Pardubice,Bohemians 1905,0,1,0.0
2023-2024,Regular season,1,2023-07-22,Slavia Prague,Hradec Králové,2,0,1.0
2023-2024,Regular season,1,2023-07-23,Slovácko,České Budĕjov.,4,1,1.0
2023-2024,Regular season,1,2023-07-23,Slovan Liberec,Baník Ostrava,3,1,1.0
2023-2024,Regular season,1,2023-07-23,Mladá Boleslav,Jablonec,3,1,1.0
2023-2024,Regular season,1,2023-07-23,Sparta Prague,Sigma Olomouc,2,0,1.0
2023-2024,Regular season,2,2023-07-29,Fastav Zlín,Sparta Prague,0,1,0.0
2023-2024,Regular season,2,2023-07-29,Sigma Olomouc,Karviná,3,1,1.0
2023-2024,Regular season,2,2023-07-29,FK Pardubice,Jablonec,0,0,0.5
2023-2024,Regular season,2,2023-07-29,Baník Ostrava,Slovácko,0,0,0.5
2023-2024,Regular season,2,2023-07-30,České Budĕjov.,Slavia Prague,1,3,0.0
2023-2024,Regular season,2,2023-07-30,Bohemians 1905,Teplice,1,2,0.0
2023-2024,Regular season,2,2023-07-30,Mladá Boleslav,Slovan Liberec,2,2,0.5
2023-2024,Regular season,2,2023-07-30,Viktoria Plzeň,Hradec Králové,1,1,0.5
2023-2024,Regular season,3,2023-08-05,Karviná,Mladá Boleslav,1,2,0.0
2023-2024,Regular season,3,2023-08-05,Sparta Prague,FK Pardubice,5,2,1.0
2023-2024,Regular season,3,2023-08-05,Slovácko,Sigma Olomouc,0,2,0.0
2023-2024,Regular season,3,2023-08-05,Hradec Králové,České Budĕjov.,5,1,1.0
2023-2024,Regular season,3,2023-08-06,Teplice,Jablonec,0,0,0.5
2023-2024,Regular season,3,2023-08-06,Slovan Liberec,Bohemians 1905,0,1,0.0
2023-2024,Regular season,3,2023-08-06,Viktoria Plzeň,Baník Ostrava,3,1,1.0
2023-2024,Regular season,3,2023-08-06,Slavia Prague,Fastav Zlín,2,1,1.0
2023-2024,Regular season,4,2023-08-12,Fastav Zlín,Slovan Liberec,1,1,0.5
2023-2024,Regular season,4,2023-08-12,Baník Ostrava,Hradec Králové,2,0,1.0
2023-2024,Regular season,4,2023-08-12,Jablonec,Sparta Prague,1,5,0.0
2023-2024,Regular season,4,2023-08-13,Sigma Olomouc,Teplice,2,1,1.0
2023-2024,Regular season,4,2023-08-13,Mladá Boleslav,Slavia Prague,0,1,0.0
2023-2024,Regular season,4,2023-08-13,Bohemians 1905,Slovácko,0,1,0.0
2023-2024,Regular season,4,2023-08-13,FK Pardubice,Karviná,2,1,1.0
2023-2024,Regular season,4,2023-08-13,České Budĕjov.,Viktoria Plzeň,2,5,0.0
2023-2024,Regular season,5,2023-08-19,Slovácko,Mladá Boleslav,2,2,0.5
2023-2024,Regular season,5,2023-08-19,Slovan Liberec,FK Pardubice,1,0,1.0
