Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Regular season,1,2018-07-20,Vitosha,Dunav Ruse,2,1,1.0
2018-2019,Regular season,1,2018-07-20,Cherno More,Botev Vratsa,2,1,1.0
2018-2019,Regular season,1,2018-07-21,Ludogorets,Etar,1,0,1.0
2018-2019,Regular season,1,2018-07-21,Botev Plovdiv,Levski Sofia,0,1,0.0
2018-2019,Regular season,1,2018-07-22,Slavia Sofia,Beroe,1,1,0.5
2018-2019,Regular season,1,2018-07-22,CSKA Sofia,Loko Plovdiv,2,0,1.0
2018-2019,Regular season,1,2018-07-23,Vereya,Septemvri Sofia,0,0,0.5
2018-2019,Regular season,2,2018-07-27,Etar,Vereya,1,0,1.0
2018-2019,Regular season,2,2018-07-27,Dunav Ruse,Botev Vratsa,3,1,1.0
2018-2019,Regular season,2,2018-07-28,Septemvri Sofia,Botev Plovdiv,0,2,0.0
2018-2019,Regular season,2,2018-07-28,Beroe,Ludogorets,1,1,0.5
2018-2019,Regular season,2,2018-07-29,Loko Plovdiv,Slavia Sofia,2,4,0.0
2018-2019,Regular season,2,2018-07-29,Vitosha,CSKA Sofia,0,2,0.0
2018-2019,Regular season,2,2018-07-30,Levski Sofia,Cherno More,2,2,0.5
2018-2019,Regular season,3,2018-08-03,Botev Plovdiv,Etar,2,0,1.0
2018-2019,Regular season,3,2018-08-03,Vereya,Beroe,0,2,0.0
2018-2019,Regular season,3,2018-08-04,Cherno More,Septemvri Sofia,1,5,0.0
2018-2019,Regular season,3,2018-08-04,Ludogorets,Loko Plovdiv,0,1,0.0
2018-2019,Regular season,3,2018-08-05,Botev Vratsa,Levski Sofia,0,2,0.0
2018-2019,Regular season,3,2018-08-05,CSKA Sofia,Dunav Ruse,3,0,1.0
2018-2019,Regular season,3,2018-08-06,Slavia Sofia,Vitosha,0,2,0.0
2018-2019,Regular season,4,2018-08-10,Etar,Cherno More,1,1,0.5
2018-2019,Regular season,4,2018-08-10,Loko Plovdiv,Vereya,3,0,1.0
2018-2019,Regular season,4,2018-08-11,Beroe,Botev Plovdiv,2,1,1.0
2018-2019,Regular season,4,2018-08-11,Dunav Ruse,Levski Sofia,1,2,0.0
2018-2019,Regular season,4,2018-08-12,Vitosha,Ludogorets,0,2,0.0
2018-2019,Regular season,4,2018-08-12,CSKA Sofia,Slavia Sofia,2,1,1.0
2018-2019,Regular season,4,2018-08-13,Septemvri Sofia,Botev Vratsa,1,2,0.0
2018-2019,Regular season,5,2018-08-17,Slavia Sofia,Dunav Ruse,2,0,1.0
2018-2019,Regular season,5,2018-08-17,Cherno More,Beroe,0,0,0.5
2018-2019,Regular season,5,2018-08-18,Botev Plovdiv,Loko Plovdiv,0,1,0.0
2018-2019,Regular season,5,2018-08-18,Botev Vratsa,Etar,2,0,1.0
2018-2019,Regular season,5,2018-08-19,Levski Sofia,Septemvri Sofia,2,0,1.0
2018-2019,Regular season,5,2018-08-19,Ludogorets,CSKA Sofia,1,0,1.0
2018-2019,Regular season,5,2018-08-20,Vereya,Vitosha,0,1,0.0
2018-2019,Regular season,6,2018-08-24,Dunav Ruse,Septemvri Sofia,2,0,1.0
2018-2019,Regular season,6,2018-08-24,Loko Plovdiv,Cherno More,0,2,0.0
2018-2019,Regular season,6,2018-08-25,Etar,Levski Sofia,1,2,0.0
2018-2019,Regular season,6,2018-08-25,Vitosha,Botev Plovdiv,0,2,0.0
2018-2019,Regular season,6,2018-08-26,Slavia Sofia,Ludogorets,0,0,0.5
2018-2019,Regular season,6,2018-08-26,CSKA Sofia,Vereya,4,0,1.0
2018-2019,Regular season,6,2018-08-27,Beroe,Botev Vratsa,4,0,1.0
2018-2019,Regular season,7,2018-08-31,Vereya,Slavia Sofia,0,0,0.5
2018-2019,Regular season,7,2018-08-31,Cherno More,Vitosha,1,0,1.0
2018-2019,Regular season,7,2018-09-01,Septemvri Sofia,Etar,0,2,0.0
2018-2019,Regular season,7,2018-09-01,Botev Plovdiv,CSKA Sofia,0,0,0.5
2018-2019,Regular season,7,2018-09-01,Levski Sofia,Beroe,1,0,1.0
2018-2019,Regular season,7,2018-09-02,Botev Vratsa,Loko Plovdiv,0,0,0.5
2018-2019,Regular season,7,2018-09-02,Ludogorets,Dunav Ruse,3,1,1.0
2018-2019,Regular season,8,2018-09-14,Vitosha,Botev Vratsa,1,1,0.5
2018-2019,Regular season,8,2018-09-14,Ludogorets,Vereya,2,1,1.0
2018-2019,Regular season,8,2018-09-15,Dunav Ruse,Etar,2,4,0.0
2018-2019,Regular season,8,2018-09-15,Beroe,Septemvri Sofia,1,0,1.0
2018-2019,Regular season,8,2018-09-15,CSKA Sofia,Cherno More,3,1,1.0
2018-2019,Regular season,8,2018-09-16,Slavia Sofia,Botev Plovdiv,0,0,0.5
2018-2019,Regular season,8,2018-09-16,Loko Plovdiv,Levski Sofia,1,0,1.0
2018-2019,Regular season,9,2018-09-21,Etar,Beroe,1,1,0.5
2018-2019,Regular season,9,2018-09-21,Levski Sofia,Vitosha,4,1,1.0
2018-2019,Regular season,9,2018-09-22,Septemvri Sofia,Loko Plovdiv,1,3,0.0
2018-2019,Regular season,9,2018-09-22,Botev Vratsa,CSKA Sofia,0,2,0.0
2018-2019,Regular season,9,2018-09-23,Vereya,Dunav Ruse,1,1,0.5
2018-2019,Regular season,9,2018-09-23,Cherno More,Slavia Sofia,1,2,0.0
2018-2019,Regular season,9,2018-09-23,Botev Plovdiv,Ludogorets,2,3,0.0
2018-2019,Regular season,10,2018-09-28,Vitosha,Septemvri Sofia,2,1,1.0
2018-2019,Regular season,10,2018-09-29,CSKA Sofia,Levski Sofia,0,1,0.0
2018-2019,Regular season,10,2018-09-29,Ludogorets,Cherno More,5,1,1.0
2018-2019,Regular season,10,2018-09-30,Dunav Ruse,Beroe,1,1,0.5
2018-2019,Regular season,10,2018-09-30,Vereya,Botev Plovdiv,1,2,0.0
2018-2019,Regular season,10,2018-09-30,Loko Plovdiv,Etar,0,0,0.5
