Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Regular season,1,2022-07-08,Botev Plovdiv,PFC Hebar Pazardzhik,0,1,0.0
2022-2023,Regular season,1,2022-07-08,Septemvri Sofia,Ludogorets,0,3,0.0
2022-2023,Regular season,1,2022-07-09,Loko Plovdiv,Pirin Blagoevgrad,2,1,1.0
2022-2023,Regular season,1,2022-07-09,CSKA 1948,Levski Sofia,1,0,1.0
2022-2023,Regular season,1,2022-07-10,Lokomotiv Sofia,Cherno More,0,1,0.0
2022-2023,Regular season,1,2022-07-10,CSKA Sofia,Arda,3,0,1.0
2022-2023,Regular season,1,2022-07-11,FC Spartak Varna,Slavia Sofia,0,1,0.0
2022-2023,Regular season,1,2022-07-11,Beroe,Botev Vratsa,2,1,1.0
2022-2023,Regular season,2,2022-07-15,Botev Vratsa,Botev Plovdiv,3,2,1.0
2022-2023,Regular season,2,2022-07-15,Ludogorets,Loko Plovdiv,2,0,1.0
2022-2023,Regular season,2,2022-07-16,Lokomotiv Sofia,CSKA Sofia,1,1,0.5
2022-2023,Regular season,2,2022-07-16,Levski Sofia,FC Spartak Varna,5,0,1.0
2022-2023,Regular season,2,2022-07-17,Cherno More,Slavia Sofia,1,0,1.0
2022-2023,Regular season,2,2022-07-17,Pirin Blagoevgrad,CSKA 1948,1,1,0.5
2022-2023,Regular season,2,2022-07-18,PFC Hebar Pazardzhik,Septemvri Sofia,1,3,0.0
2022-2023,Regular season,2,2022-07-18,Arda,Beroe,1,0,1.0
2022-2023,Regular season,3,2022-07-22,FC Spartak Varna,Pirin Blagoevgrad,1,1,0.5
2022-2023,Regular season,3,2022-07-22,CSKA 1948,Ludogorets,2,2,0.5
2022-2023,Regular season,3,2022-07-23,Beroe,Lokomotiv Sofia,1,1,0.5
2022-2023,Regular season,3,2022-07-23,Botev Plovdiv,Arda,0,2,0.0
2022-2023,Regular season,3,2022-07-24,Loko Plovdiv,PFC Hebar Pazardzhik,2,1,1.0
2022-2023,Regular season,3,2022-07-25,Septemvri Sofia,Botev Vratsa,1,1,0.5
2022-2023,Regular season,3,2022-07-25,CSKA Sofia,Cherno More,1,0,1.0
2022-2023,Regular season,4,2022-07-29,PFC Hebar Pazardzhik,CSKA 1948,0,1,0.0
2022-2023,Regular season,4,2022-07-29,Ludogorets,FC Spartak Varna,5,0,1.0
2022-2023,Regular season,4,2022-07-30,Botev Vratsa,Loko Plovdiv,0,1,0.0
