Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2014-2015,Regular season,1,2014-07-19,Haskovo,Ludogorets,1,0,1.0
2014-2015,Regular season,1,2014-07-19,Slavia Sofia,Marek Dupnitsa,4,1,1.0
2014-2015,Regular season,1,2014-07-19,Levski Sofia,Loko Plovdiv,1,1,0.5
2014-2015,Regular season,1,2014-07-20,Botev Plovdiv,Loko Sofia,1,0,1.0
2014-2015,Regular season,1,2014-07-20,Litex Lovech,CSKA Sofia,0,1,0.0
2014-2015,Regular season,1,2014-07-20,Beroe,Cherno More,1,1,0.5
2014-2015,Regular season,2,2014-07-26,Marek Dupnitsa,Haskovo,2,1,1.0
2014-2015,Regular season,2,2014-07-26,Loko Plovdiv,Slavia Sofia,1,1,0.5
2014-2015,Regular season,2,2014-07-27,Loko Sofia,Litex Lovech,2,0,1.0
2014-2015,Regular season,2,2014-07-27,CSKA Sofia,Levski Sofia,2,0,1.0
2014-2015,Regular season,2,2014-07-27,Cherno More,Ludogorets,0,0,0.5
2014-2015,Regular season,2,2014-07-27,Beroe,Botev Plovdiv,1,1,0.5
2014-2015,Regular season,3,2014-08-02,Haskovo,Loko Plovdiv,1,2,0.0
2014-2015,Regular season,3,2014-08-02,Ludogorets,Marek Dupnitsa,3,0,1.0
2014-2015,Regular season,3,2014-08-02,Levski Sofia,Loko Sofia,1,0,1.0
2014-2015,Regular season,3,2014-08-03,Botev Plovdiv,Cherno More,2,1,1.0
2014-2015,Regular season,3,2014-08-03,Slavia Sofia,CSKA Sofia,2,2,0.5
2014-2015,Regular season,3,2014-08-03,Litex Lovech,Beroe,2,1,1.0
2014-2015,Regular season,4,2014-08-09,Loko Sofia,Slavia Sofia,1,0,1.0
2014-2015,Regular season,4,2014-08-09,Cherno More,Marek Dupnitsa,0,1,0.0
2014-2015,Regular season,4,2014-08-09,Botev Plovdiv,Litex Lovech,3,3,0.5
2014-2015,Regular season,4,2014-08-09,Loko Plovdiv,Ludogorets,1,4,0.0
2014-2015,Regular season,4,2014-08-10,Beroe,Levski Sofia,2,1,1.0
