Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,Regular season,1,2021-07-23,Tsarsko Selo,Cherno More,0,0,0.5
2021-2022,Regular season,1,2021-07-23,Beroe,Lokomotiv Sofia,1,0,1.0
2021-2022,Regular season,1,2021-07-24,Botev Plovdiv,Pirin Blagoevgrad,2,1,1.0
2021-2022,Regular season,1,2021-07-24,Levski Sofia,Slavia Sofia,1,2,0.0
2021-2022,Regular season,1,2021-07-25,CSKA 1948,CSKA Sofia,2,4,0.0
2021-2022,Regular season,1,2021-07-25,Loko Plovdiv,Ludogorets,1,3,0.0
2021-2022,Regular season,1,2021-07-26,Botev Vratsa,Arda,0,0,0.5
2021-2022,Regular season,2,2021-07-30,Slavia Sofia,Tsarsko Selo,0,0,0.5
2021-2022,Regular season,2,2021-07-31,Botev Vratsa,Levski Sofia,2,0,1.0
2021-2022,Regular season,2,2021-07-31,Ludogorets,CSKA 1948,3,0,1.0
2021-2022,Regular season,2,2021-08-01,Lokomotiv Sofia,Loko Plovdiv,1,0,1.0
2021-2022,Regular season,2,2021-08-02,Cherno More,Botev Plovdiv,2,0,1.0
2021-2022,Regular season,2,2021-08-02,Pirin Blagoevgrad,Beroe,2,3,0.0
2021-2022,Regular season,3,2021-08-06,Tsarsko Selo,Botev Vratsa,1,2,0.0
2021-2022,Regular season,3,2021-08-06,CSKA 1948,Lokomotiv Sofia,1,1,0.5
2021-2022,Regular season,3,2021-08-07,Botev Plovdiv,Slavia Sofia,1,0,1.0
2021-2022,Regular season,3,2021-08-07,Beroe,Cherno More,0,2,0.0
2021-2022,Regular season,3,2021-08-08,Levski Sofia,Arda,0,2,0.0
2021-2022,Regular season,4,2021-08-13,Pirin Blagoevgrad,CSKA 1948,4,1,1.0
2021-2022,Regular season,4,2021-08-14,Slavia Sofia,Beroe,3,2,1.0
2021-2022,Regular season,4,2021-08-14,Levski Sofia,Tsarsko Selo,3,1,1.0
2021-2022,Regular season,4,2021-08-16,Cherno More,Loko Plovdiv,0,0,0.5
2021-2022,Regular season,4,2021-08-16,Botev Vratsa,Botev Plovdiv,1,1,0.5
2021-2022,Regular season,5,2021-08-20,Tsarsko Selo,Arda,1,0,1.0
2021-2022,Regular season,5,2021-08-20,Botev Plovdiv,Levski Sofia,3,1,1.0
2021-2022,Regular season,5,2021-08-21,CSKA 1948,Cherno More,2,3,0.0
2021-2022,Regular season,5,2021-08-21,Ludogorets,Lokomotiv Sofia,5,0,1.0
2021-2022,Regular season,5,2021-08-22,Loko Plovdiv,Slavia Sofia,0,1,0.0
2021-2022,Regular season,5,2021-08-22,CSKA Sofia,Pirin Blagoevgrad,1,0,1.0
2021-2022,Regular season,5,2021-08-23,Beroe,Botev Vratsa,1,0,1.0
2021-2022,Regular season,6,2021-08-26,Tsarsko Selo,Botev Plovdiv,0,0,0.5
2021-2022,Regular season,6,2021-08-27,Slavia Sofia,CSKA 1948,2,1,1.0
2021-2022,Regular season,6,2021-08-27,Arda,Lokomotiv Sofia,1,1,0.5
2021-2022,Regular season,6,2021-08-28,Botev Vratsa,Loko Plovdiv,0,0,0.5
2021-2022,Regular season,6,2021-08-28,Levski Sofia,Beroe,2,1,1.0
2021-2022,Regular season,6,2021-08-29,Cherno More,CSKA Sofia,0,1,0.0
2021-2022,Regular season,6,2021-08-29,Pirin Blagoevgrad,Ludogorets,1,3,0.0
2021-2022,Regular season,7,2021-09-10,Lokomotiv Sofia,Pirin Blagoevgrad,2,1,1.0
2021-2022,Regular season,7,2021-09-11,Ludogorets,Cherno More,2,0,1.0
2021-2022,Regular season,7,2021-09-11,CSKA Sofia,Slavia Sofia,1,1,0.5
2021-2022,Regular season,7,2021-09-12,CSKA 1948,Botev Vratsa,5,1,1.0
2021-2022,Regular season,7,2021-09-12,Loko Plovdiv,Levski Sofia,2,2,0.5
2021-2022,Regular season,7,2021-09-13,Beroe,Tsarsko Selo,1,0,1.0
2021-2022,Regular season,7,2021-09-13,Botev Plovdiv,Arda,2,1,1.0
2021-2022,Regular season,8,2021-09-17,Tsarsko Selo,Loko Plovdiv,0,2,0.0
2021-2022,Regular season,8,2021-09-17,Arda,Pirin Blagoevgrad,3,0,1.0
2021-2022,Regular season,8,2021-09-17,Botev Plovdiv,Beroe,2,1,1.0
2021-2022,Regular season,8,2021-09-18,Cherno More,Lokomotiv Sofia,1,1,0.5
2021-2022,Regular season,8,2021-09-18,Levski Sofia,CSKA 1948,0,0,0.5
2021-2022,Regular season,8,2021-09-19,Botev Vratsa,CSKA Sofia,2,4,0.0
2021-2022,Regular season,8,2021-09-19,Slavia Sofia,Ludogorets,1,0,1.0
2021-2022,Regular season,9,2021-09-24,Beroe,Arda,1,1,0.5
2021-2022,Regular season,9,2021-09-25,Loko Plovdiv,Botev Plovdiv,1,1,0.5
2021-2022,Regular season,9,2021-09-25,CSKA 1948,Tsarsko Selo,1,0,1.0
2021-2022,Regular season,9,2021-09-26,CSKA Sofia,Levski Sofia,2,1,1.0
2021-2022,Regular season,9,2021-09-26,Ludogorets,Botev Vratsa,3,1,1.0
2021-2022,Regular season,9,2021-09-27,Pirin Blagoevgrad,Cherno More,2,2,0.5
2021-2022,Regular season,9,2021-09-27,Lokomotiv Sofia,Slavia Sofia,1,0,1.0
2021-2022,Regular season,10,2021-10-01,Botev Plovdiv,CSKA 1948,3,1,1.0
2021-2022,Regular season,10,2021-10-01,Beroe,Loko Plovdiv,1,0,1.0
2021-2022,Regular season,10,2021-10-02,Botev Vratsa,Lokomotiv Sofia,2,2,0.5
2021-2022,Regular season,10,2021-10-02,Slavia Sofia,Pirin Blagoevgrad,1,1,0.5
2021-2022,Regular season,10,2021-10-02,Arda,Cherno More,0,3,0.0
2021-2022,Regular season,10,2021-10-03,Tsarsko Selo,CSKA Sofia,1,2,0.0
2021-2022,Regular season,10,2021-10-03,Levski Sofia,Ludogorets,2,4,0.0
2021-2022,Regular season,11,2021-10-15,Pirin Blagoevgrad,Botev Vratsa,3,1,1.0
2021-2022,Regular season,11,2021-10-15,Loko Plovdiv,Arda,0,0,0.5
2021-2022,Regular season,11,2021-10-16,Ludogorets,Tsarsko Selo,4,0,1.0
2021-2022,Regular season,11,2021-10-16,Lokomotiv Sofia,Levski Sofia,1,2,0.0
2021-2022,Regular season,11,2021-10-17,Cherno More,Slavia Sofia,1,1,0.5
2021-2022,Regular season,11,2021-10-17,CSKA Sofia,Botev Plovdiv,3,2,1.0
2021-2022,Regular season,11,2021-10-18,CSKA 1948,Beroe,1,0,1.0
2021-2022,Regular season,3,2021-10-19,Loko Plovdiv,Pirin Blagoevgrad,2,1,1.0
2021-2022,Regular season,12,2021-10-22,Tsarsko Selo,Lokomotiv Sofia,2,0,1.0
2021-2022,Regular season,12,2021-10-22,Loko Plovdiv,CSKA 1948,2,1,1.0
2021-2022,Regular season,12,2021-10-23,Botev Vratsa,Cherno More,0,0,0.5
2021-2022,Regular season,12,2021-10-23,Arda,Slavia Sofia,1,1,0.5
2021-2022,Regular season,12,2021-10-23,Levski Sofia,Pirin Blagoevgrad,3,0,1.0
2021-2022,Regular season,12,2021-10-24,Beroe,CSKA Sofia,0,0,0.5
2021-2022,Regular season,12,2021-10-25,Botev Plovdiv,Ludogorets,1,3,0.0
2021-2022,Regular season,13,2021-10-30,Slavia Sofia,Botev Vratsa,1,0,1.0
2021-2022,Regular season,13,2021-10-30,Lokomotiv Sofia,Botev Plovdiv,0,0,0.5
2021-2022,Regular season,13,2021-10-30,Cherno More,Levski Sofia,1,0,1.0
2021-2022,Regular season,13,2021-10-31,Pirin Blagoevgrad,Tsarsko Selo,2,1,1.0
2021-2022,Regular season,13,2021-10-31,CSKA Sofia,Loko Plovdiv,1,3,0.0
2021-2022,Regular season,13,2021-10-31,Ludogorets,Beroe,2,0,1.0
2021-2022,Regular season,13,2021-11-01,CSKA 1948,Arda,2,3,0.0
2021-2022,Regular season,14,2021-11-05,Lokomotiv Sofia,Beroe,0,3,0.0
2021-2022,Regular season,14,2021-11-06,Cherno More,Tsarsko Selo,1,1,0.5
2021-2022,Regular season,14,2021-11-06,Pirin Blagoevgrad,Botev Plovdiv,0,1,0.0
2021-2022,Regular season,14,2021-11-06,Slavia Sofia,Levski Sofia,0,1,0.0
2021-2022,Regular season,14,2021-11-07,Arda,Botev Vratsa,3,2,1.0
2021-2022,Regular season,14,2021-11-07,Ludogorets,Loko Plovdiv,1,0,1.0
2021-2022,Regular season,14,2021-11-08,CSKA Sofia,CSKA 1948,1,0,1.0
2021-2022,Regular season,15,2021-11-19,Beroe,Pirin Blagoevgrad,1,1,0.5
2021-2022,Regular season,15,2021-11-20,Tsarsko Selo,Slavia Sofia,2,5,0.0
2021-2022,Regular season,15,2021-11-20,Botev Plovdiv,Cherno More,0,2,0.0
2021-2022,Regular season,15,2021-11-20,CSKA Sofia,Arda,2,1,1.0
2021-2022,Regular season,15,2021-11-21,CSKA 1948,Ludogorets,2,0,1.0
2021-2022,Regular season,15,2021-11-21,Loko Plovdiv,Lokomotiv Sofia,2,1,1.0
2021-2022,Regular season,15,2021-11-22,Levski Sofia,Botev Vratsa,0,0,0.5
2021-2022,Regular season,16,2021-11-26,Botev Vratsa,Tsarsko Selo,0,0,0.5
2021-2022,Regular season,16,2021-11-26,Slavia Sofia,Botev Plovdiv,0,0,0.5
2021-2022,Regular season,16,2021-11-26,Cherno More,Beroe,1,0,1.0
2021-2022,Regular season,16,2021-11-27,Pirin Blagoevgrad,Loko Plovdiv,2,3,0.0
2021-2022,Regular season,16,2021-11-27,Arda,Levski Sofia,0,0,0.5
2021-2022,Regular season,16,2021-11-28,Lokomotiv Sofia,CSKA 1948,2,2,0.5
2021-2022,Regular season,16,2021-11-29,Ludogorets,CSKA Sofia,2,0,1.0
2021-2022,Regular season,17,2021-11-30,Botev Plovdiv,Botev Vratsa,2,1,1.0
2021-2022,Regular season,17,2021-11-30,Beroe,Slavia Sofia,2,1,1.0
2021-2022,Regular season,17,2021-12-01,Loko Plovdiv,Cherno More,1,1,0.5
2021-2022,Regular season,17,2021-12-01,Tsarsko Selo,Levski Sofia,0,1,0.0
2021-2022,Regular season,17,2021-12-02,CSKA 1948,Pirin Blagoevgrad,1,0,1.0
2021-2022,Regular season,17,2021-12-02,Ludogorets,Arda,4,1,1.0
2021-2022,Regular season,17,2021-12-02,CSKA Sofia,Lokomotiv Sofia,2,0,1.0
2021-2022,Regular season,18,2021-12-04,Botev Vratsa,Beroe,1,0,1.0
2021-2022,Regular season,18,2021-12-04,Levski Sofia,Botev Plovdiv,2,0,1.0
2021-2022,Regular season,18,2021-12-05,Slavia Sofia,Loko Plovdiv,1,1,0.5
2021-2022,Regular season,18,2021-12-05,Lokomotiv Sofia,Ludogorets,2,4,0.0
2021-2022,Regular season,18,2021-12-05,Pirin Blagoevgrad,CSKA Sofia,1,1,0.5
2021-2022,Regular season,18,2021-12-06,Cherno More,CSKA 1948,2,0,1.0
2021-2022,Regular season,18,2021-12-06,Arda,Tsarsko Selo,2,0,1.0
2021-2022,Regular season,19,2021-12-10,Loko Plovdiv,Botev Vratsa,2,4,0.0
2021-2022,Regular season,19,2021-12-11,Lokomotiv Sofia,Arda,2,0,1.0
2021-2022,Regular season,19,2021-12-11,CSKA 1948,Slavia Sofia,1,1,0.5
2021-2022,Regular season,19,2021-12-11,Botev Plovdiv,Tsarsko Selo,2,1,1.0
2021-2022,Regular season,19,2021-12-12,CSKA Sofia,Cherno More,2,0,1.0
2021-2022,Regular season,19,2021-12-12,Beroe,Levski Sofia,1,1,0.5
2021-2022,Regular season,19,2021-12-13,Ludogorets,Pirin Blagoevgrad,3,5,0.0
2021-2022,Regular season,2,2021-12-16,Arda,CSKA Sofia,2,2,0.5
2021-2022,Regular season,3,2021-12-20,CSKA Sofia,Ludogorets,1,0,1.0
2021-2022,Regular season,4,2022-02-13,Arda,Ludogorets,0,4,0.0
2021-2022,Regular season,4,2022-02-13,Lokomotiv Sofia,CSKA Sofia,1,1,0.5
2021-2022,Regular season,20,2022-02-18,Arda,Botev Plovdiv,0,2,0.0
2021-2022,Regular season,20,2022-02-19,Levski Sofia,Loko Plovdiv,2,1,1.0
2021-2022,Regular season,20,2022-02-19,Botev Vratsa,CSKA 1948,0,4,0.0
2021-2022,Regular season,20,2022-02-20,Tsarsko Selo,Beroe,1,2,0.0
2021-2022,Regular season,20,2022-02-20,Cherno More,Ludogorets,1,2,0.0
2021-2022,Regular season,20,2022-02-20,Slavia Sofia,CSKA Sofia,2,3,0.0
2021-2022,Regular season,20,2022-02-21,Pirin Blagoevgrad,Lokomotiv Sofia,2,1,1.0
2021-2022,Regular season,21,2022-02-25,Loko Plovdiv,Tsarsko Selo,1,0,1.0
2021-2022,Regular season,21,2022-02-25,CSKA Sofia,Botev Vratsa,4,0,1.0
2021-2022,Regular season,21,2022-02-26,Beroe,Botev Plovdiv,1,1,0.5
2021-2022,Regular season,21,2022-02-26,CSKA 1948,Levski Sofia,0,2,0.0
2021-2022,Regular season,21,2022-02-26,Ludogorets,Slavia Sofia,3,1,1.0
