Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2017-2018,Regular season,1,2017-07-14,Etar,Loko Plovdiv,1,2,0.0
2017-2018,Regular season,1,2017-07-14,Beroe,Vereya,0,0,0.5
2017-2018,Regular season,1,2017-07-15,Cherno More,Vitosha,1,0,1.0
2017-2018,Regular season,1,2017-07-15,Slavia Sofia,CSKA Sofia,1,1,0.5
2017-2018,Regular season,1,2017-07-16,Botev Plovdiv,Blagoevgrad,0,1,0.0
2017-2018,Regular season,1,2017-07-17,Septemvri Sofia,Dunav Ruse,0,2,0.0
2017-2018,Regular season,2,2017-07-21,Vereya,Cherno More,0,4,0.0
2017-2018,Regular season,2,2017-07-21,Vitosha,Etar,1,1,0.5
2017-2018,Regular season,2,2017-07-22,Blagoevgrad,Septemvri Sofia,0,1,0.0
2017-2018,Regular season,2,2017-07-22,CSKA Sofia,Ludogorets,0,1,0.0
2017-2018,Regular season,2,2017-07-23,Slavia Sofia,Botev Plovdiv,2,3,0.0
2017-2018,Regular season,2,2017-07-23,Loko Plovdiv,Levski Sofia,0,0,0.5
2017-2018,Regular season,2,2017-07-24,Dunav Ruse,Beroe,1,1,0.5
2017-2018,Regular season,3,2017-07-28,Cherno More,Dunav Ruse,1,0,1.0
2017-2018,Regular season,3,2017-07-28,Septemvri Sofia,Slavia Sofia,0,2,0.0
2017-2018,Regular season,3,2017-07-29,Beroe,Blagoevgrad,1,1,0.5
2017-2018,Regular season,3,2017-07-29,Ludogorets,Loko Plovdiv,0,0,0.5
2017-2018,Regular season,3,2017-07-30,Botev Plovdiv,CSKA Sofia,2,6,0.0
2017-2018,Regular season,3,2017-07-30,Levski Sofia,Vitosha,2,0,1.0
2017-2018,Regular season,3,2017-07-31,Etar,Vereya,0,1,0.0
2017-2018,Regular season,4,2017-08-04,Slavia Sofia,Beroe,1,4,0.0
2017-2018,Regular season,4,2017-08-04,Blagoevgrad,Cherno More,1,1,0.5
2017-2018,Regular season,4,2017-08-05,Vereya,Levski Sofia,2,0,1.0
2017-2018,Regular season,4,2017-08-05,Vitosha,Ludogorets,2,4,0.0
2017-2018,Regular season,4,2017-08-06,CSKA Sofia,Loko Plovdiv,4,1,1.0
2017-2018,Regular season,4,2017-08-07,Dunav Ruse,Etar,0,0,0.5
2017-2018,Regular season,5,2017-08-11,Cherno More,Slavia Sofia,1,1,0.5
2017-2018,Regular season,5,2017-08-11,Septemvri Sofia,CSKA Sofia,0,1,0.0
2017-2018,Regular season,5,2017-08-12,Etar,Blagoevgrad,2,1,1.0
2017-2018,Regular season,5,2017-08-12,Ludogorets,Vereya,3,1,1.0
2017-2018,Regular season,5,2017-08-13,Beroe,Botev Plovdiv,1,1,0.5
2017-2018,Regular season,5,2017-08-13,Levski Sofia,Dunav Ruse,2,0,1.0
2017-2018,Regular season,5,2017-08-14,Loko Plovdiv,Vitosha,3,1,1.0
2017-2018,Regular season,6,2017-08-18,Botev Plovdiv,Cherno More,1,2,0.0
2017-2018,Regular season,6,2017-08-18,Blagoevgrad,Levski Sofia,0,3,0.0
2017-2018,Regular season,6,2017-08-19,Vereya,Loko Plovdiv,1,0,1.0
2017-2018,Regular season,6,2017-08-19,CSKA Sofia,Vitosha,6,1,1.0
2017-2018,Regular season,6,2017-08-20,Slavia Sofia,Etar,1,2,0.0
2017-2018,Regular season,6,2017-08-20,Dunav Ruse,Ludogorets,0,5,0.0
2017-2018,Regular season,6,2017-08-21,Septemvri Sofia,Beroe,0,1,0.0
2017-2018,Regular season,7,2017-08-25,Etar,Botev Plovdiv,1,1,0.5
