Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,1,2018-08-18,Chievo,Juventus,2,3,0.0
2018-2019,1,2018-08-18,Lazio,Napoli,1,2,0.0
2018-2019,1,2018-08-19,Torino,Roma,0,1,0.0
2018-2019,1,2018-08-19,Sassuolo,Inter,1,0,1.0
2018-2019,1,2018-08-19,Empoli,Cagliari,2,0,1.0
2018-2019,1,2018-08-19,Parma,Udinese,2,2,0.5
2018-2019,1,2018-08-19,Bologna,SPAL,0,1,0.0
2018-2019,1,2018-08-20,Atalanta,Frosinone,4,0,1.0
2018-2019,2,2018-08-25,Juventus,Lazio,2,0,1.0
2018-2019,2,2018-08-25,Napoli,Milan,3,2,1.0
2018-2019,2,2018-08-26,SPAL,Parma,1,0,1.0
2018-2019,2,2018-08-26,Cagliari,Sassuolo,2,2,0.5
2018-2019,2,2018-08-26,Genoa,Empoli,2,1,1.0
2018-2019,2,2018-08-26,Inter,Torino,2,2,0.5
2018-2019,2,2018-08-26,Frosinone,Bologna,0,0,0.5
2018-2019,2,2018-08-26,Udinese,Sampdoria,1,0,1.0
2018-2019,2,2018-08-26,Fiorentina,Chievo,6,1,1.0
2018-2019,2,2018-08-27,Roma,Atalanta,3,3,0.5
2018-2019,3,2018-08-31,Milan,Roma,2,1,1.0
2018-2019,3,2018-09-01,Bologna,Inter,0,3,0.0
2018-2019,3,2018-09-01,Parma,Juventus,1,2,0.0
2018-2019,3,2018-09-02,Fiorentina,Udinese,1,0,1.0
2018-2019,3,2018-09-02,Torino,SPAL,1,0,1.0
2018-2019,3,2018-09-02,Chievo,Empoli,0,0,0.5
2018-2019,3,2018-09-02,Sampdoria,Napoli,3,0,1.0
2018-2019,3,2018-09-02,Atalanta,Cagliari,0,1,0.0
2018-2019,3,2018-09-02,Lazio,Frosinone,1,0,1.0
2018-2019,3,2018-09-02,Sassuolo,Genoa,5,3,1.0
2018-2019,4,2018-09-15,Inter,Parma,0,1,0.0
2018-2019,4,2018-09-15,Napoli,Fiorentina,1,0,1.0
2018-2019,4,2018-09-15,Frosinone,Sampdoria,0,5,0.0
2018-2019,4,2018-09-16,Roma,Chievo,2,2,0.5
2018-2019,4,2018-09-16,Udinese,Torino,1,1,0.5
2018-2019,4,2018-09-16,Juventus,Sassuolo,2,1,1.0
2018-2019,4,2018-09-16,Genoa,Bologna,1,0,1.0
2018-2019,4,2018-09-16,Empoli,Lazio,0,1,0.0
2018-2019,4,2018-09-16,Cagliari,Milan,1,1,0.5
2018-2019,4,2018-09-17,SPAL,Atalanta,2,0,1.0
2018-2019,1,2018-09-19,Sampdoria,Fiorentina,1,1,0.5
2018-2019,5,2018-09-21,Sassuolo,Empoli,3,1,1.0
2018-2019,5,2018-09-22,Parma,Cagliari,2,0,1.0
2018-2019,5,2018-09-22,Fiorentina,SPAL,3,0,1.0
2018-2019,5,2018-09-22,Sampdoria,Inter,0,1,0.0
2018-2019,5,2018-09-23,Torino,Napoli,1,3,0.0
2018-2019,5,2018-09-23,Lazio,Genoa,4,1,1.0
2018-2019,5,2018-09-23,Bologna,Roma,2,0,1.0
2018-2019,5,2018-09-23,Chievo,Udinese,0,2,0.0
2018-2019,5,2018-09-23,Milan,Atalanta,2,2,0.5
2018-2019,5,2018-09-23,Frosinone,Juventus,0,2,0.0
2018-2019,6,2018-09-25,Inter,Fiorentina,2,1,1.0
2018-2019,6,2018-09-26,Udinese,Lazio,1,2,0.0
2018-2019,6,2018-09-26,Napoli,Parma,3,0,1.0
2018-2019,6,2018-09-26,Genoa,Chievo,2,0,1.0
2018-2019,6,2018-09-26,Cagliari,Sampdoria,0,0,0.5
2018-2019,6,2018-09-26,Roma,Frosinone,4,0,1.0
2018-2019,6,2018-09-26,Juventus,Bologna,2,0,1.0
2018-2019,6,2018-09-26,Atalanta,Torino,0,0,0.5
2018-2019,6,2018-09-27,SPAL,Sassuolo,0,2,0.0
2018-2019,6,2018-09-27,Empoli,Milan,1,1,0.5
2018-2019,7,2018-09-29,Roma,Lazio,3,1,1.0
2018-2019,7,2018-09-29,Juventus,Napoli,3,1,1.0
2018-2019,7,2018-09-29,Inter,Cagliari,2,0,1.0
2018-2019,7,2018-09-30,Bologna,Udinese,2,1,1.0
2018-2019,7,2018-09-30,Chievo,Torino,0,1,0.0
2018-2019,7,2018-09-30,Fiorentina,Atalanta,2,0,1.0
2018-2019,7,2018-09-30,Frosinone,Genoa,1,2,0.0
2018-2019,7,2018-09-30,Parma,Empoli,1,0,1.0
2018-2019,7,2018-09-30,Sassuolo,Milan,1,4,0.0
2018-2019,7,2018-10-01,Sampdoria,SPAL,2,1,1.0
2018-2019,8,2018-10-05,Torino,Frosinone,3,2,1.0
2018-2019,8,2018-10-06,Cagliari,Bologna,2,0,1.0
2018-2019,8,2018-10-06,Udinese,Juventus,0,2,0.0
2018-2019,8,2018-10-06,Empoli,Roma,0,2,0.0
2018-2019,8,2018-10-07,Genoa,Parma,1,3,0.0
2018-2019,8,2018-10-07,Milan,Chievo,3,1,1.0
2018-2019,8,2018-10-07,Atalanta,Sampdoria,0,1,0.0
2018-2019,8,2018-10-07,Lazio,Fiorentina,1,0,1.0
2018-2019,8,2018-10-07,Napoli,Sassuolo,2,0,1.0
2018-2019,8,2018-10-07,SPAL,Inter,1,2,0.0
2018-2019,9,2018-10-20,Roma,SPAL,0,2,0.0
2018-2019,9,2018-10-20,Juventus,Genoa,1,1,0.5
2018-2019,9,2018-10-20,Udinese,Napoli,0,3,0.0
2018-2019,9,2018-10-21,Frosinone,Empoli,3,3,0.5
