Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2024-2025,1,2024-08-17,Genoa,Inter,2.0,2.0,0.5
2024-2025,1,2024-08-17,Parma,Fiorentina,1.0,1.0,0.5
2024-2025,1,2024-08-17,Milan,Torino,2.0,2.0,0.5
2024-2025,1,2024-08-17,Empoli,Monza,0.0,0.0,0.5
2024-2025,1,2024-08-18,Hellas Verona,Napoli,3.0,0.0,1.0
2024-2025,1,2024-08-18,Bologna,Udinese,1.0,1.0,0.5
2024-2025,1,2024-08-18,Cagliari,Roma,0.0,0.0,0.5
2024-2025,1,2024-08-18,Lazio,Venezia,3.0,1.0,1.0
2024-2025,1,2024-08-19,Lecce,Atalanta,0.0,4.0,0.0
2024-2025,1,2024-08-19,Juventus,Como,3.0,0.0,1.0
2024-2025,2,2024-08-24,Udinese,Lazio,2.0,1.0,1.0
2024-2025,2,2024-08-24,Parma,Milan,2.0,1.0,1.0
2024-2025,2,2024-08-24,Inter,Lecce,2.0,0.0,1.0
2024-2025,2,2024-08-24,Monza,Genoa,0.0,1.0,0.0
2024-2025,2,2024-08-25,Torino,Atalanta,2.0,1.0,1.0
2024-2025,2,2024-08-25,Fiorentina,Venezia,0.0,0.0,0.5
2024-2025,2,2024-08-25,Roma,Empoli,1.0,2.0,0.0
2024-2025,2,2024-08-25,Napoli,Bologna,3.0,0.0,1.0
2024-2025,2,2024-08-26,Cagliari,Como,1.0,1.0,0.5
2024-2025,2,2024-08-26,Hellas Verona,Juventus,0.0,3.0,0.0
2024-2025,3,2024-08-30,Venezia,Torino,0.0,1.0,0.0
2024-2025,3,2024-08-30,Inter,Atalanta,4.0,0.0,1.0
2024-2025,3,2024-08-31,Lecce,Cagliari,1.0,0.0,1.0
2024-2025,3,2024-08-31,Bologna,Empoli,1.0,1.0,0.5
2024-2025,3,2024-08-31,Lazio,Milan,2.0,2.0,0.5
2024-2025,3,2024-08-31,Napoli,Parma,2.0,1.0,1.0
2024-2025,3,2024-09-01,Fiorentina,Monza,2.0,2.0,0.5
2024-2025,3,2024-09-01,Genoa,Hellas Verona,0.0,2.0,0.0
2024-2025,3,2024-09-01,Udinese,Como,1.0,0.0,1.0
2024-2025,3,2024-09-01,Juventus,Roma,0.0,0.0,0.5
2024-2025,4,2024-09-14,Como,Bologna,2.0,2.0,0.5
2024-2025,4,2024-09-14,Empoli,Juventus,0.0,0.0,0.5
2024-2025,4,2024-09-14,Milan,Venezia,4.0,0.0,1.0
2024-2025,4,2024-09-15,Genoa,Roma,1.0,1.0,0.5
2024-2025,4,2024-09-15,Atalanta,Fiorentina,3.0,2.0,1.0
2024-2025,4,2024-09-15,Torino,Lecce,0.0,0.0,0.5
2024-2025,4,2024-09-15,Cagliari,Napoli,0.0,4.0,0.0
2024-2025,4,2024-09-15,Monza,Inter,1.0,1.0,0.5
2024-2025,4,2024-09-16,Parma,Udinese,2.0,3.0,0.0
2024-2025,4,2024-09-16,Lazio,Hellas Verona,2.0,1.0,1.0
2024-2025,5,2024-09-20,Cagliari,Empoli,0.0,2.0,0.0
2024-2025,5,2024-09-20,Hellas Verona,Torino,2.0,3.0,0.0
2024-2025,5,2024-09-21,Venezia,Genoa,2.0,0.0,1.0
2024-2025,5,2024-09-21,Juventus,Napoli,0.0,0.0,0.5
2024-2025,5,2024-09-21,Lecce,Parma,2.0,2.0,0.5
2024-2025,5,2024-09-22,Fiorentina,Lazio,2.0,1.0,1.0
2024-2025,5,2024-09-22,Monza,Bologna,1.0,2.0,0.0
2024-2025,5,2024-09-22,Roma,Udinese,3.0,0.0,1.0
2024-2025,5,2024-09-22,Inter,Milan,1.0,2.0,0.0
2024-2025,5,2024-09-24,Atalanta,Como,2.0,3.0,0.0
2024-2025,6,2024-09-27,Milan,Lecce,3.0,0.0,1.0
2024-2025,6,2024-09-28,Udinese,Inter,2.0,3.0,0.0
2024-2025,6,2024-09-28,Genoa,Juventus,0.0,3.0,0.0
2024-2025,6,2024-09-28,Bologna,Atalanta,1.0,1.0,0.5
2024-2025,6,2024-09-29,Torino,Lazio,2.0,3.0,0.0
2024-2025,6,2024-09-29,Como,Hellas Verona,3.0,2.0,1.0
2024-2025,6,2024-09-29,Roma,Venezia,2.0,1.0,1.0
2024-2025,6,2024-09-29,Empoli,Fiorentina,0.0,0.0,0.5
2024-2025,6,2024-09-29,Napoli,Monza,2.0,0.0,1.0
2024-2025,6,2024-09-30,Parma,Cagliari,2.0,3.0,0.0
2024-2025,7,2024-10-04,Napoli,Como,3.0,1.0,1.0
2024-2025,7,2024-10-04,Hellas Verona,Venezia,2.0,1.0,1.0
2024-2025,7,2024-10-05,Udinese,Lecce,1.0,0.0,1.0
2024-2025,7,2024-10-05,Atalanta,Genoa,5.0,1.0,1.0
2024-2025,7,2024-10-05,Inter,Torino,3.0,2.0,1.0
2024-2025,7,2024-10-06,Juventus,Cagliari,1.0,1.0,0.5
2024-2025,7,2024-10-06,Bologna,Parma,0.0,0.0,0.5
2024-2025,7,2024-10-06,Lazio,Empoli,2.0,1.0,1.0
2024-2025,7,2024-10-06,Monza,Roma,1.0,1.0,0.5
2024-2025,7,2024-10-06,Fiorentina,Milan,2.0,1.0,1.0
2024-2025,8,2024-10-19,Como,Parma,1.0,1.0,0.5
2024-2025,8,2024-10-19,Genoa,Bologna,2.0,2.0,0.5
2024-2025,8,2024-10-19,Milan,Udinese,1.0,0.0,1.0
2024-2025,8,2024-10-19,Juventus,Lazio,1.0,0.0,1.0
2024-2025,8,2024-10-20,Empoli,Napoli,0.0,1.0,0.0
2024-2025,8,2024-10-20,Lecce,Fiorentina,0.0,6.0,0.0
2024-2025,8,2024-10-20,Venezia,Atalanta,0.0,2.0,0.0
2024-2025,8,2024-10-20,Cagliari,Torino,3.0,2.0,1.0
2024-2025,8,2024-10-20,Roma,Inter,0.0,1.0,0.0
2024-2025,8,2024-10-21,Hellas Verona,Monza,0.0,3.0,0.0
2024-2025,9,2024-10-25,Udinese,Cagliari,2.0,0.0,1.0
2024-2025,9,2024-10-25,Torino,Como,1.0,0.0,1.0
2024-2025,9,2024-10-26,Napoli,Lecce,1.0,0.0,1.0
2024-2025,9,2024-10-26,Atalanta,Hellas Verona,6.0,1.0,1.0
2024-2025,9,2024-10-27,Parma,Empoli,1.0,1.0,0.5
2024-2025,9,2024-10-27,Lazio,Genoa,3.0,0.0,1.0
2024-2025,9,2024-10-27,Monza,Venezia,2.0,2.0,0.5
2024-2025,9,2024-10-27,Inter,Juventus,4.0,4.0,0.5
