Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Regular season,1,2018-07-20,CFR Cluj,Botoșani,1,1,0.5
2018-2019,Regular season,1,2018-07-21,Hermannstadt,Sepsi,1,0,1.0
2018-2019,Regular season,1,2018-07-21,Astra Giurgiu,FCSB,1,0,1.0
2018-2019,Regular season,1,2018-07-22,Viitorul,Călăraşi,0,1,0.0
2018-2019,Regular season,1,2018-07-22,Dinamo,Voluntari,2,1,1.0
2018-2019,Regular season,1,2018-07-23,Gaz Metan,Concordia,2,1,1.0
2018-2019,Regular season,1,2018-07-23,CS U Craiova,Poli Iași,0,0,0.5
2018-2019,Regular season,2,2018-07-27,Botoșani,Hermannstadt,2,0,1.0
2018-2019,Regular season,2,2018-07-28,Călăraşi,CFR Cluj,0,0,0.5
2018-2019,Regular season,2,2018-07-28,Poli Iași,Astra Giurgiu,1,1,0.5
2018-2019,Regular season,2,2018-07-29,Sepsi,CS U Craiova,1,0,1.0
2018-2019,Regular season,2,2018-07-29,FCSB,Dinamo,3,3,0.5
2018-2019,Regular season,2,2018-07-30,Voluntari,Gaz Metan,1,1,0.5
2018-2019,Regular season,2,2018-07-30,Concordia,Viitorul,1,1,0.5
2018-2019,Regular season,3,2018-08-03,CS U Craiova,Botoșani,2,2,0.5
2018-2019,Regular season,3,2018-08-04,Astra Giurgiu,Sepsi,1,1,0.5
2018-2019,Regular season,3,2018-08-04,CFR Cluj,Concordia,2,1,1.0
2018-2019,Regular season,3,2018-08-05,Hermannstadt,Călăraşi,1,1,0.5
2018-2019,Regular season,3,2018-08-05,FCSB,Poli Iași,4,0,1.0
2018-2019,Regular season,3,2018-08-06,Viitorul,Voluntari,2,0,1.0
2018-2019,Regular season,3,2018-08-06,Gaz Metan,Dinamo,3,2,1.0
2018-2019,Regular season,4,2018-08-10,Botoșani,Astra Giurgiu,1,1,0.5
2018-2019,Regular season,4,2018-08-11,Concordia,Hermannstadt,2,0,1.0
2018-2019,Regular season,4,2018-08-11,Sepsi,Poli Iași,3,0,1.0
2018-2019,Regular season,4,2018-08-12,Călăraşi,CS U Craiova,1,3,0.0
2018-2019,Regular season,4,2018-08-12,Voluntari,CFR Cluj,1,2,0.0
2018-2019,Regular season,4,2018-08-12,Gaz Metan,FCSB,1,3,0.0
2018-2019,Regular season,4,2018-08-13,Dinamo,Viitorul,1,0,1.0
2018-2019,Regular season,5,2018-08-17,Poli Iași,Botoșani,2,1,1.0
2018-2019,Regular season,5,2018-08-18,Astra Giurgiu,Călăraşi,1,1,0.5
2018-2019,Regular season,5,2018-08-18,Viitorul,Gaz Metan,2,0,1.0
2018-2019,Regular season,5,2018-08-19,FCSB,Sepsi,2,0,1.0
2018-2019,Regular season,5,2018-08-19,CFR Cluj,Dinamo,3,1,1.0
2018-2019,Regular season,5,2018-08-20,Hermannstadt,Voluntari,4,0,1.0
2018-2019,Regular season,5,2018-08-20,CS U Craiova,Concordia,0,1,0.0
2018-2019,Regular season,6,2018-08-24,Concordia,Astra Giurgiu,0,3,0.0
2018-2019,Regular season,6,2018-08-25,Călăraşi,Poli Iași,2,0,1.0
2018-2019,Regular season,6,2018-08-25,Dinamo,Hermannstadt,2,1,1.0
2018-2019,Regular season,6,2018-08-26,Gaz Metan,CFR Cluj,0,0,0.5
