Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2015-2016,Relegation round,1,2015-07-10,Voluntari,Studențesc Iași,1,1,0.5
2015-2016,Relegation round,1,2015-07-10,Astra Giurgiu,Concordia,2,2,0.5
2015-2016,Relegation round,1,2015-07-11,Viitorul Constanța,CFR Cluj,2,2,0.5
2015-2016,Relegation round,1,2015-07-11,FCSB,Petrolul,0,0,0.5
2015-2016,Relegation round,1,2015-07-12,CS U Craiova,Botoșani,0,0,0.5
2015-2016,Relegation round,1,2015-07-12,Târgu Mureș,Dinamo București,0,0,0.5
2015-2016,Relegation round,1,2015-07-13,Poli Timișoara,Pandurii Târgu Jiu,0,1,0.0
2015-2016,Relegation round,2,2015-07-17,Concordia,Studențesc Iași,0,1,0.0
2015-2016,Relegation round,2,2015-07-17,Dinamo București,CS U Craiova,1,0,1.0
2015-2016,Relegation round,2,2015-07-18,Petrolul,Voluntari,1,1,0.5
2015-2016,Relegation round,2,2015-07-18,Pandurii Târgu Jiu,FCSB,0,3,0.0
2015-2016,Relegation round,2,2015-07-19,CFR Cluj,Poli Timișoara,1,0,1.0
2015-2016,Relegation round,2,2015-07-19,Astra Giurgiu,Târgu Mureș,1,5,0.0
2015-2016,Relegation round,2,2015-07-20,Botoșani,Viitorul Constanța,2,2,0.5
2015-2016,Relegation round,3,2015-07-24,Voluntari,Pandurii Târgu Jiu,0,0,0.5
2015-2016,Relegation round,3,2015-07-24,Târgu Mureș,Concordia,1,0,1.0
2015-2016,Relegation round,3,2015-07-25,Viitorul Constanța,Dinamo București,1,1,0.5
2015-2016,Relegation round,3,2015-07-25,FCSB,CFR Cluj,1,1,0.5
2015-2016,Relegation round,3,2015-07-26,CS U Craiova,Astra Giurgiu,1,2,0.0
2015-2016,Relegation round,3,2015-07-26,Studențesc Iași,Petrolul,1,0,1.0
2015-2016,Relegation round,3,2015-07-27,Poli Timișoara,Botoșani,1,0,1.0
2015-2016,Relegation round,4,2015-07-31,CFR Cluj,Voluntari,2,0,1.0
2015-2016,Relegation round,4,2015-07-31,Concordia,Petrolul,2,2,0.5
2015-2016,Relegation round,4,2015-08-01,Pandurii Târgu Jiu,Studențesc Iași,3,0,1.0
2015-2016,Relegation round,4,2015-08-01,Botoșani,FCSB,0,1,0.0
2015-2016,Relegation round,4,2015-08-02,Astra Giurgiu,Viitorul Constanța,2,2,0.5
2015-2016,Relegation round,4,2015-08-02,Târgu Mureș,CS U Craiova,0,0,0.5
2015-2016,Relegation round,4,2015-08-03,Dinamo București,Poli Timișoara,2,1,1.0
2015-2016,Relegation round,5,2015-08-07,Voluntari,Botoșani,1,1,0.5
2015-2016,Relegation round,5,2015-08-07,Studențesc Iași,CFR Cluj,2,1,1.0
2015-2016,Relegation round,5,2015-08-08,CS U Craiova,Concordia,2,0,1.0
2015-2016,Relegation round,5,2015-08-08,Petrolul,Pandurii Târgu Jiu,1,1,0.5
2015-2016,Relegation round,5,2015-08-09,Viitorul Constanța,Târgu Mureș,1,0,1.0
2015-2016,Relegation round,5,2015-08-09,Poli Timișoara,Astra Giurgiu,1,3,0.0
2015-2016,Relegation round,5,2015-08-09,FCSB,Dinamo București,0,0,0.5
2015-2016,Relegation round,6,2015-08-11,Botoșani,Studențesc Iași,1,0,1.0
2015-2016,Relegation round,6,2015-08-11,CFR Cluj,Petrolul,1,0,1.0
2015-2016,Relegation round,6,2015-08-12,CS U Craiova,Viitorul Constanța,1,2,0.0
2015-2016,Relegation round,6,2015-08-12,Târgu Mureș,Poli Timișoara,0,0,0.5
2015-2016,Relegation round,6,2015-08-12,Astra Giurgiu,FCSB,2,0,1.0
2015-2016,Relegation round,6,2015-08-13,Concordia,Pandurii Târgu Jiu,3,0,1.0
2015-2016,Relegation round,6,2015-08-13,Dinamo București,Voluntari,3,0,1.0
2015-2016,Relegation round,7,2015-08-14,Petrolul,Botoșani,2,1,1.0
2015-2016,Relegation round,7,2015-08-15,Poli Timișoara,CS U Craiova,1,1,0.5
2015-2016,Relegation round,7,2015-08-15,FCSB,Târgu Mureș,1,1,0.5
2015-2016,Relegation round,7,2015-08-16,Voluntari,Astra Giurgiu,1,2,0.0
2015-2016,Relegation round,7,2015-08-16,Studențesc Iași,Dinamo București,0,0,0.5
2015-2016,Relegation round,7,2015-08-17,Viitorul Constanța,Concordia,3,1,1.0
