Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,Regular season,1,2016-07-22,Voluntari,Viitorul,0,1,0.0
2016-2017,Regular season,1,2016-07-22,Pandurii,CS U Craiova,2,1,1.0
2016-2017,Regular season,1,2016-07-23,Gaz Metan,Târgu Mureș,2,1,1.0
2016-2017,Regular season,1,2016-07-23,Astra Giurgiu,Dinamo,1,4,0.0
2016-2017,Regular season,1,2016-07-24,CFR Cluj,Concordia,2,0,1.0
2016-2017,Regular season,2,2016-07-29,Poli Iași,Gaz Metan,3,1,1.0
2016-2017,Regular season,2,2016-07-30,Botoșani,CFR Cluj,3,1,1.0
2016-2017,Regular season,2,2016-07-30,Dinamo,Poli Timișoara,2,1,1.0
2016-2017,Regular season,2,2016-07-31,Pandurii,Astra Giurgiu,0,0,0.5
2016-2017,Regular season,2,2016-07-31,Viitorul,Steaua,1,3,0.0
2016-2017,Regular season,2,2016-08-01,CS U Craiova,Târgu Mureș,2,1,1.0
2016-2017,Regular season,2,2016-08-01,Concordia,Voluntari,0,4,0.0
2016-2017,Regular season,3,2016-08-05,Voluntari,Botoșani,4,2,1.0
2016-2017,Regular season,3,2016-08-05,Târgu Mureș,Poli Iași,0,3,0.0
2016-2017,Regular season,3,2016-08-06,Astra Giurgiu,CS U Craiova,1,2,0.0
2016-2017,Regular season,3,2016-08-06,Steaua,Concordia,1,0,1.0
2016-2017,Regular season,3,2016-08-07,Gaz Metan,Viitorul,2,1,1.0
2016-2017,Regular season,3,2016-08-07,Poli Timișoara,Pandurii,1,3,0.0
2016-2017,Regular season,3,2016-08-08,CFR Cluj,Dinamo,0,0,0.5
2016-2017,Regular season,4,2016-08-12,Botoșani,Steaua,0,2,0.0
2016-2017,Regular season,4,2016-08-13,Concordia,Gaz Metan,1,0,1.0
2016-2017,Regular season,4,2016-08-13,Astra Giurgiu,Poli Timișoara,3,1,1.0
2016-2017,Regular season,4,2016-08-14,Pandurii,CFR Cluj,1,1,0.5
2016-2017,Regular season,4,2016-08-14,Viitorul,Târgu Mureș,3,1,1.0
2016-2017,Regular season,4,2016-08-15,CS U Craiova,Poli Iași,2,0,1.0
2016-2017,Regular season,4,2016-08-15,Dinamo,Voluntari,3,1,1.0
2016-2017,Regular season,1,2016-08-18,Poli Timișoara,Botoșani,0,5,0.0
2016-2017,Regular season,5,2016-08-19,Poli Iași,Viitorul,0,0,0.5
2016-2017,Regular season,5,2016-08-20,Târgu Mureș,Concordia,0,1,0.0
2016-2017,Regular season,5,2016-08-20,Steaua,Dinamo,1,1,0.5
2016-2017,Regular season,5,2016-08-21,Voluntari,Pandurii,0,0,0.5
2016-2017,Regular season,5,2016-08-21,CFR Cluj,Astra Giurgiu,5,1,1.0
2016-2017,Regular season,5,2016-08-22,Gaz Metan,Botoșani,0,0,0.5
2016-2017,Regular season,5,2016-08-22,Poli Timișoara,CS U Craiova,3,2,1.0
2016-2017,Regular season,6,2016-08-26,Concordia,Poli Iași,0,0,0.5
2016-2017,Regular season,6,2016-08-26,Dinamo,Gaz Metan,1,1,0.5
2016-2017,Regular season,6,2016-08-27,Poli Timișoara,CFR Cluj,1,1,0.5
2016-2017,Regular season,6,2016-08-27,Pandurii,Steaua,0,1,0.0
2016-2017,Regular season,6,2016-08-28,CS U Craiova,Viitorul,2,1,1.0
2016-2017,Regular season,6,2016-08-28,Astra Giurgiu,Voluntari,1,1,0.5
2016-2017,Regular season,6,2016-08-29,Botoșani,Târgu Mureș,4,2,1.0
2016-2017,Regular season,1,2016-08-31,Steaua,Poli Iași,1,1,0.5
2016-2017,Regular season,7,2016-09-09,Gaz Metan,Pandurii,1,3,0.0
2016-2017,Regular season,7,2016-09-10,Voluntari,Poli Timișoara,4,1,1.0
2016-2017,Regular season,7,2016-09-10,CFR Cluj,CS U Craiova,0,0,0.5
2016-2017,Regular season,7,2016-09-11,Poli Iași,Botoșani,0,1,0.0
2016-2017,Regular season,7,2016-09-11,Steaua,Astra Giurgiu,1,0,1.0
2016-2017,Regular season,7,2016-09-12,Viitorul,Concordia,2,1,1.0
2016-2017,Regular season,7,2016-09-12,Târgu Mureș,Dinamo,2,1,1.0
2016-2017,Regular season,8,2016-09-16,Botoșani,Viitorul,1,2,0.0
2016-2017,Regular season,8,2016-09-16,Pandurii,Târgu Mureș,1,0,1.0
2016-2017,Regular season,8,2016-09-17,CFR Cluj,Voluntari,5,0,1.0
2016-2017,Regular season,8,2016-09-17,Dinamo,Poli Iași,3,1,1.0
2016-2017,Regular season,8,2016-09-18,CS U Craiova,Concordia,1,1,0.5
2016-2017,Regular season,8,2016-09-18,Poli Timișoara,Steaua,0,1,0.0
2016-2017,Regular season,8,2016-09-19,Astra Giurgiu,Gaz Metan,0,2,0.0
2016-2017,Regular season,9,2016-09-20,Poli Iași,Pandurii,3,2,1.0
