Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Regular season,1,2022-07-15,Hermannstadt,Mioveni,3,0,1.0
2022-2023,Regular season,1,2022-07-15,CS U Craiova,Sepsi,2,2,0.5
2022-2023,Regular season,1,2022-07-16,Argeș Pitești,UTA Arad,2,0,1.0
2022-2023,Regular season,1,2022-07-16,CFR Cluj,Rapid București,1,0,1.0
2022-2023,Regular season,1,2022-07-17,Farul Constanța,FC U Craiova,2,1,1.0
2022-2023,Regular season,1,2022-07-17,FCSB,Universitatea Cluj,1,1,0.5
2022-2023,Regular season,1,2022-07-18,Botoșani,Chindia,3,2,1.0
2022-2023,Regular season,1,2022-07-18,Petrolul Ploiești,Voluntari,0,1,0.0
2022-2023,Regular season,2,2022-07-22,Mioveni,Farul Constanța,0,2,0.0
2022-2023,Regular season,2,2022-07-23,Voluntari,Botoșani,0,1,0.0
2022-2023,Regular season,2,2022-07-24,Sepsi,Argeș Pitești,4,0,1.0
2022-2023,Regular season,2,2022-07-24,FC U Craiova,CFR Cluj,3,1,1.0
2022-2023,Regular season,2,2022-07-24,Universitatea Cluj,CS U Craiova,1,1,0.5
2022-2023,Regular season,2,2022-07-24,Rapid București,FCSB,2,0,1.0
2022-2023,Regular season,2,2022-07-25,Chindia,Hermannstadt,1,1,0.5
2022-2023,Regular season,2,2022-07-25,UTA Arad,Petrolul Ploiești,2,0,1.0
2022-2023,Regular season,3,2022-07-29,Argeș Pitești,Universitatea Cluj,3,1,1.0
2022-2023,Regular season,3,2022-07-29,Farul Constanța,Chindia,0,0,0.5
2022-2023,Regular season,3,2022-07-30,Voluntari,UTA Arad,3,0,1.0
2022-2023,Regular season,3,2022-07-30,CFR Cluj,Mioveni,4,2,1.0
2022-2023,Regular season,3,2022-07-31,Petrolul Ploiești,Sepsi,1,1,0.5
2022-2023,Regular season,3,2022-07-31,CS U Craiova,Rapid București,0,1,0.0
2022-2023,Regular season,3,2022-07-31,FCSB,FC U Craiova,1,1,0.5
2022-2023,Regular season,3,2022-08-01,Hermannstadt,Botoșani,1,1,0.5
2022-2023,Regular season,4,2022-08-05,Universitatea Cluj,Petrolul Ploiești,0,1,0.0
2022-2023,Regular season,4,2022-08-06,Mioveni,FCSB,1,1,0.5
2022-2023,Regular season,4,2022-08-06,Rapid București,Argeș Pitești,2,1,1.0
