Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2019-2020,Regular season,1,2019-07-12,Voluntari,Sepsi,0.0,0.0,0.5
2019-2020,Regular season,1,2019-07-13,Astra Giurgiu,Botoșani,2.0,2.0,0.5
2019-2020,Regular season,1,2019-07-13,CFR Cluj,Poli Iași,1.0,1.0,0.5
2019-2020,Regular season,1,2019-07-14,CS U Craiova,Clinceni,3.0,2.0,1.0
2019-2020,Regular season,1,2019-07-14,FCSB,Hermannstadt,4.0,3.0,1.0
2019-2020,Regular season,1,2019-07-15,Gaz Metan,Chindia,2.0,2.0,0.5
2019-2020,Regular season,1,2019-07-15,Viitorul,Dinamo,5.0,0.0,1.0
2019-2020,Regular season,2,2019-07-19,Hermannstadt,Gaz Metan,0.0,2.0,0.0
2019-2020,Regular season,2,2019-07-19,Chindia,Viitorul,0.0,1.0,0.0
2019-2020,Regular season,2,2019-07-20,Botoșani,Voluntari,4.0,1.0,1.0
2019-2020,Regular season,2,2019-07-20,Clinceni,CFR Cluj,1.0,4.0,0.0
2019-2020,Regular season,2,2019-07-21,Poli Iași,Astra Giurgiu,1.0,0.0,1.0
2019-2020,Regular season,2,2019-07-21,Dinamo,CS U Craiova,0.0,2.0,0.0
2019-2020,Regular season,2,2019-07-22,Sepsi,FCSB,0.0,0.0,0.5
2019-2020,Regular season,3,2019-07-26,Poli Iași,Clinceni,2.0,0.0,1.0
2019-2020,Regular season,3,2019-07-26,Voluntari,Astra Giurgiu,1.0,2.0,0.0
2019-2020,Regular season,3,2019-07-27,Gaz Metan,Sepsi,1.0,1.0,0.5
2019-2020,Regular season,3,2019-07-27,CFR Cluj,Dinamo,1.0,0.0,1.0
2019-2020,Regular season,3,2019-07-28,CS U Craiova,Chindia,1.0,0.0,1.0
2019-2020,Regular season,3,2019-07-28,Viitorul,Hermannstadt,3.0,2.0,1.0
2019-2020,Regular season,3,2019-07-29,FCSB,Botoșani,0.0,2.0,0.0
2019-2020,Regular season,4,2019-08-02,Dinamo,Clinceni,4.0,2.0,1.0
2019-2020,Regular season,4,2019-08-03,Botoșani,Gaz Metan,1.0,1.0,0.5
2019-2020,Regular season,4,2019-08-03,Chindia,CFR Cluj,1.0,4.0,0.0
2019-2020,Regular season,4,2019-08-04,Hermannstadt,CS U Craiova,2.0,1.0,1.0
2019-2020,Regular season,4,2019-08-04,Sepsi,Viitorul,2.0,2.0,0.5
