Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2020-2021,Regular season,1,2020-08-21,Argeș Pitești,Botoșani,2,3,0.0
2020-2021,Regular season,1,2020-08-22,Viitorul,UTA Arad,1,1,0.5
2020-2021,Regular season,1,2020-08-22,Sepsi,CS U Craiova,0,1,0.0
2020-2021,Regular season,1,2020-08-22,Astra Giurgiu,FCSB,0,3,0.0
2020-2021,Regular season,1,2020-08-23,Poli Iași,Chindia,1,0,1.0
2020-2021,Regular season,1,2020-08-23,Clinceni,CFR Cluj,1,2,0.0
2020-2021,Regular season,1,2020-08-24,Voluntari,Gaz Metan,2,1,1.0
2020-2021,Regular season,1,2020-08-24,Dinamo,Hermannstadt,1,1,0.5
2020-2021,Regular season,2,2020-08-28,Gaz Metan,Argeș Pitești,2,0,1.0
2020-2021,Regular season,2,2020-08-28,UTA Arad,Voluntari,0,0,0.5
2020-2021,Regular season,2,2020-08-29,Hermannstadt,Clinceni,2,2,0.5
2020-2021,Regular season,2,2020-08-29,CFR Cluj,Sepsi,0,0,0.5
2020-2021,Regular season,2,2020-08-30,Botoșani,Poli Iași,4,0,1.0
2020-2021,Regular season,2,2020-08-30,CS U Craiova,Astra Giurgiu,2,0,1.0
2020-2021,Regular season,2,2020-08-30,FCSB,Viitorul,3,0,1.0
2020-2021,Regular season,2,2020-08-31,Chindia,Dinamo,1,0,1.0
2020-2021,Regular season,3,2020-09-11,Argeș Pitești,UTA Arad,1,1,0.5
2020-2021,Regular season,3,2020-09-11,Dinamo,Botoșani,1,1,0.5
2020-2021,Regular season,3,2020-09-12,Clinceni,Chindia,0,0,0.5
2020-2021,Regular season,3,2020-09-12,Poli Iași,Gaz Metan,1,4,0.0
2020-2021,Regular season,3,2020-09-12,Voluntari,FCSB,2,1,1.0
2020-2021,Regular season,3,2020-09-13,Astra Giurgiu,Sepsi,2,2,0.5
2020-2021,Regular season,3,2020-09-13,CFR Cluj,Hermannstadt,1,0,1.0
2020-2021,Regular season,3,2020-09-14,Viitorul,CS U Craiova,1,4,0.0
2020-2021,Regular season,4,2020-09-18,Chindia,Hermannstadt,1,3,0.0
2020-2021,Regular season,4,2020-09-18,Astra Giurgiu,CFR Cluj,0,2,0.0
2020-2021,Regular season,4,2020-09-19,Sepsi,Viitorul,1,1,0.5
2020-2021,Regular season,4,2020-09-19,CS U Craiova,Voluntari,2,1,1.0
2020-2021,Regular season,4,2020-09-20,Botoșani,Clinceni,0,0,0.5
2020-2021,Regular season,4,2020-09-20,UTA Arad,Poli Iași,2,3,0.0
2020-2021,Regular season,4,2020-09-20,FCSB,Argeș Pitești,3,0,1.0
2020-2021,Regular season,4,2020-09-21,Gaz Metan,Dinamo,1,3,0.0
2020-2021,Regular season,5,2020-09-25,Voluntari,Sepsi,1,2,0.0
2020-2021,Regular season,5,2020-09-25,Argeș Pitești,CS U Craiova,1,2,0.0
2020-2021,Regular season,5,2020-09-26,Clinceni,Gaz Metan,2,0,1.0
2020-2021,Regular season,5,2020-09-26,Viitorul,Astra Giurgiu,4,1,1.0
2020-2021,Regular season,5,2020-09-27,CFR Cluj,Chindia,0,0,0.5
2020-2021,Regular season,5,2020-09-27,Poli Iași,FCSB,5,2,1.0
2020-2021,Regular season,5,2020-09-28,Hermannstadt,Botoșani,2,1,1.0
2020-2021,Regular season,5,2020-09-28,Dinamo,UTA Arad,0,1,0.0
2020-2021,Regular season,6,2020-10-02,CS U Craiova,Poli Iași,1,0,1.0
2020-2021,Regular season,6,2020-10-03,Sepsi,Argeș Pitești,1,0,1.0
2020-2021,Regular season,6,2020-10-03,Astra Giurgiu,Voluntari,2,3,0.0
2020-2021,Regular season,6,2020-10-03,FCSB,Dinamo,3,2,1.0
2020-2021,Regular season,6,2020-10-04,Botoșani,Chindia,0,2,0.0
2020-2021,Regular season,6,2020-10-04,Gaz Metan,Hermannstadt,1,1,0.5
