Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2022-2023,Swiss Super League,1,2022-07-16,Young Boys,Zürich,4,0,1.0
2022-2023,Swiss Super League,1,2022-07-16,FC Winterthur,Basel,1,1,0.5
2022-2023,Swiss Super League,1,2022-07-17,Servette FC,St. Gallen,1,0,1.0
2022-2023,Swiss Super League,1,2022-07-17,Lugano,Sion,2,3,0.0
2022-2023,Swiss Super League,2,2022-07-23,Zürich,Luzern,0,0,0.5
2022-2023,Swiss Super League,2,2022-07-23,St. Gallen,FC Winterthur,2,0,1.0
2022-2023,Swiss Super League,2,2022-07-24,Basel,Servette FC,1,1,0.5
2022-2023,Swiss Super League,2,2022-07-24,Grasshopper,Lugano,2,1,1.0
2022-2023,Swiss Super League,2,2022-07-24,Sion,Young Boys,0,3,0.0
2022-2023,Swiss Super League,3,2022-07-30,St. Gallen,Zürich,2,0,1.0
2022-2023,Swiss Super League,3,2022-07-30,Sion,Servette FC,0,0,0.5
2022-2023,Swiss Super League,3,2022-07-31,Young Boys,Grasshopper,1,1,0.5
2022-2023,Swiss Super League,3,2022-07-31,FC Winterthur,Lugano,1,4,0.0
2022-2023,Swiss Super League,4,2022-08-06,Servette FC,FC Winterthur,1,0,1.0
2022-2023,Swiss Super League,4,2022-08-06,Grasshopper,St. Gallen,3,2,1.0
2022-2023,Swiss Super League,4,2022-08-07,Zürich,Sion,0,3,0.0
2022-2023,Swiss Super League,4,2022-08-07,Basel,Young Boys,0,0,0.5
2022-2023,Swiss Super League,4,2022-08-07,Lugano,Luzern,1,2,0.0
2022-2023,Swiss Super League,1,2022-08-10,Luzern,Grasshopper,1,1,0.5
2022-2023,Swiss Super League,5,2022-08-13,Sion,Grasshopper,2,2,0.5
2022-2023,Swiss Super League,5,2022-08-13,St. Gallen,Luzern,4,1,1.0
2022-2023,Swiss Super League,5,2022-08-14,FC Winterthur,Zürich,1,1,0.5
2022-2023,Swiss Super League,5,2022-08-14,Basel,Lugano,0,2,0.0
2022-2023,Swiss Super League,5,2022-08-14,Young Boys,Servette FC,3,0,1.0
2022-2023,Swiss Super League,6,2022-08-27,Luzern,Sion,2,0,1.0
2022-2023,Swiss Super League,6,2022-08-27,Servette FC,Grasshopper,3,1,1.0
2022-2023,Swiss Super League,6,2022-08-28,Lugano,St. Gallen,2,3,0.0
2022-2023,Swiss Super League,6,2022-08-28,FC Winterthur,Young Boys,1,5,0.0
2022-2023,Swiss Super League,6,2022-08-28,Zürich,Basel,2,4,0.0
2022-2023,Swiss Super League,7,2022-09-03,Sion,Basel,2,1,1.0
2022-2023,Swiss Super League,7,2022-09-03,Zürich,Lugano,1,2,0.0
2022-2023,Swiss Super League,7,2022-09-04,Luzern,Servette FC,0,2,0.0
2022-2023,Swiss Super League,7,2022-09-04,Grasshopper,FC Winterthur,3,0,1.0
2022-2023,Swiss Super League,7,2022-09-04,St. Gallen,Young Boys,2,1,1.0
2022-2023,Swiss Super League,8,2022-09-10,St. Gallen,Sion,1,2,0.0
