Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2016-2017,1,2016-07-23,Lugano,Luzern,1,2,0.0
2016-2017,1,2016-07-23,St. Gallen,Young Boys,0,2,0.0
2016-2017,1,2016-07-24,Grasshopper,Lausanne-Sport,2,0,1.0
2016-2017,1,2016-07-24,Thun,Vaduz,1,1,0.5
2016-2017,1,2016-07-24,Basel,Sion,3,0,1.0
2016-2017,2,2016-07-30,Sion,St. Gallen,2,1,1.0
2016-2017,2,2016-07-30,Young Boys,Lugano,1,2,0.0
2016-2017,2,2016-07-31,Vaduz,Basel,1,5,0.0
2016-2017,2,2016-07-31,Lausanne-Sport,Thun,4,4,0.5
2016-2017,2,2016-07-31,Luzern,Grasshopper,4,3,1.0
2016-2017,3,2016-08-06,Young Boys,Thun,4,1,1.0
2016-2017,3,2016-08-06,Sion,Lausanne-Sport,1,3,0.0
2016-2017,3,2016-08-07,Lugano,Vaduz,0,2,0.0
2016-2017,3,2016-08-07,Luzern,Basel,2,3,0.0
2016-2017,3,2016-08-07,St. Gallen,Grasshopper,2,1,1.0
2016-2017,4,2016-08-10,Vaduz,Luzern,1,3,0.0
2016-2017,4,2016-08-10,Lugano,Sion,3,1,1.0
2016-2017,4,2016-08-10,Basel,Young Boys,3,0,1.0
2016-2017,4,2016-08-11,Lausanne-Sport,St. Gallen,1,0,1.0
2016-2017,4,2016-08-11,Thun,Grasshopper,2,1,1.0
2016-2017,5,2016-08-20,Young Boys,Lausanne-Sport,7,2,1.0
2016-2017,5,2016-08-20,Basel,Lugano,4,1,1.0
2016-2017,5,2016-08-21,Grasshopper,Sion,2,1,1.0
2016-2017,5,2016-08-21,Luzern,Thun,3,0,1.0
2016-2017,5,2016-08-21,Vaduz,St. Gallen,2,0,1.0
2016-2017,6,2016-08-27,Lugano,Lausanne-Sport,1,1,0.5
2016-2017,6,2016-08-27,Sion,Vaduz,3,1,1.0
2016-2017,6,2016-08-28,St. Gallen,Luzern,3,0,1.0
2016-2017,6,2016-08-28,Grasshopper,Young Boys,4,1,1.0
2016-2017,6,2016-08-28,Thun,Basel,0,3,0.0
2016-2017,7,2016-09-10,Young Boys,Luzern,2,1,1.0
2016-2017,7,2016-09-10,Basel,Grasshopper,3,1,1.0
2016-2017,7,2016-09-11,Sion,Thun,1,0,1.0
2016-2017,7,2016-09-11,Lausanne-Sport,Vaduz,5,0,1.0
2016-2017,7,2016-09-11,St. Gallen,Lugano,0,2,0.0
2016-2017,8,2016-09-20,Thun,St. Gallen,1,2,0.0
2016-2017,8,2016-09-21,Luzern,Sion,2,2,0.5
2016-2017,8,2016-09-21,Vaduz,Young Boys,0,0,0.5
2016-2017,8,2016-09-21,Lausanne-Sport,Basel,1,2,0.0
2016-2017,8,2016-09-22,Lugano,Grasshopper,2,0,1.0
2016-2017,9,2016-09-24,Luzern,Lausanne-Sport,1,3,0.0
2016-2017,9,2016-09-24,St. Gallen,Basel,1,3,0.0
2016-2017,9,2016-09-25,Grasshopper,Vaduz,2,1,1.0
2016-2017,9,2016-09-25,Thun,Lugano,2,2,0.5
2016-2017,9,2016-09-25,Sion,Young Boys,0,0,0.5
2016-2017,10,2016-10-01,Vaduz,Sion,2,5,0.0
2016-2017,10,2016-10-01,Basel,Thun,1,1,0.5
2016-2017,10,2016-10-02,Young Boys,St. Gallen,2,2,0.5
2016-2017,10,2016-10-02,Lausanne-Sport,Lugano,4,1,1.0
2016-2017,10,2016-10-02,Grasshopper,Luzern,3,2,1.0
2016-2017,11,2016-10-15,Thun,Lausanne-Sport,1,0,1.0
2016-2017,11,2016-10-15,Basel,Luzern,3,0,1.0
2016-2017,11,2016-10-16,Sion,Grasshopper,4,2,1.0
2016-2017,11,2016-10-16,St. Gallen,Vaduz,0,2,0.0
2016-2017,11,2016-10-16,Lugano,Young Boys,0,0,0.5
2016-2017,12,2016-10-22,Vaduz,Thun,2,3,0.0
2016-2017,12,2016-10-22,Lugano,Basel,2,2,0.5
2016-2017,12,2016-10-23,Young Boys,Grasshopper,4,0,1.0
2016-2017,12,2016-10-23,Lausanne-Sport,Sion,0,2,0.0
2016-2017,12,2016-10-23,Luzern,St. Gallen,3,0,1.0
2016-2017,13,2016-10-29,Sion,Lugano,5,1,1.0
2016-2017,13,2016-10-29,Grasshopper,Basel,0,2,0.0
2016-2017,13,2016-10-30,Lausanne-Sport,Luzern,2,3,0.0
2016-2017,13,2016-10-30,Young Boys,Vaduz,5,0,1.0
2016-2017,13,2016-10-30,St. Gallen,Thun,0,0,0.5
2016-2017,14,2016-11-05,Thun,Sion,2,3,0.0
2016-2017,14,2016-11-05,Basel,Lausanne-Sport,2,1,1.0
2016-2017,14,2016-11-06,Vaduz,Grasshopper,0,0,0.5
2016-2017,14,2016-11-06,Lugano,St. Gallen,2,3,0.0
2016-2017,14,2016-11-06,Luzern,Young Boys,2,2,0.5
2016-2017,15,2016-11-19,Grasshopper,Thun,1,1,0.5
2016-2017,15,2016-11-19,Basel,Vaduz,6,0,1.0
2016-2017,15,2016-11-20,Young Boys,Sion,4,3,1.0
2016-2017,15,2016-11-20,St. Gallen,Lausanne-Sport,2,0,1.0
2016-2017,15,2016-11-20,Luzern,Lugano,2,1,1.0
2016-2017,16,2016-11-26,Thun,Luzern,1,2,0.0
2016-2017,16,2016-11-26,Grasshopper,St. Gallen,2,2,0.5
2016-2017,16,2016-11-27,Vaduz,Lugano,5,1,1.0
2016-2017,16,2016-11-27,Lausanne-Sport,Young Boys,1,2,0.0
2016-2017,16,2016-11-27,Sion,Basel,1,2,0.0
2016-2017,17,2016-12-03,Luzern,Vaduz,3,0,1.0
2016-2017,17,2016-12-03,Young Boys,Basel,3,1,1.0
2016-2017,17,2016-12-04,Lausanne-Sport,Grasshopper,1,2,0.0
2016-2017,17,2016-12-04,Lugano,Thun,1,1,0.5
2016-2017,17,2016-12-04,St. Gallen,Sion,2,1,1.0
2016-2017,18,2016-12-10,Vaduz,Lausanne-Sport,1,1,0.5
2016-2017,18,2016-12-10,Basel,St. Gallen,1,0,1.0
2016-2017,18,2016-12-11,Grasshopper,Lugano,0,0,0.5
2016-2017,18,2016-12-11,Sion,Luzern,3,1,1.0
2016-2017,18,2016-12-11,Thun,Young Boys,2,3,0.0
2016-2017,19,2017-02-04,Grasshopper,Thun,0,1,0.0
2016-2017,19,2017-02-04,Basel,Lugano,4,0,1.0
2016-2017,19,2017-02-05,Lausanne-Sport,Luzern,4,4,0.5
2016-2017,19,2017-02-05,Vaduz,St. Gallen,1,1,0.5
2016-2017,19,2017-02-05,Young Boys,Sion,3,1,1.0
2016-2017,20,2017-02-11,Thun,Basel,0,2,0.0
2016-2017,20,2017-02-11,Lugano,Grasshopper,3,0,1.0
2016-2017,20,2017-02-12,St. Gallen,Lausanne-Sport,2,1,1.0
2016-2017,20,2017-02-12,Sion,Vaduz,4,2,1.0
2016-2017,20,2017-02-12,Luzern,Young Boys,4,1,1.0
2016-2017,21,2017-02-18,Luzern,Thun,1,1,0.5
2016-2017,21,2017-02-18,Young Boys,St. Gallen,2,2,0.5
2016-2017,21,2017-02-19,Vaduz,Lugano,1,1,0.5
2016-2017,21,2017-02-19,Basel,Lausanne-Sport,4,3,1.0
2016-2017,21,2017-02-19,Grasshopper,Sion,0,1,0.0
2016-2017,22,2017-02-25,Thun,Vaduz,4,3,1.0
2016-2017,22,2017-02-25,Grasshopper,Young Boys,2,3,0.0
2016-2017,22,2017-02-26,Basel,Luzern,3,1,1.0
2016-2017,22,2017-02-26,Lausanne-Sport,Sion,0,1,0.0
2016-2017,22,2017-02-26,St. Gallen,Lugano,0,1,0.0
2016-2017,23,2017-03-04,Lugano,Lausanne-Sport,2,1,1.0
2016-2017,23,2017-03-04,Young Boys,Thun,3,2,1.0
2016-2017,23,2017-03-05,Vaduz,Basel,1,1,0.5
2016-2017,23,2017-03-05,Sion,St. Gallen,1,2,0.0
2016-2017,23,2017-03-05,Luzern,Grasshopper,1,1,0.5
2016-2017,24,2017-03-11,Grasshopper,Vaduz,1,2,0.0
2016-2017,24,2017-03-11,St. Gallen,Luzern,1,1,0.5
2016-2017,24,2017-03-12,Thun,Lugano,5,2,1.0
2016-2017,24,2017-03-12,Lausanne-Sport,Young Boys,0,0,0.5
2016-2017,24,2017-03-12,Sion,Basel,0,1,0.0
2016-2017,25,2017-03-18,Luzern,Sion,0,0,0.5
2016-2017,25,2017-03-18,Basel,Grasshopper,1,0,1.0
2016-2017,25,2017-03-19,Thun,St. Gallen,2,2,0.5
2016-2017,25,2017-03-19,Lugano,Young Boys,0,2,0.0
2016-2017,25,2017-03-19,Vaduz,Lausanne-Sport,0,1,0.0
2016-2017,26,2017-04-01,Sion,Thun,2,1,1.0
2016-2017,26,2017-04-01,St. Gallen,Basel,0,3,0.0
2016-2017,26,2017-04-02,Luzern,Lugano,0,2,0.0
2016-2017,26,2017-04-02,Young Boys,Vaduz,3,2,1.0
2016-2017,26,2017-04-02,Lausanne-Sport,Grasshopper,0,0,0.5
2016-2017,27,2017-04-08,Thun,Lausanne-Sport,2,4,0.0
2016-2017,27,2017-04-08,Grasshopper,St. Gallen,3,1,1.0
2016-2017,27,2017-04-09,Vaduz,Luzern,0,2,0.0
2016-2017,27,2017-04-09,Lugano,Sion,4,2,1.0
2016-2017,27,2017-04-09,Basel,Young Boys,1,1,0.5
2016-2017,28,2017-04-15,Vaduz,Sion,0,1,0.0
2016-2017,28,2017-04-15,Lausanne-Sport,Basel,0,4,0.0
2016-2017,28,2017-04-17,Lugano,Thun,2,1,1.0
2016-2017,28,2017-04-17,Young Boys,Grasshopper,0,1,0.0
2016-2017,28,2017-04-17,Luzern,St. Gallen,2,0,1.0
2016-2017,29,2017-04-22,Grasshopper,Luzern,4,1,1.0
2016-2017,29,2017-04-22,Basel,Vaduz,2,2,0.5
2016-2017,29,2017-04-23,Young Boys,Lugano,1,2,0.0
2016-2017,29,2017-04-23,St. Gallen,Thun,1,2,0.0
2016-2017,29,2017-04-23,Sion,Lausanne-Sport,0,1,0.0
2016-2017,30,2017-04-28,Luzern,Basel,1,2,0.0
2016-2017,30,2017-04-29,Lausanne-Sport,Vaduz,1,3,0.0
2016-2017,30,2017-04-30,Thun,Sion,2,1,1.0
