Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2014-2015,1,2014-07-19,Aarau,Basel,1,2,0.0
2014-2015,1,2014-07-19,St. Gallen,Young Boys,2,2,0.5
2014-2015,1,2014-07-20,Luzern,Sion,1,1,0.5
2014-2015,1,2014-07-20,Thun,Vaduz,1,0,1.0
2014-2015,1,2014-07-20,Zürich,Grasshopper,1,0,1.0
2014-2015,5,2014-07-23,Zürich,Thun,2,1,1.0
2014-2015,5,2014-07-23,Aarau,Sion,1,0,1.0
2014-2015,2,2014-07-26,Grasshopper,Thun,2,3,0.0
2014-2015,2,2014-07-26,Sion,St. Gallen,1,0,1.0
2014-2015,2,2014-07-27,Young Boys,Aarau,1,1,0.5
2014-2015,2,2014-07-27,Vaduz,Zürich,1,4,0.0
2014-2015,2,2014-07-27,Basel,Luzern,3,0,1.0
2014-2015,3,2014-08-02,Thun,Basel,2,3,0.0
2014-2015,3,2014-08-02,Grasshopper,Sion,0,0,0.5
2014-2015,3,2014-08-03,Zürich,Young Boys,2,1,1.0
2014-2015,3,2014-08-03,St. Gallen,Luzern,2,1,1.0
2014-2015,3,2014-08-06,Aarau,Vaduz,1,1,0.5
2014-2015,4,2014-08-09,St. Gallen,Aarau,2,2,0.5
2014-2015,4,2014-08-09,Basel,Zürich,4,1,1.0
2014-2015,4,2014-08-10,Sion,Vaduz,1,0,1.0
2014-2015,4,2014-08-10,Luzern,Grasshopper,1,1,0.5
2014-2015,4,2014-08-10,Young Boys,Thun,1,1,0.5
2014-2015,5,2014-08-13,Vaduz,Luzern,1,1,0.5
2014-2015,5,2014-08-13,Young Boys,Grasshopper,4,0,1.0
2014-2015,5,2014-08-14,Basel,St. Gallen,0,2,0.0
2014-2015,6,2014-08-16,Aarau,Grasshopper,1,2,0.0
2014-2015,6,2014-08-16,Luzern,Zürich,1,1,0.5
2014-2015,6,2014-08-17,Thun,St. Gallen,3,1,1.0
2014-2015,6,2014-08-17,Sion,Basel,2,3,0.0
2014-2015,6,2014-08-17,Vaduz,Young Boys,0,2,0.0
2014-2015,7,2014-08-30,Thun,Sion,2,1,1.0
2014-2015,7,2014-08-30,Luzern,Aarau,1,1,0.5
2014-2015,7,2014-08-31,Grasshopper,Vaduz,0,1,0.0
2014-2015,7,2014-08-31,St. Gallen,Zürich,0,2,0.0
2014-2015,7,2014-08-31,Basel,Young Boys,3,1,1.0
2014-2015,8,2014-09-13,Grasshopper,Basel,3,1,1.0
2014-2015,8,2014-09-13,Aarau,Thun,2,1,1.0
2014-2015,8,2014-09-14,Vaduz,St. Gallen,2,2,0.5
2014-2015,8,2014-09-14,Young Boys,Luzern,3,2,1.0
2014-2015,8,2014-09-14,Zürich,Sion,4,1,1.0
2014-2015,9,2014-09-23,Thun,Luzern,3,2,1.0
2014-2015,9,2014-09-23,Basel,Vaduz,3,1,1.0
2014-2015,9,2014-09-24,St. Gallen,Grasshopper,3,0,1.0
2014-2015,9,2014-09-24,Zürich,Aarau,0,0,0.5
2014-2015,9,2014-09-24,Sion,Young Boys,0,1,0.0
2014-2015,10,2014-09-27,Grasshopper,Aarau,2,1,1.0
2014-2015,10,2014-09-27,Basel,Thun,1,1,0.5
2014-2015,10,2014-09-28,Vaduz,Sion,1,0,1.0
2014-2015,10,2014-09-28,Young Boys,Zürich,2,1,1.0
2014-2015,10,2014-09-28,Luzern,St. Gallen,1,2,0.0
2014-2015,11,2014-10-04,Thun,Grasshopper,3,2,1.0
2014-2015,11,2014-10-04,St. Gallen,Basel,2,1,1.0
2014-2015,11,2014-10-05,Sion,Luzern,3,1,1.0
2014-2015,11,2014-10-05,Zürich,Vaduz,3,0,1.0
2014-2015,11,2014-10-05,Aarau,Young Boys,3,2,1.0
2014-2015,12,2014-10-18,Aarau,St. Gallen,0,3,0.0
2014-2015,12,2014-10-18,Young Boys,Basel,0,1,0.0
2014-2015,12,2014-10-19,Luzern,Vaduz,0,0,0.5
2014-2015,12,2014-10-19,Sion,Thun,0,0,0.5
2014-2015,12,2014-10-19,Grasshopper,Zürich,1,3,0.0
2014-2015,13,2014-10-25,Thun,Aarau,0,0,0.5
2014-2015,13,2014-10-25,Basel,Sion,1,1,0.5
2014-2015,13,2014-10-26,Zürich,St. Gallen,1,1,0.5
