Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2017-2018,1,2017-07-22,Lausanne-Sport,St. Gallen,3,3,0.5
2017-2018,1,2017-07-22,Young Boys,Basel,2,0,1.0
2017-2018,1,2017-07-23,Grasshopper,Zürich,0,2,0.0
2017-2018,1,2017-07-23,Luzern,Lugano,1,0,1.0
2017-2018,1,2017-07-23,Thun,Sion,0,1,0.0
2017-2018,2,2017-07-29,Grasshopper,Young Boys,0,4,0.0
2017-2018,2,2017-07-30,Zürich,Thun,2,1,1.0
2017-2018,2,2017-07-30,Basel,Luzern,3,1,1.0
2017-2018,2,2017-07-30,Lausanne-Sport,Sion,0,1,0.0
2017-2018,3,2017-08-05,Thun,Basel,0,3,0.0
2017-2018,3,2017-08-05,Lugano,Zürich,0,0,0.5
2017-2018,3,2017-08-06,Young Boys,Lausanne-Sport,3,0,1.0
2017-2018,3,2017-08-06,Luzern,Grasshopper,2,2,0.5
2017-2018,3,2017-08-06,St. Gallen,Sion,2,0,1.0
2017-2018,4,2017-08-09,Lausanne-Sport,Lugano,2,3,0.0
2017-2018,4,2017-08-09,Young Boys,Thun,0,4,0.0
2017-2018,4,2017-08-09,St. Gallen,Luzern,0,2,0.0
2017-2018,4,2017-08-10,Zürich,Sion,2,0,1.0
2017-2018,4,2017-08-10,Basel,Grasshopper,3,2,1.0
2017-2018,2,2017-08-16,Lugano,St. Gallen,0,1,0.0
2017-2018,5,2017-08-19,Thun,Lausanne-Sport,5,2,1.0
2017-2018,5,2017-08-19,Zürich,Young Boys,0,0,0.5
2017-2018,5,2017-08-20,Grasshopper,St. Gallen,2,0,1.0
2017-2018,5,2017-08-20,Sion,Luzern,1,1,0.5
2017-2018,5,2017-08-20,Basel,Lugano,1,1,0.5
2017-2018,6,2017-08-26,Lausanne-Sport,Grasshopper,1,1,0.5
2017-2018,6,2017-08-26,Lugano,Thun,4,1,1.0
2017-2018,6,2017-08-27,St. Gallen,Young Boys,2,2,0.5
2017-2018,6,2017-08-27,Luzern,Zürich,1,1,0.5
2017-2018,6,2017-08-27,Sion,Basel,1,1,0.5
2017-2018,7,2017-09-09,Basel,Lausanne-Sport,1,2,0.0
