Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,Regular season,1,2023-07-22,St. Gallen,Basel,2,1,1.0
2023-2024,Regular season,1,2023-07-22,Grasshopper,Servette FC,1,3,0.0
2023-2024,Regular season,1,2023-07-22,FC Winterthur,Luzern,0,0,0.5
2023-2024,Regular season,1,2023-07-23,Young Boys,Lausanne-Sport,2,1,1.0
2023-2024,Regular season,1,2023-07-23,Zürich,Yverdon-Sport,2,0,1.0
2023-2024,Regular season,1,2023-07-26,FC Stade Lausanne-Ouchy,Lugano,0,3,0.0
2023-2024,Regular season,2,2023-07-29,Lugano,St. Gallen,1,0,1.0
2023-2024,Regular season,2,2023-07-29,Lausanne-Sport,Grasshopper,1,1,0.5
2023-2024,Regular season,2,2023-07-29,Servette FC,Zürich,2,2,0.5
2023-2024,Regular season,2,2023-07-30,Luzern,FC Stade Lausanne-Ouchy,2,1,1.0
2023-2024,Regular season,2,2023-07-30,Yverdon-Sport,Young Boys,2,2,0.5
2023-2024,Regular season,2,2023-07-30,Basel,FC Winterthur,5,2,1.0
2023-2024,Regular season,3,2023-08-05,FC Stade Lausanne-Ouchy,Servette FC,1,1,0.5
2023-2024,Regular season,3,2023-08-05,Young Boys,FC Winterthur,5,2,1.0
2023-2024,Regular season,3,2023-08-05,Zürich,Lugano,3,0,1.0
2023-2024,Regular season,3,2023-08-06,Lausanne-Sport,Yverdon-Sport,1,2,0.0
2023-2024,Regular season,3,2023-08-06,Grasshopper,Basel,3,1,1.0
2023-2024,Regular season,3,2023-08-06,St. Gallen,Luzern,2,1,1.0
2023-2024,Regular season,4,2023-08-12,FC Winterthur,Grasshopper,3,1,1.0
2023-2024,Regular season,4,2023-08-12,FC Stade Lausanne-Ouchy,Zürich,0,3,0.0
2023-2024,Regular season,4,2023-08-12,Servette FC,St. Gallen,1,1,0.5
2023-2024,Regular season,4,2023-08-13,Basel,Lausanne-Sport,1,2,0.0
2023-2024,Regular season,4,2023-08-13,Luzern,Young Boys,1,1,0.5
2023-2024,Regular season,4,2023-08-13,Lugano,Yverdon-Sport,6,1,1.0
2023-2024,Regular season,5,2023-08-26,Yverdon-Sport,Servette FC,4,1,1.0
2023-2024,Regular season,5,2023-08-26,Zürich,St. Gallen,1,1,0.5
2023-2024,Regular season,5,2023-08-27,Lausanne-Sport,FC Winterthur,2,5,0.0
2023-2024,Regular season,5,2023-08-27,Grasshopper,Luzern,0,1,0.0
2023-2024,Regular season,6,2023-09-02,St. Gallen,Lausanne-Sport,2,1,1.0
2023-2024,Regular season,6,2023-09-02,FC Stade Lausanne-Ouchy,Grasshopper,2,1,1.0
2023-2024,Regular season,6,2023-09-02,FC Winterthur,Yverdon-Sport,1,1,0.5
2023-2024,Regular season,6,2023-09-03,Servette FC,Young Boys,0,1,0.0
2023-2024,Regular season,6,2023-09-03,Luzern,Lugano,3,2,1.0
2023-2024,Regular season,6,2023-09-03,Basel,Zürich,2,2,0.5
2023-2024,Regular season,7,2023-09-23,FC Winterthur,FC Stade Lausanne-Ouchy,2,1,1.0
2023-2024,Regular season,7,2023-09-23,Lausanne-Sport,Zürich,0,0,0.5
2023-2024,Regular season,7,2023-09-23,Grasshopper,St. Gallen,1,1,0.5
2023-2024,Regular season,7,2023-09-24,Yverdon-Sport,Basel,3,2,1.0
2023-2024,Regular season,7,2023-09-24,Young Boys,Lugano,4,1,1.0
2023-2024,Regular season,7,2023-09-24,Luzern,Servette FC,2,0,1.0
2023-2024,Regular season,8,2023-09-26,Zürich,Grasshopper,2,1,1.0
2023-2024,Regular season,8,2023-09-27,St. Gallen,Young Boys,2,1,1.0
2023-2024,Regular season,8,2023-09-27,Servette FC,FC Winterthur,2,2,0.5
2023-2024,Regular season,8,2023-09-27,Lugano,Lausanne-Sport,2,1,1.0
2023-2024,Regular season,8,2023-09-28,FC Stade Lausanne-Ouchy,Yverdon-Sport,1,1,0.5
2023-2024,Regular season,8,2023-09-28,Basel,Luzern,1,1,0.5
2023-2024,Regular season,9,2023-09-30,FC Winterthur,Lugano,2,3,0.0
2023-2024,Regular season,9,2023-09-30,Servette FC,Lausanne-Sport,2,1,1.0
2023-2024,Regular season,9,2023-09-30,Grasshopper,Young Boys,0,1,0.0
2023-2024,Regular season,9,2023-10-01,Yverdon-Sport,St. Gallen,1,0,1.0
2023-2024,Regular season,9,2023-10-01,Luzern,Zürich,1,4,0.0
2023-2024,Regular season,9,2023-10-01,Basel,FC Stade Lausanne-Ouchy,0,3,0.0
2023-2024,Regular season,10,2023-10-07,Zürich,FC Winterthur,3,2,1.0
2023-2024,Regular season,10,2023-10-07,Yverdon-Sport,Grasshopper,0,3,0.0
2023-2024,Regular season,10,2023-10-07,St. Gallen,FC Stade Lausanne-Ouchy,4,0,1.0
2023-2024,Regular season,10,2023-10-08,Lugano,Servette FC,0,1,0.0
2023-2024,Regular season,10,2023-10-08,Young Boys,Basel,3,0,1.0
2023-2024,Regular season,10,2023-10-08,Lausanne-Sport,Luzern,3,1,1.0
2023-2024,Regular season,11,2023-10-21,Young Boys,Zürich,0,0,0.5
2023-2024,Regular season,11,2023-10-21,FC Stade Lausanne-Ouchy,Lausanne-Sport,2,2,0.5
2023-2024,Regular season,11,2023-10-21,Basel,Servette FC,0,1,0.0
2023-2024,Regular season,11,2023-10-22,FC Winterthur,St. Gallen,2,1,1.0
2023-2024,Regular season,11,2023-10-22,Luzern,Yverdon-Sport,2,1,1.0
2023-2024,Regular season,11,2023-10-22,Grasshopper,Lugano,2,1,1.0
2023-2024,Regular season,12,2023-10-28,St. Gallen,Grasshopper,3,1,1.0
2023-2024,Regular season,12,2023-10-28,Yverdon-Sport,FC Winterthur,1,1,0.5
2023-2024,Regular season,12,2023-10-28,Zürich,FC Stade Lausanne-Ouchy,1,1,0.5
2023-2024,Regular season,12,2023-10-29,Lausanne-Sport,Basel,3,0,1.0
2023-2024,Regular season,12,2023-10-29,Lugano,Young Boys,1,1,0.5
2023-2024,Regular season,12,2023-10-29,Servette FC,Luzern,4,2,1.0
2023-2024,Regular season,13,2023-11-04,Lausanne-Sport,Lugano,3,1,1.0
2023-2024,Regular season,13,2023-11-04,FC Winterthur,Young Boys,1,4,0.0
2023-2024,Regular season,13,2023-11-04,Zürich,Servette FC,0,2,0.0
2023-2024,Regular season,13,2023-11-05,Luzern,Grasshopper,2,0,1.0
2023-2024,Regular season,13,2023-11-05,FC Stade Lausanne-Ouchy,St. Gallen,2,5,0.0
2023-2024,Regular season,13,2023-11-05,Basel,Yverdon-Sport,2,1,1.0
