Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Swiss Super League,1,2018-07-21,Basel,St. Gallen,1,2,0.0
2018-2019,Swiss Super League,1,2018-07-21,Luzern,Xamax,0,2,0.0
2018-2019,Swiss Super League,1,2018-07-22,Young Boys,Grasshopper,2,0,1.0
2018-2019,Swiss Super League,1,2018-07-22,Zürich,Thun,2,1,1.0
2018-2019,Swiss Super League,1,2018-07-22,Sion,Lugano,1,2,0.0
2018-2019,Swiss Super League,2,2018-07-28,Xamax,Basel,1,1,0.5
2018-2019,Swiss Super League,2,2018-07-28,Grasshopper,Zürich,0,2,0.0
2018-2019,Swiss Super League,2,2018-07-29,Thun,Luzern,2,1,1.0
2018-2019,Swiss Super League,2,2018-07-29,Lugano,Young Boys,0,2,0.0
2018-2019,Swiss Super League,2,2018-07-29,St. Gallen,Sion,2,4,0.0
2018-2019,Swiss Super League,3,2018-08-04,Basel,Grasshopper,4,2,1.0
2018-2019,Swiss Super League,3,2018-08-04,Luzern,Lugano,4,2,1.0
2018-2019,Swiss Super League,3,2018-08-05,St. Gallen,Thun,3,2,1.0
2018-2019,Swiss Super League,3,2018-08-05,Young Boys,Zürich,4,0,1.0
2018-2019,Swiss Super League,3,2018-08-05,Sion,Xamax,3,0,1.0
2018-2019,Swiss Super League,4,2018-08-11,Xamax,Thun,1,5,0.0
2018-2019,Swiss Super League,4,2018-08-11,Lugano,Grasshopper,2,2,0.5
2018-2019,Swiss Super League,4,2018-08-12,Basel,Sion,3,2,1.0
2018-2019,Swiss Super League,4,2018-08-12,Luzern,Young Boys,2,3,0.0
2018-2019,Swiss Super League,4,2018-08-12,Zürich,St. Gallen,0,0,0.5
2018-2019,Swiss Super League,5,2018-08-25,Grasshopper,Sion,2,1,1.0
2018-2019,Swiss Super League,5,2018-08-25,Young Boys,Xamax,5,2,1.0
2018-2019,Swiss Super League,5,2018-08-26,St. Gallen,Luzern,0,1,0.0
2018-2019,Swiss Super League,5,2018-08-26,Thun,Lugano,1,1,0.5
2018-2019,Swiss Super League,5,2018-08-26,Zürich,Basel,1,1,0.5
2018-2019,Swiss Super League,6,2018-09-01,Sion,Young Boys,0,3,0.0
2018-2019,Swiss Super League,6,2018-09-01,Lugano,Zürich,1,0,1.0
2018-2019,Swiss Super League,6,2018-09-02,Basel,Thun,1,1,0.5
2018-2019,Swiss Super League,6,2018-09-02,Luzern,Grasshopper,2,1,1.0
2018-2019,Swiss Super League,6,2018-09-02,Xamax,St. Gallen,2,3,0.0
2018-2019,Swiss Super League,7,2018-09-22,Grasshopper,Xamax,3,1,1.0
2018-2019,Swiss Super League,7,2018-09-22,Thun,Sion,4,1,1.0
2018-2019,Swiss Super League,7,2018-09-23,St. Gallen,Lugano,2,2,0.5
2018-2019,Swiss Super League,7,2018-09-23,Young Boys,Basel,7,1,1.0
2018-2019,Swiss Super League,7,2018-09-23,Zürich,Luzern,1,0,1.0
2018-2019,Swiss Super League,8,2018-09-25,Grasshopper,Thun,0,2,0.0
2018-2019,Swiss Super League,8,2018-09-26,Xamax,Lugano,2,1,1.0
2018-2019,Swiss Super League,8,2018-09-26,Basel,Luzern,2,1,1.0
2018-2019,Swiss Super League,8,2018-09-26,Young Boys,St. Gallen,2,0,1.0
2018-2019,Swiss Super League,8,2018-09-27,Sion,Zürich,1,2,0.0
2018-2019,Swiss Super League,9,2018-09-29,St. Gallen,Grasshopper,2,1,1.0
