Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,Primeira Liga,1,2021-08-06,Sporting CP,Vizela,3,0,1.0
2021-2022,Primeira Liga,1,2021-08-07,Arouca,Estoril,0,2,0.0
2021-2022,Primeira Liga,1,2021-08-07,Moreirense,Benfica,1,2,0.0
2021-2022,Primeira Liga,1,2021-08-07,Marítimo,Braga,0,2,0.0
2021-2022,Primeira Liga,1,2021-08-08,Tondela,Santa Clara,3,0,1.0
2021-2022,Primeira Liga,1,2021-08-08,Vitória,Portimonense,0,1,0.0
2021-2022,Primeira Liga,1,2021-08-08,Porto,B-SAD,2,0,1.0
2021-2022,Primeira Liga,1,2021-08-08,Paços,Famalicão,2,0,1.0
2021-2022,Primeira Liga,1,2021-08-09,Gil Vicente FC,Boavista,3,0,1.0
2021-2022,Primeira Liga,2,2021-08-13,Estoril,Vitória,0,0,0.5
2021-2022,Primeira Liga,2,2021-08-14,Vizela,Tondela,2,1,1.0
2021-2022,Primeira Liga,2,2021-08-14,Benfica,Arouca,2,0,1.0
2021-2022,Primeira Liga,2,2021-08-14,Braga,Sporting CP,1,2,0.0
2021-2022,Primeira Liga,2,2021-08-15,Portimonense,Gil Vicente FC,0,1,0.0
2021-2022,Primeira Liga,2,2021-08-15,Famalicão,Porto,1,2,0.0
2021-2022,Primeira Liga,2,2021-08-15,Santa Clara,Moreirense,2,2,0.5
2021-2022,Primeira Liga,2,2021-08-16,Boavista,Paços,3,0,1.0
2021-2022,Primeira Liga,2,2021-08-16,B-SAD,Marítimo,1,2,0.0
2021-2022,Primeira Liga,3,2021-08-20,Arouca,Famalicão,2,1,1.0
2021-2022,Primeira Liga,3,2021-08-20,Moreirense,Braga,2,3,0.0
2021-2022,Primeira Liga,3,2021-08-21,Gil Vicente FC,Benfica,0,2,0.0
2021-2022,Primeira Liga,3,2021-08-21,Sporting CP,B-SAD,2,0,1.0
2021-2022,Primeira Liga,3,2021-08-22,Tondela,Portimonense,0,3,0.0
2021-2022,Primeira Liga,3,2021-08-22,Marítimo,Porto,1,1,0.5
2021-2022,Primeira Liga,3,2021-08-22,Vitória,Vizela,4,0,1.0
2021-2022,Primeira Liga,3,2021-08-23,Paços,Estoril,1,3,0.0
2021-2022,Primeira Liga,3,2021-08-23,Boavista,Santa Clara,2,0,1.0
