Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2011-2012,1,2011-08-12,Gil Vicente,Benfica,2,2,0.5
2011-2012,1,2011-08-13,Rio Ave,Braga,0,0,0.5
2011-2012,1,2011-08-13,Sporting CP,Olhanense,1,1,0.5
2011-2012,1,2011-08-14,Vitória,Porto,0,1,0.0
2011-2012,1,2011-08-14,Marítimo,Beira-Mar,0,0,0.5
2011-2012,1,2011-08-14,Vitória Setúbal,Paços,2,1,1.0
2011-2012,1,2011-08-14,Feirense,Nacional,0,0,0.5
2011-2012,1,2011-08-15,União de Leiria,Académica,1,2,0.0
2011-2012,2,2011-08-19,Porto,Gil Vicente,3,1,1.0
2011-2012,2,2011-08-20,Benfica,Feirense,3,1,1.0
2011-2012,2,2011-08-21,Beira-Mar,Sporting CP,0,0,0.5
2011-2012,2,2011-08-21,Académica,Rio Ave,1,0,1.0
2011-2012,2,2011-08-21,Paços,União de Leiria,2,1,1.0
2011-2012,2,2011-08-21,Braga,Marítimo,2,0,1.0
2011-2012,2,2011-08-22,Olhanense,Vitória Setúbal,2,2,0.5
2011-2012,3,2011-08-27,Gil Vicente,Académica,2,0,1.0
2011-2012,3,2011-08-28,Vitória,Beira-Mar,0,3,0.0
2011-2012,3,2011-08-28,Sporting CP,Marítimo,2,3,0.0
2011-2012,3,2011-08-28,Feirense,Paços,0,0,0.5
2011-2012,3,2011-08-28,Rio Ave,Olhanense,0,1,0.0
2011-2012,3,2011-08-29,Vitória Setúbal,Braga,0,1,0.0
2011-2012,3,2011-08-29,Nacional,Benfica,0,2,0.0
2011-2012,2,2011-09-04,Nacional,Vitória,1,4,0.0
2011-2012,3,2011-09-06,União de Leiria,Porto,2,5,0.0
2011-2012,4,2011-09-09,Porto,Vitória Setúbal,3,0,1.0
2011-2012,4,2011-09-10,Benfica,Vitória,2,1,1.0
2011-2012,4,2011-09-10,Paços,Sporting CP,2,3,0.0
2011-2012,4,2011-09-11,Braga,Gil Vicente,3,1,1.0
2011-2012,4,2011-09-11,Marítimo,Rio Ave,2,1,1.0
2011-2012,4,2011-09-11,Beira-Mar,União de Leiria,0,1,0.0
2011-2012,4,2011-09-11,Olhanense,Feirense,1,2,0.0
2011-2012,4,2011-09-12,Académica,Nacional,4,0,1.0
2011-2012,5,2011-09-16,Gil Vicente,Olhanense,1,1,0.5
2011-2012,5,2011-09-17,Nacional,Paços,1,0,1.0
2011-2012,5,2011-09-18,Vitória Setúbal,Beira-Mar,1,0,1.0
2011-2012,5,2011-09-18,União de Leiria,Marítimo,1,3,0.0
2011-2012,5,2011-09-18,Feirense,Porto,0,0,0.5
2011-2012,5,2011-09-18,Benfica,Académica,4,1,1.0
2011-2012,5,2011-09-19,Rio Ave,Sporting CP,2,3,0.0
2011-2012,5,2011-09-19,Vitória,Braga,1,1,0.5
2011-2012,6,2011-09-23,Porto,Benfica,2,2,0.5
2011-2012,6,2011-09-24,Sporting CP,Vitória Setúbal,3,0,1.0
2011-2012,6,2011-09-24,Braga,Nacional,2,0,1.0
2011-2012,6,2011-09-25,Beira-Mar,Rio Ave,0,0,0.5
2011-2012,6,2011-09-25,Paços,Gil Vicente,1,2,0.0
2011-2012,6,2011-09-25,Marítimo,Vitória,2,1,1.0
2011-2012,6,2011-09-25,Olhanense,União de Leiria,2,1,1.0
2011-2012,6,2011-09-26,Académica,Feirense,4,0,1.0
2011-2012,7,2011-09-30,Vitória Setúbal,Rio Ave,2,1,1.0
2011-2012,7,2011-10-01,Benfica,Paços,4,1,1.0
2011-2012,7,2011-10-02,Feirense,Marítimo,2,2,0.5
2011-2012,7,2011-10-02,Académica,Porto,0,3,0.0
2011-2012,7,2011-10-02,Vitória,Sporting CP,0,1,0.0
2011-2012,7,2011-10-02,União de Leiria,Braga,1,0,1.0
2011-2012,7,2011-10-02,Nacional,Olhanense,1,0,1.0
2011-2012,7,2011-10-03,Gil Vicente,Beira-Mar,0,0,0.5
2011-2012,8,2011-10-21,Paços,Académica,2,0,1.0
2011-2012,8,2011-10-22,Olhanense,Vitória,1,0,1.0
2011-2012,8,2011-10-22,Beira-Mar,Benfica,0,1,0.0
2011-2012,8,2011-10-23,Braga,Feirense,3,0,1.0
2011-2012,8,2011-10-23,Rio Ave,União de Leiria,2,0,1.0
2011-2012,8,2011-10-23,Marítimo,Vitória Setúbal,1,0,1.0
2011-2012,8,2011-10-23,Porto,Nacional,5,0,1.0
2011-2012,8,2011-10-24,Sporting CP,Gil Vicente,6,1,1.0
2011-2012,9,2011-10-28,Porto,Paços,3,0,1.0
2011-2012,9,2011-10-29,Académica,Braga,0,0,0.5
2011-2012,9,2011-10-29,Benfica,Olhanense,2,1,1.0
2011-2012,9,2011-10-30,Vitória,Rio Ave,2,1,1.0
2011-2012,9,2011-10-30,União de Leiria,Vitória Setúbal,2,0,1.0
2011-2012,9,2011-10-30,Nacional,Beira-Mar,2,1,1.0
2011-2012,9,2011-10-30,Feirense,Sporting CP,0,2,0.0
2011-2012,9,2011-11-01,Gil Vicente,Marítimo,0,0,0.5
2011-2012,10,2011-11-04,Paços,Vitória,1,5,0.0
2011-2012,10,2011-11-05,Olhanense,Porto,0,0,0.5
