Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2020-2021,Primeira Liga,1,2020-09-18,Famalicão,Benfica,1,5,0.0
2020-2021,Primeira Liga,1,2020-09-18,Vitória,B-SAD,0,1,0.0
2020-2021,Primeira Liga,1,2020-09-19,Nacional,Boavista,3,3,0.5
2020-2021,Primeira Liga,1,2020-09-19,Porto,Braga,3,1,1.0
2020-2021,Primeira Liga,1,2020-09-20,Santa Clara,Marítimo,2,0,1.0
2020-2021,Primeira Liga,1,2020-09-20,Moreirense,Farense,2,0,1.0
2020-2021,Primeira Liga,1,2020-09-20,Tondela,Rio Ave,1,1,0.5
2020-2021,Primeira Liga,1,2020-09-21,Portimonense,Paços,1,1,0.5
2020-2021,Primeira Liga,2,2020-09-25,Braga,Santa Clara,0,1,0.0
2020-2021,Primeira Liga,2,2020-09-26,Marítimo,Tondela,2,1,1.0
2020-2021,Primeira Liga,2,2020-09-26,Benfica,Moreirense,2,0,1.0
2020-2021,Primeira Liga,2,2020-09-26,Boavista,Porto,0,5,0.0
2020-2021,Primeira Liga,2,2020-09-27,Farense,Nacional,0,1,0.0
2020-2021,Primeira Liga,2,2020-09-27,Gil Vicente FC,Portimonense,1,0,1.0
2020-2021,Primeira Liga,2,2020-09-27,Paços,Sporting CP,0,2,0.0
2020-2021,Primeira Liga,2,2020-09-27,Rio Ave,Vitória,0,0,0.5
2020-2021,Primeira Liga,2,2020-09-28,B-SAD,Famalicão,1,2,0.0
2020-2021,Primeira Liga,3,2020-10-02,Moreirense,Boavista,1,1,0.5
2020-2021,Primeira Liga,3,2020-10-02,Vitória,Paços,1,0,1.0
2020-2021,Primeira Liga,3,2020-10-03,Santa Clara,Gil Vicente FC,0,0,0.5
2020-2021,Primeira Liga,3,2020-10-03,Porto,Marítimo,2,3,0.0
2020-2021,Primeira Liga,3,2020-10-03,Tondela,Braga,0,4,0.0
2020-2021,Primeira Liga,3,2020-10-04,Nacional,B-SAD,0,0,0.5
2020-2021,Primeira Liga,3,2020-10-04,Famalicão,Rio Ave,1,1,0.5
2020-2021,Primeira Liga,3,2020-10-04,Benfica,Farense,3,2,1.0
2020-2021,Primeira Liga,3,2020-10-04,Portimonense,Sporting CP,0,2,0.0
2020-2021,Primeira Liga,4,2020-10-17,Marítimo,Portimonense,1,2,0.0
2020-2021,Primeira Liga,4,2020-10-17,Gil Vicente FC,Tondela,1,1,0.5
2020-2021,Primeira Liga,4,2020-10-17,Braga,Nacional,2,1,1.0
2020-2021,Primeira Liga,4,2020-10-17,Sporting CP,Porto,2,2,0.5
2020-2021,Primeira Liga,4,2020-10-18,B-SAD,Moreirense,0,0,0.5
2020-2021,Primeira Liga,4,2020-10-18,Paços,Santa Clara,2,1,1.0
2020-2021,Primeira Liga,4,2020-10-18,Farense,Famalicão,3,3,0.5
2020-2021,Primeira Liga,4,2020-10-18,Rio Ave,Benfica,0,3,0.0
2020-2021,Primeira Liga,4,2020-10-19,Boavista,Vitória,0,1,0.0
2020-2021,Primeira Liga,5,2020-10-23,Tondela,Portimonense,1,0,1.0
2020-2021,Primeira Liga,5,2020-10-24,Nacional,Paços,1,1,0.5
2020-2021,Primeira Liga,5,2020-10-24,Santa Clara,Sporting CP,1,2,0.0
2020-2021,Primeira Liga,5,2020-10-24,Porto,Gil Vicente FC,1,0,1.0
2020-2021,Primeira Liga,5,2020-10-25,Farense,Rio Ave,0,1,0.0
2020-2021,Primeira Liga,5,2020-10-25,Moreirense,Marítimo,2,1,1.0
2020-2021,Primeira Liga,5,2020-10-25,Famalicão,Boavista,2,2,0.5
2020-2021,Primeira Liga,5,2020-10-25,Vitória,Braga,0,1,0.0
2020-2021,Primeira Liga,5,2020-10-26,Benfica,B-SAD,2,0,1.0
2020-2021,Primeira Liga,1,2020-10-28,Sporting CP,Gil Vicente FC,3,1,1.0
2020-2021,Primeira Liga,6,2020-10-30,Paços,Porto,3,2,1.0
2020-2021,Primeira Liga,6,2020-10-31,B-SAD,Farense,1,1,0.5
2020-2021,Primeira Liga,6,2020-10-31,Rio Ave,Moreirense,2,0,1.0
2020-2021,Primeira Liga,6,2020-10-31,Marítimo,Nacional,0,0,0.5
2020-2021,Primeira Liga,6,2020-11-01,Portimonense,Santa Clara,1,2,0.0
2020-2021,Primeira Liga,6,2020-11-01,Gil Vicente FC,Vitória,1,2,0.0
2020-2021,Primeira Liga,6,2020-11-01,Sporting CP,Tondela,4,0,1.0
2020-2021,Primeira Liga,6,2020-11-02,Braga,Famalicão,1,0,1.0
2020-2021,Primeira Liga,6,2020-11-02,Boavista,Benfica,3,0,1.0
2020-2021,Primeira Liga,7,2020-11-06,B-SAD,Rio Ave,0,0,0.5
2020-2021,Primeira Liga,7,2020-11-07,Tondela,Santa Clara,2,0,1.0
2020-2021,Primeira Liga,7,2020-11-07,Famalicão,Marítimo,2,1,1.0
2020-2021,Primeira Liga,7,2020-11-07,Vitória,Sporting CP,0,4,0.0
2020-2021,Primeira Liga,7,2020-11-08,Farense,Boavista,3,1,1.0
2020-2021,Primeira Liga,7,2020-11-08,Nacional,Gil Vicente FC,2,1,1.0
2020-2021,Primeira Liga,7,2020-11-08,Porto,Portimonense,3,1,1.0
2020-2021,Primeira Liga,7,2020-11-08,Benfica,Braga,2,3,0.0
2020-2021,Primeira Liga,8,2020-11-27,Paços,Famalicão,2,0,1.0
2020-2021,Primeira Liga,8,2020-11-27,Tondela,Vitória,0,2,0.0
2020-2021,Primeira Liga,8,2020-11-28,Santa Clara,Porto,0,1,0.0
2020-2021,Primeira Liga,8,2020-11-28,Sporting CP,Moreirense,2,1,1.0
2020-2021,Primeira Liga,8,2020-11-29,Portimonense,Nacional,1,0,1.0
2020-2021,Primeira Liga,8,2020-11-29,Gil Vicente FC,Rio Ave,2,0,1.0
2020-2021,Primeira Liga,8,2020-11-29,Boavista,B-SAD,0,0,0.5
2020-2021,Primeira Liga,8,2020-11-29,Braga,Farense,1,0,1.0
2020-2021,Primeira Liga,8,2020-11-30,Marítimo,Benfica,1,2,0.0
2020-2021,Primeira Liga,7,2020-12-01,Moreirense,Paços,0,1,0.0
2020-2021,Primeira Liga,9,2020-12-05,Vitória,Portimonense,1,0,1.0
2020-2021,Primeira Liga,9,2020-12-05,Moreirense,Gil Vicente FC,1,1,0.5
2020-2021,Primeira Liga,9,2020-12-05,Famalicão,Sporting CP,2,2,0.5
2020-2021,Primeira Liga,9,2020-12-05,Porto,Tondela,4,3,1.0
2020-2021,Primeira Liga,9,2020-12-06,Nacional,Santa Clara,1,3,0.0
2020-2021,Primeira Liga,9,2020-12-06,Rio Ave,Boavista,0,0,0.5
2020-2021,Primeira Liga,9,2020-12-06,Benfica,Paços,2,1,1.0
2020-2021,Primeira Liga,9,2020-12-06,B-SAD,Braga,2,1,1.0
2020-2021,Primeira Liga,9,2020-12-07,Farense,Marítimo,2,1,1.0
2020-2021,Primeira Liga,10,2020-12-18,Portimonense,Famalicão,0,0,0.5
2020-2021,Primeira Liga,10,2020-12-19,Marítimo,B-SAD,1,0,1.0
2020-2021,Primeira Liga,10,2020-12-19,Tondela,Moreirense,0,0,0.5
2020-2021,Primeira Liga,10,2020-12-19,Sporting CP,Farense,1,0,1.0
2020-2021,Primeira Liga,10,2020-12-20,Paços,Boavista,1,1,0.5
2020-2021,Primeira Liga,10,2020-12-20,Gil Vicente FC,Benfica,0,2,0.0
2020-2021,Primeira Liga,10,2020-12-20,Porto,Nacional,2,0,1.0
2020-2021,Primeira Liga,10,2020-12-21,Santa Clara,Vitória,0,4,0.0
2020-2021,Primeira Liga,10,2020-12-22,Braga,Rio Ave,3,0,1.0
2020-2021,Primeira Liga,11,2020-12-27,Famalicão,Gil Vicente FC,0,1,0.0
2020-2021,Primeira Liga,11,2020-12-27,Nacional,Tondela,2,0,1.0
2020-2021,Primeira Liga,11,2020-12-27,Farense,Paços,1,1,0.5
2020-2021,Primeira Liga,11,2020-12-27,B-SAD,Sporting CP,1,2,0.0
2020-2021,Primeira Liga,11,2020-12-28,Rio Ave,Marítimo,1,3,0.0
