Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2003-2004,1,2003-08-16,Académica,Sporting CP,1,2,0.0
2003-2004,1,2003-08-17,Boavista,Benfica,0,0,0.5
2003-2004,1,2003-08-17,Porto,Braga,2,0,1.0
2003-2004,1,2003-08-17,Nacional,Paços,2,0,1.0
2003-2004,1,2003-08-17,Gil Vicente,Alverca,0,1,0.0
2003-2004,1,2003-08-17,Marítimo,Beira-Mar,1,0,1.0
2003-2004,1,2003-08-17,Moreirense,Rio Ave,1,0,1.0
2003-2004,1,2003-08-18,Vitória,União de Leiria,1,0,1.0
2003-2004,2,2003-08-22,Alverca,Marítimo,0,1,0.0
2003-2004,2,2003-08-23,Benfica,Vitória,2,0,1.0
2003-2004,2,2003-08-23,Sporting CP,Belenenses,4,2,1.0
2003-2004,2,2003-08-23,União de Leiria,Académica,0,2,0.0
2003-2004,2,2003-08-24,Paços,Moreirense,1,0,1.0
2003-2004,2,2003-08-24,Braga,Nacional,1,0,1.0
2003-2004,2,2003-08-24,Rio Ave,Gil Vicente,1,1,0.5
2003-2004,2,2003-08-24,Estrela,Porto,1,1,0.5
2003-2004,2,2003-08-25,Beira-Mar,Boavista,0,2,0.0
2003-2004,3,2003-08-30,Moreirense,Braga,0,2,0.0
2003-2004,3,2003-08-30,Boavista,Vitória,1,0,1.0
2003-2004,3,2003-08-31,Marítimo,Rio Ave,1,0,1.0
2003-2004,3,2003-08-31,Beira-Mar,Alverca,1,0,1.0
2003-2004,3,2003-08-31,Nacional,Estrela,4,0,1.0
2003-2004,3,2003-09-01,Belenenses,União de Leiria,1,1,0.5
2003-2004,3,2003-09-02,Porto,Sporting CP,4,1,1.0
2003-2004,3,2003-09-03,Gil Vicente,Paços,2,0,1.0
2003-2004,1,2003-09-07,Belenenses,Estrela,4,0,1.0
2003-2004,4,2003-09-12,Braga,Gil Vicente,2,1,1.0
2003-2004,4,2003-09-13,União de Leiria,Porto,1,3,0.0
2003-2004,4,2003-09-13,Estrela,Moreirense,1,2,0.0
2003-2004,4,2003-09-13,Vitória,Académica,1,2,0.0
2003-2004,4,2003-09-13,Paços,Marítimo,0,1,0.0
2003-2004,4,2003-09-14,Benfica,Belenenses,3,3,0.5
2003-2004,4,2003-09-14,Sporting CP,Nacional,2,0,1.0
2003-2004,4,2003-09-14,Rio Ave,Beira-Mar,1,1,0.5
2003-2004,4,2003-09-15,Alverca,Boavista,1,1,0.5
2003-2004,5,2003-09-19,Marítimo,Braga,1,1,0.5
2003-2004,5,2003-09-20,Moreirense,Sporting CP,1,0,1.0
2003-2004,5,2003-09-20,Boavista,Académica,0,0,0.5
2003-2004,5,2003-09-21,Alverca,Rio Ave,1,0,1.0
2003-2004,5,2003-09-21,Gil Vicente,Estrela,5,1,1.0
2003-2004,5,2003-09-21,Porto,Benfica,2,0,1.0
2003-2004,5,2003-09-21,Beira-Mar,Paços,4,1,1.0
2003-2004,5,2003-09-21,Nacional,União de Leiria,0,2,0.0
2003-2004,5,2003-09-22,Belenenses,Vitória,2,0,1.0
