Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2021-2022,Regular season,1,2021-07-16,Midtjylland,Odense,1,2,0.0
2021-2022,Regular season,1,2021-07-18,Vejle BK,Randers,0,2,0.0
2021-2022,Regular season,1,2021-07-18,Nordsjælland,Viborg,1,2,0.0
2021-2022,Regular season,1,2021-07-18,FC Copenhagen,Aalborg,2,2,0.5
2021-2022,Regular season,1,2021-07-18,AGF,Brøndby,1,1,0.5
2021-2022,Regular season,1,2021-07-19,Silkeborg,SønderjyskE,0,0,0.5
2021-2022,Regular season,2,2021-07-24,Aalborg,Midtjylland,0,1,0.0
2021-2022,Regular season,2,2021-07-25,Randers,Odense,1,1,0.5
2021-2022,Regular season,2,2021-07-25,Nordsjælland,AGF,0,0,0.5
2021-2022,Regular season,2,2021-07-25,FC Copenhagen,Silkeborg,0,0,0.5
2021-2022,Regular season,2,2021-07-25,Brøndby,Viborg,1,1,0.5
2021-2022,Regular season,2,2021-07-26,SønderjyskE,Vejle BK,1,0,1.0
2021-2022,Regular season,3,2021-07-31,Viborg,Midtjylland,0,2,0.0
2021-2022,Regular season,3,2021-08-01,Silkeborg,Aalborg,0,0,0.5
2021-2022,Regular season,3,2021-08-01,AGF,Randers,1,2,0.0
2021-2022,Regular season,3,2021-08-01,Vejle BK,Brøndby,2,2,0.5
2021-2022,Regular season,3,2021-08-01,Odense,FC Copenhagen,0,2,0.0
2021-2022,Regular season,3,2021-08-02,SønderjyskE,Nordsjælland,0,2,0.0
2021-2022,Regular season,4,2021-08-06,Silkeborg,Viborg,4,1,1.0
2021-2022,Regular season,4,2021-08-06,Midtjylland,Vejle BK,4,1,1.0
2021-2022,Regular season,4,2021-08-08,Randers,SønderjyskE,1,0,1.0
2021-2022,Regular season,4,2021-08-08,FC Copenhagen,Brøndby,4,2,1.0
2021-2022,Regular season,4,2021-08-08,Aalborg,AGF,2,0,1.0
2021-2022,Regular season,4,2021-08-09,Nordsjælland,Odense,3,1,1.0
2021-2022,Regular season,5,2021-08-13,SønderjyskE,Midtjylland,0,2,0.0
2021-2022,Regular season,5,2021-08-13,Viborg,Randers,1,2,0.0
2021-2022,Regular season,5,2021-08-13,Brøndby,Nordsjælland,0,1,0.0
2021-2022,Regular season,5,2021-08-15,Odense,Silkeborg,1,1,0.5
2021-2022,Regular season,5,2021-08-15,AGF,FC Copenhagen,1,3,0.0
2021-2022,Regular season,5,2021-08-16,Vejle BK,Aalborg,0,1,0.0
2021-2022,Regular season,6,2021-08-20,Midtjylland,Silkeborg,3,0,1.0
2021-2022,Regular season,6,2021-08-21,Odense,Brøndby,2,2,0.5
2021-2022,Regular season,6,2021-08-22,Randers,Aalborg,1,1,0.5
2021-2022,Regular season,6,2021-08-22,FC Copenhagen,SønderjyskE,2,0,1.0
2021-2022,Regular season,6,2021-08-22,Viborg,AGF,2,0,1.0
2021-2022,Regular season,6,2021-08-23,Nordsjælland,Vejle BK,3,1,1.0
2021-2022,Regular season,7,2021-08-27,Aalborg,Nordsjælland,2,1,1.0
2021-2022,Regular season,7,2021-08-29,Silkeborg,Randers,2,1,1.0
2021-2022,Regular season,7,2021-08-29,SønderjyskE,Viborg,2,2,0.5
2021-2022,Regular season,7,2021-08-29,Vejle BK,FC Copenhagen,0,4,0.0
2021-2022,Regular season,7,2021-08-29,AGF,Odense,2,2,0.5
2021-2022,Regular season,7,2021-08-29,Brøndby,Midtjylland,2,0,1.0
2021-2022,Regular season,8,2021-09-10,Midtjylland,Nordsjælland,2,0,1.0
2021-2022,Regular season,8,2021-09-10,Brøndby,Silkeborg,1,1,0.5
2021-2022,Regular season,8,2021-09-12,Viborg,Aalborg,2,3,0.0
2021-2022,Regular season,8,2021-09-12,Randers,FC Copenhagen,0,2,0.0
2021-2022,Regular season,8,2021-09-12,AGF,Vejle BK,1,0,1.0
2021-2022,Regular season,8,2021-09-13,Odense,SønderjyskE,2,1,1.0
2021-2022,Regular season,9,2021-09-17,Aalborg,Odense,2,0,1.0
2021-2022,Regular season,9,2021-09-19,Randers,Nordsjælland,3,2,1.0
2021-2022,Regular season,9,2021-09-19,Vejle BK,Viborg,1,1,0.5
2021-2022,Regular season,9,2021-09-19,SønderjyskE,Brøndby,1,0,1.0
2021-2022,Regular season,9,2021-09-19,FC Copenhagen,Midtjylland,0,1,0.0
2021-2022,Regular season,9,2021-09-20,Silkeborg,AGF,0,2,0.0
2021-2022,Regular season,10,2021-09-26,Viborg,Odense,1,1,0.5
2021-2022,Regular season,10,2021-09-26,Midtjylland,Randers,1,0,1.0
2021-2022,Regular season,10,2021-09-26,Nordsjælland,FC Copenhagen,1,5,0.0
2021-2022,Regular season,10,2021-09-26,Brøndby,Aalborg,2,1,1.0
