Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2023-2024,Regular season,1,2023-07-21,Midtjylland,Hvidovre IF,1,0,1.0
2023-2024,Regular season,1,2023-07-22,Lyngby,FC Copenhagen,1,2,0.0
2023-2024,Regular season,1,2023-07-23,AGF,Vejle BK,1,0,1.0
2023-2024,Regular season,1,2023-07-23,Odense,Randers,2,2,0.5
2023-2024,Regular season,1,2023-07-23,Silkeborg,Brøndby,1,2,0.0
2023-2024,Regular season,1,2023-07-24,Nordsjælland,Viborg,4,1,1.0
2023-2024,Regular season,2,2023-07-28,Viborg,Lyngby,2,2,0.5
2023-2024,Regular season,2,2023-07-29,Vejle BK,FC Copenhagen,2,3,0.0
2023-2024,Regular season,2,2023-07-30,Midtjylland,Silkeborg,2,0,1.0
2023-2024,Regular season,2,2023-07-30,Randers,Hvidovre IF,2,2,0.5
2023-2024,Regular season,2,2023-07-30,Brøndby,Odense,1,2,0.0
2023-2024,Regular season,2,2023-07-31,AGF,Nordsjælland,1,3,0.0
2023-2024,Regular season,3,2023-08-04,Silkeborg,Vejle BK,2,1,1.0
2023-2024,Regular season,3,2023-08-05,FC Copenhagen,Randers,4,0,1.0
2023-2024,Regular season,3,2023-08-06,Hvidovre IF,AGF,0,2,0.0
2023-2024,Regular season,3,2023-08-06,Lyngby,Midtjylland,4,1,1.0
2023-2024,Regular season,3,2023-08-06,Nordsjælland,Brøndby,3,1,1.0
2023-2024,Regular season,3,2023-08-07,Odense,Viborg,1,2,0.0
2023-2024,Regular season,4,2023-08-11,FC Copenhagen,Odense,2,1,1.0
2023-2024,Regular season,4,2023-08-13,Vejle BK,Midtjylland,1,2,0.0
2023-2024,Regular season,4,2023-08-13,Randers,Nordsjælland,0,5,0.0
2023-2024,Regular season,4,2023-08-13,Brøndby,Lyngby,3,0,1.0
2023-2024,Regular season,4,2023-08-13,AGF,Silkeborg,2,2,0.5
2023-2024,Regular season,4,2023-08-14,Viborg,Hvidovre IF,0,0,0.5
2023-2024,Regular season,5,2023-08-18,Hvidovre IF,FC Copenhagen,0,2,0.0
2023-2024,Regular season,5,2023-08-20,Silkeborg,Nordsjælland,2,0,1.0
2023-2024,Regular season,5,2023-08-20,Lyngby,Randers,1,0,1.0
2023-2024,Regular season,5,2023-08-20,Midtjylland,Brøndby,0,1,0.0
2023-2024,Regular season,5,2023-08-20,Odense,AGF,1,1,0.5
2023-2024,Regular season,5,2023-08-21,Viborg,Vejle BK,2,1,1.0
2023-2024,Regular season,6,2023-08-25,Randers,Viborg,1,0,1.0
2023-2024,Regular season,6,2023-08-26,FC Copenhagen,Silkeborg,1,3,0.0
2023-2024,Regular season,6,2023-08-27,AGF,Lyngby,1,0,1.0
2023-2024,Regular season,6,2023-08-27,Hvidovre IF,Odense,1,5,0.0
2023-2024,Regular season,6,2023-08-27,Nordsjælland,Midtjylland,3,0,1.0
2023-2024,Regular season,6,2023-08-28,Vejle BK,Brøndby,0,1,0.0
2023-2024,Regular season,7,2023-09-01,Odense,Vejle BK,1,2,0.0
2023-2024,Regular season,7,2023-09-03,Lyngby,Nordsjælland,1,1,0.5
2023-2024,Regular season,7,2023-09-03,Silkeborg,Hvidovre IF,1,0,1.0
2023-2024,Regular season,7,2023-09-03,Brøndby,Randers,3,1,1.0
2023-2024,Regular season,7,2023-09-03,FC Copenhagen,Viborg,2,0,1.0
2023-2024,Regular season,7,2023-09-03,Midtjylland,AGF,1,1,0.5
2023-2024,Regular season,8,2023-09-15,Viborg,Midtjylland,2,2,0.5
2023-2024,Regular season,8,2023-09-16,Nordsjælland,FC Copenhagen,2,2,0.5
2023-2024,Regular season,8,2023-09-17,Vejle BK,Randers,1,2,0.0
2023-2024,Regular season,8,2023-09-17,Hvidovre IF,Lyngby,0,1,0.0
2023-2024,Regular season,8,2023-09-17,AGF,Brøndby,0,3,0.0
2023-2024,Regular season,8,2023-09-18,Odense,Silkeborg,0,3,0.0
2023-2024,Regular season,9,2023-09-22,Lyngby,Vejle BK,1,1,0.5
2023-2024,Regular season,9,2023-09-24,Brøndby,FC Copenhagen,2,3,0.0
