Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2015-2016,1,2015-07-17,Nordsjælland,SønderjyskE,0,2,0.0
2015-2016,1,2015-07-18,Midtjylland,Viborg,2,0,1.0
2015-2016,1,2015-07-19,Odense,Hobro,3,0,1.0
2015-2016,1,2015-07-19,AGF,Brøndby,2,1,1.0
2015-2016,1,2015-07-20,Aalborg,Esbjerg,1,1,0.5
2015-2016,2,2015-07-24,Hobro,Aalborg,0,1,0.0
2015-2016,2,2015-07-24,SønderjyskE,Midtjylland,1,2,0.0
2015-2016,2,2015-07-26,Randers,Nordsjælland,3,0,1.0
2015-2016,2,2015-07-26,Brøndby,Odense,1,2,0.0
2015-2016,2,2015-07-26,Esbjerg,FC Copenhagen,1,2,0.0
2015-2016,2,2015-07-27,Viborg,AGF,0,0,0.5
2015-2016,3,2015-07-31,Viborg,Esbjerg,2,1,1.0
2015-2016,3,2015-07-31,Midtjylland,Odense,1,0,1.0
2015-2016,3,2015-08-02,AGF,Randers,3,2,1.0
2015-2016,3,2015-08-02,SønderjyskE,FC Copenhagen,1,3,0.0
2015-2016,3,2015-08-02,Brøndby,Hobro,0,2,0.0
2015-2016,3,2015-08-03,Nordsjælland,Aalborg,2,1,1.0
2015-2016,4,2015-08-07,Odense,AGF,2,2,0.5
2015-2016,4,2015-08-08,Hobro,Viborg,1,1,0.5
2015-2016,4,2015-08-09,Esbjerg,SønderjyskE,0,4,0.0
2015-2016,4,2015-08-09,FC Copenhagen,Nordsjælland,1,1,0.5
2015-2016,4,2015-08-09,Randers,Brøndby,3,3,0.5
2015-2016,4,2015-08-10,Aalborg,Midtjylland,0,2,0.0
2015-2016,5,2015-08-14,Midtjylland,FC Copenhagen,0,0,0.5
2015-2016,5,2015-08-15,AGF,Aalborg,2,3,0.0
2015-2016,5,2015-08-16,Nordsjælland,Esbjerg,1,2,0.0
2015-2016,5,2015-08-16,Viborg,Brøndby,0,4,0.0
2015-2016,5,2015-08-16,Odense,Randers,2,3,0.0
2015-2016,5,2015-08-17,SønderjyskE,Hobro,3,0,1.0
2015-2016,6,2015-08-21,Hobro,Nordsjælland,1,3,0.0
2015-2016,6,2015-08-23,Randers,Viborg,0,1,0.0
2015-2016,6,2015-08-23,Brøndby,SønderjyskE,1,0,1.0
2015-2016,6,2015-08-23,FC Copenhagen,AGF,2,2,0.5
2015-2016,6,2015-08-23,Esbjerg,Midtjylland,1,1,0.5
2015-2016,6,2015-08-24,Aalborg,Odense,5,1,1.0
2015-2016,7,2015-08-28,AGF,Esbjerg,0,0,0.5
2015-2016,7,2015-08-29,SønderjyskE,Viborg,2,1,1.0
2015-2016,7,2015-08-30,Aalborg,Randers,0,2,0.0
2015-2016,7,2015-08-30,Nordsjælland,Brøndby,0,2,0.0
2015-2016,7,2015-08-30,Odense,FC Copenhagen,1,0,1.0
2015-2016,7,2015-08-30,Midtjylland,Hobro,2,0,1.0
2015-2016,8,2015-09-11,Hobro,AGF,2,1,1.0
2015-2016,8,2015-09-12,Viborg,Nordsjælland,0,1,0.0
2015-2016,8,2015-09-13,Randers,SønderjyskE,1,0,1.0
2015-2016,8,2015-09-13,FC Copenhagen,Aalborg,4,2,1.0
2015-2016,8,2015-09-13,Brøndby,Midtjylland,0,0,0.5
2015-2016,8,2015-09-14,Esbjerg,Odense,4,2,1.0
2015-2016,1,2015-09-16,FC Copenhagen,Randers,3,0,1.0
2015-2016,9,2015-09-18,AGF,SønderjyskE,1,2,0.0
2015-2016,9,2015-09-19,Odense,Viborg,2,0,1.0
2015-2016,9,2015-09-20,Midtjylland,Nordsjælland,0,1,0.0
2015-2016,9,2015-09-20,FC Copenhagen,Hobro,1,0,1.0
2015-2016,9,2015-09-20,Aalborg,Brøndby,4,1,1.0
2015-2016,9,2015-09-21,Esbjerg,Randers,0,2,0.0
2015-2016,10,2015-09-25,SønderjyskE,Odense,4,0,1.0
2015-2016,10,2015-09-25,Viborg,Aalborg,1,0,1.0
2015-2016,10,2015-09-27,Brøndby,FC Copenhagen,1,0,1.0
2015-2016,10,2015-09-27,Randers,Midtjylland,0,2,0.0
2015-2016,10,2015-09-27,Nordsjælland,AGF,2,0,1.0
2015-2016,10,2015-09-28,Hobro,Esbjerg,2,2,0.5
2015-2016,11,2015-10-02,Nordsjælland,Odense,1,5,0.0
2015-2016,11,2015-10-03,Randers,Hobro,2,1,1.0
2015-2016,11,2015-10-04,Aalborg,SønderjyskE,5,0,1.0
2015-2016,11,2015-10-04,FC Copenhagen,Viborg,1,0,1.0
2015-2016,11,2015-10-04,Brøndby,Esbjerg,1,1,0.5
2015-2016,11,2015-10-04,Midtjylland,AGF,2,0,1.0
2015-2016,12,2015-10-16,Midtjylland,Randers,2,1,1.0
2015-2016,12,2015-10-17,Odense,SønderjyskE,1,2,0.0
2015-2016,12,2015-10-18,AGF,Nordsjælland,3,0,1.0
2015-2016,12,2015-10-18,Viborg,Brøndby,0,2,0.0
2015-2016,12,2015-10-18,FC Copenhagen,Hobro,3,1,1.0
2015-2016,12,2015-10-19,Esbjerg,Aalborg,1,2,0.0
2015-2016,13,2015-10-23,Hobro,AGF,3,1,1.0
2015-2016,13,2015-10-24,Viborg,Esbjerg,4,2,1.0
2015-2016,13,2015-10-25,Nordsjælland,Aalborg,3,0,1.0
2015-2016,13,2015-10-25,SønderjyskE,FC Copenhagen,1,2,0.0
2015-2016,13,2015-10-25,Brøndby,Midtjylland,2,1,1.0
2015-2016,13,2015-10-26,Randers,Odense,1,1,0.5
2015-2016,14,2015-10-30,Esbjerg,Nordsjælland,2,1,1.0
2015-2016,14,2015-10-31,Midtjylland,Viborg,2,4,0.0
2015-2016,14,2015-11-01,Aalborg,Hobro,6,0,1.0
2015-2016,14,2015-11-01,FC Copenhagen,Randers,4,0,1.0
2015-2016,14,2015-11-01,Odense,Brøndby,2,5,0.0
2015-2016,14,2015-11-02,AGF,SønderjyskE,0,0,0.5
2015-2016,15,2015-11-06,SønderjyskE,Aalborg,1,2,0.0
2015-2016,15,2015-11-06,Randers,AGF,4,1,1.0
2015-2016,15,2015-11-07,Hobro,Nordsjælland,0,1,0.0
2015-2016,15,2015-11-08,Viborg,Odense,0,1,0.0
2015-2016,15,2015-11-08,Midtjylland,Esbjerg,5,1,1.0
2015-2016,15,2015-11-08,Brøndby,FC Copenhagen,0,0,0.5
2015-2016,16,2015-11-20,Odense,Midtjylland,1,1,0.5
2015-2016,16,2015-11-21,Nordsjælland,SønderjyskE,1,2,0.0
2015-2016,16,2015-11-22,Esbjerg,Hobro,4,4,0.5
2015-2016,16,2015-11-22,FC Copenhagen,Viborg,0,0,0.5
2015-2016,16,2015-11-22,AGF,Brøndby,1,1,0.5
2015-2016,16,2015-11-23,Aalborg,Randers,3,2,1.0
2015-2016,17,2015-11-27,Viborg,AGF,1,0,1.0
2015-2016,17,2015-11-28,Randers,Nordsjælland,1,0,1.0
2015-2016,17,2015-11-29,SønderjyskE,Hobro,2,0,1.0
2015-2016,17,2015-11-29,Brøndby,Aalborg,0,2,0.0
2015-2016,17,2015-11-30,Odense,Esbjerg,2,1,1.0
2015-2016,18,2015-12-04,AGF,Midtjylland,2,1,1.0
2015-2016,18,2015-12-05,Hobro,Randers,0,0,0.5
2015-2016,18,2015-12-06,Esbjerg,SønderjyskE,0,1,0.0
2015-2016,18,2015-12-06,Nordsjælland,Brøndby,0,2,0.0
2015-2016,18,2015-12-06,FC Copenhagen,Odense,4,1,1.0
2015-2016,18,2015-12-07,Aalborg,Viborg,2,0,1.0
2015-2016,19,2016-02-26,Odense,AGF,2,2,0.5
2015-2016,19,2016-02-27,Randers,SønderjyskE,1,1,0.5
2015-2016,19,2016-02-28,Viborg,Nordsjælland,1,1,0.5
2015-2016,19,2016-02-28,FC Copenhagen,Esbjerg,2,1,1.0
2015-2016,19,2016-02-28,Brøndby,Hobro,1,0,1.0
2015-2016,19,2016-02-29,Midtjylland,Aalborg,1,1,0.5
2015-2016,17,2016-03-03,Midtjylland,FC Copenhagen,0,1,0.0
2015-2016,20,2016-03-04,Aalborg,Odense,0,1,0.0
