Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2019-2020,Regular season,1,2019-07-12,Midtjylland,Esbjerg,1,0,1.0
2019-2020,Regular season,1,2019-07-14,SønderjyskE,Randers,2,1,1.0
2019-2020,Regular season,1,2019-07-14,Horsens,Nordsjælland,0,3,0.0
2019-2020,Regular season,1,2019-07-14,Lyngby,Aalborg,2,0,1.0
2019-2020,Regular season,1,2019-07-14,Odense,FC Copenhagen,2,3,0.0
2019-2020,Regular season,1,2019-07-14,Brøndby,Silkeborg,3,0,1.0
2019-2020,Regular season,1,2019-07-15,Hobro,AGF,1,1,0.5
2019-2020,Regular season,2,2019-07-19,FC Copenhagen,AGF,2,1,1.0
2019-2020,Regular season,2,2019-07-21,Silkeborg,Horsens,0,3,0.0
2019-2020,Regular season,2,2019-07-21,Esbjerg,Hobro,1,1,0.5
2019-2020,Regular season,2,2019-07-21,Aalborg,SønderjyskE,1,1,0.5
2019-2020,Regular season,2,2019-07-21,Randers,Brøndby,2,2,0.5
2019-2020,Regular season,2,2019-07-21,Midtjylland,Nordsjælland,2,1,1.0
2019-2020,Regular season,2,2019-07-22,Odense,Lyngby,4,1,1.0
2019-2020,Regular season,3,2019-07-26,Lyngby,SønderjyskE,0,3,0.0
2019-2020,Regular season,3,2019-07-27,Horsens,FC Copenhagen,0,2,0.0
2019-2020,Regular season,3,2019-07-28,Hobro,Randers,2,2,0.5
2019-2020,Regular season,3,2019-07-28,Nordsjælland,Esbjerg,2,0,1.0
2019-2020,Regular season,3,2019-07-28,AGF,Midtjylland,0,1,0.0
2019-2020,Regular season,3,2019-07-28,Brøndby,Odense,3,2,1.0
2019-2020,Regular season,3,2019-07-29,Aalborg,Silkeborg,3,1,1.0
2019-2020,Regular season,4,2019-08-02,Silkeborg,Hobro,2,3,0.0
2019-2020,Regular season,4,2019-08-03,SønderjyskE,FC Copenhagen,1,2,0.0
2019-2020,Regular season,4,2019-08-04,Randers,Nordsjælland,3,1,1.0
2019-2020,Regular season,4,2019-08-04,Esbjerg,Odense,0,1,0.0
2019-2020,Regular season,4,2019-08-04,Brøndby,Horsens,1,2,0.0
2019-2020,Regular season,4,2019-08-04,Midtjylland,Aalborg,1,0,1.0
2019-2020,Regular season,4,2019-08-05,Lyngby,AGF,2,1,1.0
2019-2020,Regular season,5,2019-08-09,FC Copenhagen,Lyngby,2,0,1.0
2019-2020,Regular season,5,2019-08-09,Odense,Randers,1,0,1.0
2019-2020,Regular season,5,2019-08-11,Nordsjælland,Silkeborg,2,2,0.5
2019-2020,Regular season,5,2019-08-11,Aalborg,Esbjerg,4,0,1.0
2019-2020,Regular season,5,2019-08-11,Horsens,Midtjylland,0,2,0.0
