Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2020-2021,Ligue 1,1,2020-08-21,Bordeaux,Nantes,0,0,0.5
2020-2021,Ligue 1,1,2020-08-22,Dijon,Angers,0,1,0.0
2020-2021,Ligue 1,1,2020-08-22,Lille,Rennes,1,1,0.5
2020-2021,Ligue 1,1,2020-08-23,Monaco,Reims,2,2,0.5
2020-2021,Ligue 1,1,2020-08-23,Nîmes,Brest,4,0,1.0
2020-2021,Ligue 1,1,2020-08-23,Lorient,Strasbourg,3,1,1.0
2020-2021,Ligue 1,1,2020-08-23,Nice,Lens,2,1,1.0
2020-2021,Ligue 1,2,2020-08-28,Lyon,Dijon,4,1,1.0
2020-2021,Ligue 1,2,2020-08-29,Rennes,Montpellier,2,1,1.0
2020-2021,Ligue 1,2,2020-08-29,Strasbourg,Nice,0,2,0.0
2020-2021,Ligue 1,2,2020-08-30,Reims,Lille,0,1,0.0
2020-2021,Ligue 1,2,2020-08-30,Metz,Monaco,0,1,0.0
2020-2021,Ligue 1,2,2020-08-30,Saint-Étienne,Lorient,2,0,1.0
2020-2021,Ligue 1,2,2020-08-30,Nantes,Nîmes,2,1,1.0
2020-2021,Ligue 1,2,2020-08-30,Angers,Bordeaux,0,2,0.0
2020-2021,Ligue 1,2,2020-08-30,Brest,Marseille,2,3,0.0
2020-2021,Ligue 1,2,2020-09-10,Lens,Paris S-G,1,0,1.0
2020-2021,Ligue 1,3,2020-09-11,Bordeaux,Lyon,0,0,0.5
2020-2021,Ligue 1,3,2020-09-12,Montpellier,Nice,3,1,1.0
2020-2021,Ligue 1,3,2020-09-12,Saint-Étienne,Strasbourg,2,0,1.0
2020-2021,Ligue 1,3,2020-09-13,Lille,Metz,1,0,1.0
2020-2021,Ligue 1,3,2020-09-13,Lorient,Lens,2,3,0.0
2020-2021,Ligue 1,3,2020-09-13,Angers,Reims,1,0,1.0
2020-2021,Ligue 1,3,2020-09-13,Nîmes,Rennes,2,4,0.0
2020-2021,Ligue 1,3,2020-09-13,Dijon,Brest,0,2,0.0
2020-2021,Ligue 1,3,2020-09-13,Monaco,Nantes,2,1,1.0
2020-2021,Ligue 1,3,2020-09-13,Paris S-G,Marseille,0,1,0.0
2020-2021,Ligue 1,1,2020-09-15,Montpellier,Lyon,2,1,1.0
2020-2021,Ligue 1,1,2020-09-16,Paris S-G,Metz,1,0,1.0
2020-2021,Ligue 1,1,2020-09-17,Marseille,Saint-Étienne,0,2,0.0
2020-2021,Ligue 1,4,2020-09-18,Lyon,Nîmes,0,0,0.5
2020-2021,Ligue 1,4,2020-09-19,Lens,Bordeaux,2,1,1.0
2020-2021,Ligue 1,4,2020-09-19,Rennes,Monaco,2,1,1.0
2020-2021,Ligue 1,4,2020-09-20,Nice,Paris S-G,0,3,0.0
2020-2021,Ligue 1,4,2020-09-20,Montpellier,Angers,4,1,1.0
2020-2021,Ligue 1,4,2020-09-20,Strasbourg,Dijon,1,0,1.0
2020-2021,Ligue 1,4,2020-09-20,Metz,Reims,2,1,1.0
2020-2021,Ligue 1,4,2020-09-20,Brest,Lorient,3,2,1.0
2020-2021,Ligue 1,4,2020-09-20,Nantes,Saint-Étienne,2,2,0.5
2020-2021,Ligue 1,4,2020-09-20,Marseille,Lille,1,1,0.5
2020-2021,Ligue 1,5,2020-09-25,Lille,Nantes,2,0,1.0
2020-2021,Ligue 1,5,2020-09-26,Saint-Étienne,Rennes,0,3,0.0
2020-2021,Ligue 1,5,2020-09-26,Marseille,Metz,1,1,0.5
2020-2021,Ligue 1,5,2020-09-27,Bordeaux,Nice,0,0,0.5
2020-2021,Ligue 1,5,2020-09-27,Monaco,Strasbourg,3,2,1.0
2020-2021,Ligue 1,5,2020-09-27,Angers,Brest,3,2,1.0
2020-2021,Ligue 1,5,2020-09-27,Dijon,Montpellier,2,2,0.5
2020-2021,Ligue 1,5,2020-09-27,Nîmes,Lens,1,1,0.5
2020-2021,Ligue 1,5,2020-09-27,Lorient,Lyon,1,1,0.5
2020-2021,Ligue 1,5,2020-09-27,Reims,Paris S-G,0,2,0.0
2020-2021,Ligue 1,6,2020-10-02,Paris S-G,Angers,6,1,1.0
2020-2021,Ligue 1,6,2020-10-03,Lens,Saint-Étienne,2,0,1.0
2020-2021,Ligue 1,6,2020-10-03,Nice,Nantes,2,1,1.0
2020-2021,Ligue 1,6,2020-10-04,Montpellier,Nîmes,0,1,0.0
2020-2021,Ligue 1,6,2020-10-04,Bordeaux,Dijon,3,0,1.0
2020-2021,Ligue 1,6,2020-10-04,Brest,Monaco,1,0,1.0
2020-2021,Ligue 1,6,2020-10-04,Metz,Lorient,3,1,1.0
2020-2021,Ligue 1,6,2020-10-04,Strasbourg,Lille,0,3,0.0
2020-2021,Ligue 1,6,2020-10-04,Rennes,Reims,2,2,0.5
2020-2021,Ligue 1,6,2020-10-04,Lyon,Marseille,1,1,0.5
2020-2021,Ligue 1,7,2020-10-16,Dijon,Rennes,1,1,0.5
2020-2021,Ligue 1,7,2020-10-16,Nîmes,Paris S-G,0,4,0.0
2020-2021,Ligue 1,7,2020-10-17,Reims,Lorient,1,3,0.0
2020-2021,Ligue 1,7,2020-10-17,Marseille,Bordeaux,3,1,1.0
2020-2021,Ligue 1,7,2020-10-18,Strasbourg,Lyon,2,3,0.0
2020-2021,Ligue 1,7,2020-10-18,Angers,Metz,1,1,0.5
2020-2021,Ligue 1,7,2020-10-18,Nantes,Brest,3,1,1.0
2020-2021,Ligue 1,7,2020-10-18,Monaco,Montpellier,1,1,0.5
2020-2021,Ligue 1,7,2020-10-18,Saint-Étienne,Nice,1,3,0.0
2020-2021,Ligue 1,7,2020-10-18,Lille,Lens,4,0,1.0
2020-2021,Ligue 1,8,2020-10-23,Rennes,Angers,1,2,0.0
2020-2021,Ligue 1,8,2020-10-24,Lorient,Marseille,0,1,0.0
2020-2021,Ligue 1,8,2020-10-24,Paris S-G,Dijon,4,0,1.0
2020-2021,Ligue 1,8,2020-10-25,Montpellier,Reims,0,4,0.0
2020-2021,Ligue 1,8,2020-10-25,Brest,Strasbourg,0,3,0.0
2020-2021,Ligue 1,8,2020-10-25,Bordeaux,Nîmes,2,0,1.0
2020-2021,Ligue 1,8,2020-10-25,Metz,Saint-Étienne,2,0,1.0
2020-2021,Ligue 1,8,2020-10-25,Nice,Lille,1,1,0.5
2020-2021,Ligue 1,8,2020-10-25,Lyon,Monaco,4,1,1.0
2020-2021,Ligue 1,9,2020-10-31,Rennes,Brest,2,1,1.0
2020-2021,Ligue 1,9,2020-10-31,Nantes,Paris S-G,0,3,0.0
2020-2021,Ligue 1,9,2020-11-01,Saint-Étienne,Montpellier,0,1,0.0
2020-2021,Ligue 1,9,2020-11-01,Angers,Nice,0,3,0.0
2020-2021,Ligue 1,9,2020-11-01,Dijon,Lorient,0,0,0.5
2020-2021,Ligue 1,9,2020-11-01,Reims,Strasbourg,2,1,1.0
2020-2021,Ligue 1,9,2020-11-01,Nîmes,Metz,0,1,0.0
2020-2021,Ligue 1,9,2020-11-01,Monaco,Bordeaux,4,0,1.0
2020-2021,Ligue 1,9,2020-11-01,Lille,Lyon,1,1,0.5
2020-2021,Ligue 1,10,2020-11-06,Strasbourg,Marseille,0,1,0.0
2020-2021,Ligue 1,10,2020-11-07,Bordeaux,Montpellier,0,2,0.0
2020-2021,Ligue 1,10,2020-11-07,Paris S-G,Rennes,3,0,1.0
2020-2021,Ligue 1,10,2020-11-08,Brest,Lille,3,2,1.0
2020-2021,Ligue 1,10,2020-11-08,Metz,Dijon,1,1,0.5
