Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2018-2019,Ligue 1,1,2018-08-10,Marseille,Toulouse,4,0,1.0
2018-2019,Ligue 1,1,2018-08-11,Nantes,Monaco,1,3,0.0
2018-2019,Ligue 1,1,2018-08-11,Montpellier,Dijon,1,2,0.0
2018-2019,Ligue 1,1,2018-08-11,Nice,Reims,0,1,0.0
2018-2019,Ligue 1,1,2018-08-11,Saint-Étienne,Guingamp,2,1,1.0
2018-2019,Ligue 1,1,2018-08-11,Lille,Rennes,3,1,1.0
2018-2019,Ligue 1,1,2018-08-11,Angers,Nîmes,3,4,0.0
2018-2019,Ligue 1,1,2018-08-12,Lyon,Amiens,2,0,1.0
2018-2019,Ligue 1,1,2018-08-12,Bordeaux,Strasbourg,0,2,0.0
2018-2019,Ligue 1,1,2018-08-12,Paris S-G,Caen,3,0,1.0
2018-2019,Ligue 1,2,2018-08-17,Reims,Lyon,1,0,1.0
2018-2019,Ligue 1,2,2018-08-18,Guingamp,Paris S-G,1,3,0.0
2018-2019,Ligue 1,2,2018-08-18,Amiens,Montpellier,1,2,0.0
2018-2019,Ligue 1,2,2018-08-18,Rennes,Angers,1,0,1.0
2018-2019,Ligue 1,2,2018-08-18,Monaco,Lille,0,0,0.5
2018-2019,Ligue 1,2,2018-08-18,Caen,Nice,1,1,0.5
2018-2019,Ligue 1,2,2018-08-18,Dijon,Nantes,2,0,1.0
2018-2019,Ligue 1,2,2018-08-19,Strasbourg,Saint-Étienne,1,1,0.5
2018-2019,Ligue 1,2,2018-08-19,Toulouse,Bordeaux,2,1,1.0
2018-2019,Ligue 1,2,2018-08-19,Nîmes,Marseille,3,1,1.0
2018-2019,Ligue 1,3,2018-08-24,Lyon,Strasbourg,2,0,1.0
2018-2019,Ligue 1,3,2018-08-25,Paris S-G,Angers,3,1,1.0
2018-2019,Ligue 1,3,2018-08-25,Amiens,Reims,4,1,1.0
2018-2019,Ligue 1,3,2018-08-25,Nantes,Caen,1,1,0.5
2018-2019,Ligue 1,3,2018-08-25,Nice,Dijon,0,4,0.0
2018-2019,Ligue 1,3,2018-08-25,Toulouse,Nîmes,1,0,1.0
2018-2019,Ligue 1,3,2018-08-25,Montpellier,Saint-Étienne,0,0,0.5
2018-2019,Ligue 1,3,2018-08-26,Lille,Guingamp,3,0,1.0
2018-2019,Ligue 1,3,2018-08-26,Bordeaux,Monaco,2,1,1.0
2018-2019,Ligue 1,3,2018-08-26,Marseille,Rennes,2,2,0.5
2018-2019,Ligue 1,4,2018-08-31,Lyon,Nice,0,1,0.0
2018-2019,Ligue 1,4,2018-09-01,Nîmes,Paris S-G,2,4,0.0
2018-2019,Ligue 1,4,2018-09-01,Strasbourg,Nantes,2,3,0.0
2018-2019,Ligue 1,4,2018-09-01,Dijon,Caen,0,2,0.0
2018-2019,Ligue 1,4,2018-09-01,Reims,Montpellier,0,1,0.0
2018-2019,Ligue 1,4,2018-09-01,Angers,Lille,1,0,1.0
2018-2019,Ligue 1,4,2018-09-01,Guingamp,Toulouse,1,2,0.0
2018-2019,Ligue 1,4,2018-09-02,Saint-Étienne,Amiens,0,0,0.5
2018-2019,Ligue 1,4,2018-09-02,Rennes,Bordeaux,2,0,1.0
2018-2019,Ligue 1,4,2018-09-02,Monaco,Marseille,2,3,0.0
2018-2019,Ligue 1,5,2018-09-14,Nice,Rennes,2,1,1.0
2018-2019,Ligue 1,5,2018-09-14,Paris S-G,Saint-Étienne,4,0,1.0
2018-2019,Ligue 1,5,2018-09-15,Caen,Lyon,2,2,0.5
2018-2019,Ligue 1,5,2018-09-15,Dijon,Angers,1,3,0.0
2018-2019,Ligue 1,5,2018-09-15,Toulouse,Monaco,1,1,0.5
2018-2019,Ligue 1,5,2018-09-15,Montpellier,Strasbourg,1,1,0.5
2018-2019,Ligue 1,5,2018-09-15,Amiens,Lille,2,3,0.0
2018-2019,Ligue 1,5,2018-09-16,Nantes,Reims,0,0,0.5
2018-2019,Ligue 1,5,2018-09-16,Bordeaux,Nîmes,3,3,0.5
2018-2019,Ligue 1,5,2018-09-16,Marseille,Guingamp,4,0,1.0
2018-2019,Ligue 1,6,2018-09-21,Monaco,Nîmes,1,1,0.5
2018-2019,Ligue 1,6,2018-09-22,Lille,Nantes,2,1,1.0
2018-2019,Ligue 1,6,2018-09-22,Angers,Toulouse,0,0,0.5
2018-2019,Ligue 1,6,2018-09-22,Saint-Étienne,Caen,2,1,1.0
2018-2019,Ligue 1,6,2018-09-22,Reims,Dijon,0,0,0.5
2018-2019,Ligue 1,6,2018-09-22,Strasbourg,Amiens,3,1,1.0
2018-2019,Ligue 1,6,2018-09-22,Montpellier,Nice,1,0,1.0
2018-2019,Ligue 1,6,2018-09-23,Rennes,Paris S-G,1,3,0.0
2018-2019,Ligue 1,6,2018-09-23,Guingamp,Bordeaux,1,3,0.0
2018-2019,Ligue 1,6,2018-09-23,Lyon,Marseille,4,2,1.0
2018-2019,Ligue 1,7,2018-09-25,Monaco,Angers,0,1,0.0
2018-2019,Ligue 1,7,2018-09-25,Nantes,Nice,1,2,0.0
2018-2019,Ligue 1,7,2018-09-25,Toulouse,Saint-Étienne,2,3,0.0
2018-2019,Ligue 1,7,2018-09-26,Amiens,Rennes,2,1,1.0
2018-2019,Ligue 1,7,2018-09-26,Bordeaux,Lille,1,0,1.0
2018-2019,Ligue 1,7,2018-09-26,Nîmes,Guingamp,0,0,0.5
2018-2019,Ligue 1,7,2018-09-26,Caen,Montpellier,2,2,0.5
2018-2019,Ligue 1,7,2018-09-26,Marseille,Strasbourg,3,2,1.0
2018-2019,Ligue 1,7,2018-09-26,Dijon,Lyon,0,3,0.0
2018-2019,Ligue 1,7,2018-09-26,Paris S-G,Reims,4,1,1.0
2018-2019,Ligue 1,8,2018-09-28,Saint-Étienne,Monaco,2,0,1.0
2018-2019,Ligue 1,8,2018-09-29,Nice,Paris S-G,0,3,0.0
2018-2019,Ligue 1,8,2018-09-29,Angers,Guingamp,0,1,0.0
2018-2019,Ligue 1,8,2018-09-29,Reims,Bordeaux,0,0,0.5
2018-2019,Ligue 1,8,2018-09-29,Lyon,Nantes,1,1,0.5
2018-2019,Ligue 1,8,2018-09-29,Caen,Amiens,1,0,1.0
2018-2019,Ligue 1,8,2018-09-29,Strasbourg,Dijon,3,0,1.0
2018-2019,Ligue 1,8,2018-09-30,Rennes,Toulouse,1,1,0.5
2018-2019,Ligue 1,8,2018-09-30,Montpellier,Nîmes,3,0,1.0
2018-2019,Ligue 1,8,2018-09-30,Lille,Marseille,3,0,1.0
2018-2019,Ligue 1,9,2018-10-05,Toulouse,Nice,1,1,0.5
2018-2019,Ligue 1,9,2018-10-06,Lille,Saint-Étienne,3,1,1.0
2018-2019,Ligue 1,9,2018-10-06,Amiens,Dijon,1,0,1.0
2018-2019,Ligue 1,9,2018-10-06,Nîmes,Reims,0,0,0.5
