Season,Round,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2017-2018,Ligue 1,1,2017-08-04,Monaco,Toulouse,3,2,1.0
2017-2018,Ligue 1,1,2017-08-05,Paris S-G,Amiens,2,0,1.0
2017-2018,Ligue 1,1,2017-08-05,Lyon,Strasbourg,4,0,1.0
2017-2018,Ligue 1,1,2017-08-05,Saint-Étienne,Nice,1,0,1.0
2017-2018,Ligue 1,1,2017-08-05,Metz,Guingamp,1,3,0.0
2017-2018,Ligue 1,1,2017-08-05,Montpellier,Caen,1,0,1.0
2017-2018,Ligue 1,1,2017-08-05,Troyes,Rennes,1,1,0.5
2017-2018,Ligue 1,1,2017-08-06,Lille,Nantes,3,0,1.0
2017-2018,Ligue 1,1,2017-08-06,Angers,Bordeaux,2,2,0.5
2017-2018,Ligue 1,1,2017-08-06,Marseille,Dijon,3,0,1.0
2017-2018,Ligue 1,2,2017-08-11,Nice,Troyes,1,2,0.0
2017-2018,Ligue 1,2,2017-08-11,Rennes,Lyon,1,2,0.0
2017-2018,Ligue 1,2,2017-08-12,Nantes,Marseille,0,1,0.0
2017-2018,Ligue 1,2,2017-08-12,Caen,Saint-Étienne,0,1,0.0
2017-2018,Ligue 1,2,2017-08-12,Toulouse,Montpellier,1,0,1.0
2017-2018,Ligue 1,2,2017-08-12,Bordeaux,Metz,2,0,1.0
2017-2018,Ligue 1,2,2017-08-12,Amiens,Angers,0,2,0.0
2017-2018,Ligue 1,2,2017-08-13,Strasbourg,Lille,3,0,1.0
2017-2018,Ligue 1,2,2017-08-13,Dijon,Monaco,1,4,0.0
2017-2018,Ligue 1,2,2017-08-13,Guingamp,Paris S-G,0,3,0.0
2017-2018,Ligue 1,3,2017-08-18,Metz,Monaco,0,1,0.0
2017-2018,Ligue 1,3,2017-08-19,Lyon,Bordeaux,3,3,0.5
2017-2018,Ligue 1,3,2017-08-19,Montpellier,Strasbourg,1,1,0.5
2017-2018,Ligue 1,3,2017-08-19,Troyes,Nantes,0,1,0.0
2017-2018,Ligue 1,3,2017-08-19,Nice,Guingamp,2,0,1.0
2017-2018,Ligue 1,3,2017-08-19,Saint-Étienne,Amiens,3,0,1.0
2017-2018,Ligue 1,3,2017-08-19,Rennes,Dijon,2,2,0.5
2017-2018,Ligue 1,3,2017-08-20,Lille,Caen,0,2,0.0
2017-2018,Ligue 1,3,2017-08-20,Marseille,Angers,1,1,0.5
2017-2018,Ligue 1,3,2017-08-20,Paris S-G,Toulouse,6,2,1.0
2017-2018,Ligue 1,4,2017-08-25,Paris S-G,Saint-Étienne,3,0,1.0
2017-2018,Ligue 1,4,2017-08-26,Nantes,Lyon,0,0,0.5
2017-2018,Ligue 1,4,2017-08-26,Toulouse,Rennes,3,2,1.0
2017-2018,Ligue 1,4,2017-08-26,Bordeaux,Troyes,2,1,1.0
2017-2018,Ligue 1,4,2017-08-26,Amiens,Nice,3,0,1.0
2017-2018,Ligue 1,4,2017-08-26,Dijon,Montpellier,2,1,1.0
2017-2018,Ligue 1,4,2017-08-26,Caen,Metz,1,0,1.0
2017-2018,Ligue 1,4,2017-08-27,Guingamp,Strasbourg,2,0,1.0
2017-2018,Ligue 1,4,2017-08-27,Angers,Lille,1,1,0.5
2017-2018,Ligue 1,4,2017-08-27,Monaco,Marseille,6,1,1.0
2017-2018,Ligue 1,5,2017-09-08,Lille,Bordeaux,0,0,0.5
2017-2018,Ligue 1,5,2017-09-08,Metz,Paris S-G,1,5,0.0
2017-2018,Ligue 1,5,2017-09-09,Nice,Monaco,4,0,1.0
2017-2018,Ligue 1,5,2017-09-09,Strasbourg,Amiens,0,1,0.0
2017-2018,Ligue 1,5,2017-09-09,Caen,Dijon,2,1,1.0
2017-2018,Ligue 1,5,2017-09-09,Troyes,Toulouse,0,0,0.5
2017-2018,Ligue 1,5,2017-09-09,Montpellier,Nantes,0,1,0.0
2017-2018,Ligue 1,5,2017-09-10,Saint-Étienne,Angers,1,1,0.5
2017-2018,Ligue 1,5,2017-09-10,Lyon,Guingamp,2,1,1.0
2017-2018,Ligue 1,5,2017-09-10,Marseille,Rennes,1,3,0.0
2017-2018,Ligue 1,6,2017-09-15,Toulouse,Bordeaux,0,1,0.0
2017-2018,Ligue 1,6,2017-09-16,Monaco,Strasbourg,3,0,1.0
2017-2018,Ligue 1,6,2017-09-16,Guingamp,Lille,1,0,1.0
2017-2018,Ligue 1,6,2017-09-16,Troyes,Montpellier,0,1,0.0
2017-2018,Ligue 1,6,2017-09-16,Nantes,Caen,1,0,1.0
