Season,Wk,Date,Home,Away,Home_Goals,Away_Goals,Result
2015-2016,1,2015-08-07,Lille,Paris S-G,0,1,0.0
2015-2016,1,2015-08-08,Montpellier,Angers,0,2,0.0
2015-2016,1,2015-08-08,Nantes,Guingamp,1,0,1.0
2015-2016,1,2015-08-08,Troyes,Gazélec Ajaccio,0,0,0.5
2015-2016,1,2015-08-08,Nice,Monaco,1,2,0.0
2015-2016,1,2015-08-08,Marseille,Caen,0,1,0.0
2015-2016,1,2015-08-08,Bastia,Rennes,2,1,1.0
2015-2016,1,2015-08-09,Bordeaux,Reims,1,2,0.0
2015-2016,1,2015-08-09,Toulouse,Saint-Étienne,2,1,1.0
2015-2016,1,2015-08-09,Lyon,Lorient,0,0,0.5
2015-2016,2,2015-08-14,Monaco,Lille,0,0,0.5
2015-2016,2,2015-08-15,Saint-Étienne,Bordeaux,1,1,0.5
2015-2016,2,2015-08-15,Rennes,Montpellier,1,0,1.0
2015-2016,2,2015-08-15,Troyes,Nice,3,3,0.5
2015-2016,2,2015-08-15,Guingamp,Lyon,0,1,0.0
2015-2016,2,2015-08-15,Angers,Nantes,0,0,0.5
2015-2016,2,2015-08-15,Caen,Toulouse,1,0,1.0
2015-2016,2,2015-08-16,Reims,Marseille,1,0,1.0
2015-2016,2,2015-08-16,Lorient,Bastia,1,1,0.5
2015-2016,2,2015-08-16,Paris S-G,Gazélec Ajaccio,2,0,1.0
2015-2016,3,2015-08-21,Montpellier,Paris S-G,0,1,0.0
2015-2016,3,2015-08-22,Lyon,Rennes,1,2,0.0
2015-2016,3,2015-08-22,Toulouse,Monaco,1,1,0.5
2015-2016,3,2015-08-22,Nantes,Reims,1,0,1.0
2015-2016,3,2015-08-22,Nice,Caen,2,1,1.0
2015-2016,3,2015-08-22,Bastia,Guingamp,3,0,1.0
2015-2016,3,2015-08-22,Gazélec Ajaccio,Angers,0,2,0.0
2015-2016,3,2015-08-23,Lille,Bordeaux,0,0,0.5
2015-2016,3,2015-08-23,Lorient,Saint-Étienne,0,1,0.0
2015-2016,3,2015-08-23,Marseille,Troyes,6,0,1.0
2015-2016,4,2015-08-28,Guingamp,Marseille,2,0,1.0
2015-2016,4,2015-08-29,Caen,Lyon,0,4,0.0
2015-2016,4,2015-08-29,Lille,Gazélec Ajaccio,1,0,1.0
2015-2016,4,2015-08-29,Angers,Nice,1,1,0.5
2015-2016,4,2015-08-29,Reims,Lorient,4,1,1.0
2015-2016,4,2015-08-29,Rennes,Toulouse,3,1,1.0
2015-2016,4,2015-08-29,Troyes,Montpellier,0,0,0.5
2015-2016,4,2015-08-30,Saint-Étienne,Bastia,2,1,1.0
2015-2016,4,2015-08-30,Bordeaux,Nantes,2,0,1.0
2015-2016,4,2015-08-30,Monaco,Paris S-G,0,3,0.0
2015-2016,5,2015-09-11,Paris S-G,Bordeaux,2,2,0.5
2015-2016,5,2015-09-12,Lyon,Lille,0,0,0.5
2015-2016,5,2015-09-12,Troyes,Caen,1,3,0.0
2015-2016,5,2015-09-12,Nice,Guingamp,0,1,0.0
2015-2016,5,2015-09-12,Toulouse,Reims,2,2,0.5
2015-2016,5,2015-09-12,Montpellier,Saint-Étienne,1,2,0.0
2015-2016,5,2015-09-12,Lorient,Angers,3,1,1.0
2015-2016,5,2015-09-13,Gazélec Ajaccio,Monaco,0,1,0.0
2015-2016,5,2015-09-13,Nantes,Rennes,0,2,0.0
2015-2016,5,2015-09-13,Marseille,Bastia,4,1,1.0
2015-2016,6,2015-09-18,Rennes,Lille,1,1,0.5
2015-2016,6,2015-09-19,Reims,Paris S-G,1,1,0.5
2015-2016,6,2015-09-19,Caen,Montpellier,2,1,1.0
2015-2016,6,2015-09-19,Angers,Troyes,1,0,1.0
2015-2016,6,2015-09-19,Bastia,Nice,1,3,0.0
2015-2016,6,2015-09-19,Guingamp,Gazélec Ajaccio,2,1,1.0
2015-2016,6,2015-09-20,Bordeaux,Toulouse,1,1,0.5
2015-2016,6,2015-09-20,Saint-Étienne,Nantes,2,0,1.0
2015-2016,6,2015-09-20,Monaco,Lorient,2,3,0.0
2015-2016,6,2015-09-20,Marseille,Lyon,1,1,0.5
2015-2016,7,2015-09-22,Angers,Reims,0,0,0.5
2015-2016,7,2015-09-22,Paris S-G,Guingamp,3,0,1.0
2015-2016,7,2015-09-23,Nice,Bordeaux,6,1,1.0
2015-2016,7,2015-09-23,Gazélec Ajaccio,Rennes,1,1,0.5
2015-2016,7,2015-09-23,Lyon,Bastia,2,0,1.0
2015-2016,7,2015-09-23,Lorient,Caen,2,0,1.0
2015-2016,7,2015-09-23,Troyes,Saint-Étienne,0,1,0.0
2015-2016,7,2015-09-23,Toulouse,Marseille,1,1,0.5
2015-2016,7,2015-09-24,Montpellier,Monaco,2,3,0.0
2015-2016,8,2015-09-25,Reims,Lille,1,0,1.0
2015-2016,8,2015-09-26,Nantes,Paris S-G,1,4,0.0
2015-2016,8,2015-09-26,Bordeaux,Lyon,3,1,1.0
2015-2016,8,2015-09-26,Bastia,Toulouse,3,0,1.0
2015-2016,8,2015-09-26,Caen,Gazélec Ajaccio,2,0,1.0
2015-2016,8,2015-09-26,Rennes,Troyes,1,1,0.5
2015-2016,8,2015-09-27,Marseille,Angers,1,2,0.0
2015-2016,8,2015-09-27,Guingamp,Monaco,3,3,0.5
2015-2016,8,2015-09-27,Montpellier,Lorient,2,1,1.0
2015-2016,8,2015-09-27,Saint-Étienne,Nice,1,4,0.0
2015-2016,7,2015-09-29,Lille,Nantes,0,1,0.0
2015-2016,9,2015-10-02,Lille,Montpellier,2,0,1.0
2015-2016,9,2015-10-03,Lyon,Reims,1,0,1.0
2015-2016,9,2015-10-03,Angers,Bastia,1,0,1.0
2015-2016,9,2015-10-03,Troyes,Guingamp,0,1,0.0
2015-2016,9,2015-10-03,Gazélec Ajaccio,Toulouse,2,2,0.5
2015-2016,9,2015-10-04,Monaco,Rennes,1,1,0.5
2015-2016,9,2015-10-04,Lorient,Bordeaux,3,2,1.0
2015-2016,9,2015-10-04,Caen,Saint-Étienne,1,0,1.0
2015-2016,9,2015-10-04,Paris S-G,Marseille,2,1,1.0
2015-2016,10,2015-10-16,Monaco,Lyon,1,1,0.5
2015-2016,10,2015-10-17,Bastia,Paris S-G,0,2,0.0
2015-2016,10,2015-10-17,Saint-Étienne,Gazélec Ajaccio,2,0,1.0
2015-2016,10,2015-10-17,Nantes,Troyes,3,0,1.0
2015-2016,10,2015-10-17,Reims,Caen,0,1,0.0
2015-2016,10,2015-10-17,Guingamp,Lille,1,1,0.5
2015-2016,10,2015-10-17,Toulouse,Angers,1,2,0.0
2015-2016,10,2015-10-18,Marseille,Lorient,1,1,0.5
2015-2016,10,2015-10-18,Bordeaux,Montpellier,0,0,0.5
2015-2016,10,2015-10-18,Rennes,Nice,1,4,0.0
2015-2016,11,2015-10-23,Caen,Nantes,0,2,0.0
2015-2016,11,2015-10-23,Lyon,Toulouse,3,0,1.0
2015-2016,11,2015-10-24,Lorient,Rennes,1,1,0.5
2015-2016,11,2015-10-24,Angers,Guingamp,0,0,0.5
2015-2016,11,2015-10-24,Montpellier,Bastia,2,0,1.0
2015-2016,11,2015-10-24,Gazélec Ajaccio,Nice,3,1,1.0
2015-2016,11,2015-10-25,Reims,Monaco,0,1,0.0
2015-2016,11,2015-10-25,Lille,Marseille,1,2,0.0
2015-2016,11,2015-10-25,Bordeaux,Troyes,1,0,1.0
2015-2016,11,2015-10-25,Paris S-G,Saint-Étienne,4,1,1.0
2015-2016,12,2015-10-30,Rennes,Paris S-G,0,1,0.0
2015-2016,12,2015-10-31,Saint-Étienne,Reims,3,0,1.0
2015-2016,12,2015-10-31,Guingamp,Lorient,2,2,0.5
2015-2016,12,2015-10-31,Gazélec Ajaccio,Bordeaux,2,0,1.0
2015-2016,12,2015-10-31,Toulouse,Montpellier,1,1,0.5
2015-2016,12,2015-10-31,Troyes,Lyon,0,1,0.0
2015-2016,12,2015-10-31,Bastia,Caen,1,0,1.0
2015-2016,12,2015-11-01,Nice,Lille,0,0,0.5
2015-2016,12,2015-11-01,Monaco,Angers,1,0,1.0
