Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2018-2019,Group stage,1,2018-09-18,Barcelona,PSV Eindhoven,es,nl,4,0,1.0
2018-2019,Group stage,1,2018-09-18,Inter,Tottenham,it,eng,2,1,1.0
2018-2019,Group stage,1,2018-09-18,Liverpool,Paris S-G,eng,fr,3,2,1.0
2018-2019,Group stage,1,2018-09-18,Red Star,Napoli,rs,it,0,0,0.5
2018-2019,Group stage,1,2018-09-18,Club Brugge,Dortmund,be,de,0,1,0.0
2018-2019,Group stage,1,2018-09-18,Monaco,Atlético Madrid,fr,es,1,2,0.0
2018-2019,Group stage,1,2018-09-18,Schalke 04,Porto,de,pt,1,1,0.5
2018-2019,Group stage,1,2018-09-18,Galatasaray,Loko Moscow,tr,ru,3,0,1.0
2018-2019,Group stage,1,2018-09-19,Ajax,AEK Athens,nl,gr,3,0,1.0
2018-2019,Group stage,1,2018-09-19,Shakhtar,Hoffenheim,ua,de,2,2,0.5
2018-2019,Group stage,1,2018-09-19,Manchester City,Lyon,eng,fr,1,2,0.0
2018-2019,Group stage,1,2018-09-19,Benfica,Bayern Munich,pt,de,0,2,0.0
2018-2019,Group stage,1,2018-09-19,Valencia,Juventus,es,it,0,2,0.0
2018-2019,Group stage,1,2018-09-19,Real Madrid,Roma,es,it,3,0,1.0
2018-2019,Group stage,1,2018-09-19,Young Boys,Manchester Utd,ch,eng,0,3,0.0
2018-2019,Group stage,1,2018-09-19,Viktoria Plzeň,CSKA Moscow,cz,ru,2,2,0.5
2018-2019,Group stage,2,2018-10-02,Hoffenheim,Manchester City,de,eng,1,2,0.0
2018-2019,Group stage,2,2018-10-02,Juventus,Young Boys,it,ch,3,0,1.0
2018-2019,Group stage,2,2018-10-02,Manchester Utd,Valencia,eng,es,0,0,0.5
2018-2019,Group stage,2,2018-10-02,Bayern Munich,Ajax,de,nl,1,1,0.5
2018-2019,Group stage,2,2018-10-02,Lyon,Shakhtar,fr,ua,2,2,0.5
2018-2019,Group stage,2,2018-10-02,Roma,Viktoria Plzeň,it,cz,5,0,1.0
2018-2019,Group stage,2,2018-10-02,CSKA Moscow,Real Madrid,ru,es,1,0,1.0
2018-2019,Group stage,2,2018-10-02,AEK Athens,Benfica,gr,pt,2,3,0.0
2018-2019,Group stage,2,2018-10-03,Paris S-G,Red Star,fr,rs,6,1,1.0
2018-2019,Group stage,2,2018-10-03,Loko Moscow,Schalke 04,ru,de,0,1,0.0
2018-2019,Group stage,2,2018-10-03,Porto,Galatasaray,pt,tr,1,0,1.0
2018-2019,Group stage,2,2018-10-03,Tottenham,Barcelona,eng,es,2,4,0.0
2018-2019,Group stage,2,2018-10-03,Dortmund,Monaco,de,fr,3,0,1.0
2018-2019,Group stage,2,2018-10-03,PSV Eindhoven,Inter,nl,it,1,2,0.0
2018-2019,Group stage,2,2018-10-03,Napoli,Liverpool,it,eng,1,0,1.0
2018-2019,Group stage,2,2018-10-03,Atlético Madrid,Club Brugge,es,be,3,1,1.0
2018-2019,Group stage,3,2018-10-23,Young Boys,Valencia,ch,es,1,1,0.5
2018-2019,Group stage,3,2018-10-23,AEK Athens,Bayern Munich,gr,de,0,2,0.0
2018-2019,Group stage,3,2018-10-23,Manchester Utd,Juventus,eng,it,0,1,0.0
2018-2019,Group stage,3,2018-10-23,Real Madrid,Viktoria Plzeň,es,cz,2,1,1.0
2018-2019,Group stage,3,2018-10-23,Roma,CSKA Moscow,it,ru,3,0,1.0
2018-2019,Group stage,3,2018-10-23,Hoffenheim,Lyon,de,fr,3,3,0.5
2018-2019,Group stage,3,2018-10-23,Ajax,Benfica,nl,pt,1,0,1.0
2018-2019,Group stage,3,2018-10-23,Shakhtar,Manchester City,ua,eng,0,3,0.0
2018-2019,Group stage,3,2018-10-24,Club Brugge,Monaco,be,fr,1,1,0.5
2018-2019,Group stage,3,2018-10-24,PSV Eindhoven,Tottenham,nl,eng,2,2,0.5
2018-2019,Group stage,3,2018-10-24,Liverpool,Red Star,eng,rs,4,0,1.0
2018-2019,Group stage,3,2018-10-24,Barcelona,Inter,es,it,2,0,1.0
2018-2019,Group stage,3,2018-10-24,Paris S-G,Napoli,fr,it,2,2,0.5
2018-2019,Group stage,3,2018-10-24,Dortmund,Atlético Madrid,de,es,4,0,1.0
2018-2019,Group stage,3,2018-10-24,Loko Moscow,Porto,ru,pt,1,3,0.0
2018-2019,Group stage,3,2018-10-24,Galatasaray,Schalke 04,tr,de,0,0,0.5
2018-2019,Group stage,4,2018-11-06,Red Star,Liverpool,rs,eng,2,0,1.0
2018-2019,Group stage,4,2018-11-06,Monaco,Club Brugge,fr,be,0,4,0.0
2018-2019,Group stage,4,2018-11-06,Porto,Loko Moscow,pt,ru,4,1,1.0
2018-2019,Group stage,4,2018-11-06,Tottenham,PSV Eindhoven,eng,nl,2,1,1.0
2018-2019,Group stage,4,2018-11-06,Napoli,Paris S-G,it,fr,1,1,0.5
2018-2019,Group stage,4,2018-11-06,Schalke 04,Galatasaray,de,tr,2,0,1.0
2018-2019,Group stage,4,2018-11-06,Atlético Madrid,Dortmund,es,de,2,0,1.0
2018-2019,Group stage,4,2018-11-06,Inter,Barcelona,it,es,1,1,0.5
2018-2019,Group stage,4,2018-11-07,Valencia,Young Boys,es,ch,3,1,1.0
2018-2019,Group stage,4,2018-11-07,Benfica,Ajax,pt,nl,1,1,0.5
2018-2019,Group stage,4,2018-11-07,Manchester City,Shakhtar,eng,ua,6,0,1.0
2018-2019,Group stage,4,2018-11-07,CSKA Moscow,Roma,ru,it,1,2,0.0
2018-2019,Group stage,4,2018-11-07,Viktoria Plzeň,Real Madrid,cz,es,0,5,0.0
2018-2019,Group stage,4,2018-11-07,Bayern Munich,AEK Athens,de,gr,2,0,1.0
2018-2019,Group stage,4,2018-11-07,Lyon,Hoffenheim,fr,de,2,2,0.5
2018-2019,Group stage,4,2018-11-07,Juventus,Manchester Utd,it,eng,1,2,0.0
2018-2019,Group stage,5,2018-11-27,AEK Athens,Ajax,gr,nl,0,2,0.0
2018-2019,Group stage,5,2018-11-27,Manchester Utd,Young Boys,eng,ch,1,0,1.0
2018-2019,Group stage,5,2018-11-27,CSKA Moscow,Viktoria Plzeň,ru,cz,1,2,0.0
2018-2019,Group stage,5,2018-11-27,Roma,Real Madrid,it,es,0,2,0.0
