Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2023-2024,Group stage,1,2023-09-19,Milan,Newcastle Utd,it,eng,0.0,0.0,0.5
2023-2024,Group stage,1,2023-09-19,Young Boys,RB Leipzig,ch,de,1.0,3.0,1.0
2023-2024,Group stage,1,2023-09-19,Manchester City,Red Star,eng,rs,3.0,1.0,0.0
2023-2024,Group stage,1,2023-09-19,Paris S-G,Dortmund,fr,de,2.0,0.0,0.0
2023-2024,Group stage,1,2023-09-19,Lazio,Atlético Madrid,it,es,1.0,1.0,0.5
2023-2024,Group stage,1,2023-09-19,Feyenoord,Celtic,nl,sct,2.0,0.0,0.0
2023-2024,Group stage,1,2023-09-19,Barcelona,Antwerp,es,be,5.0,0.0,0.0
2023-2024,Group stage,1,2023-09-19,Shakhtar,Porto,ua,pt,1.0,3.0,1.0
2023-2024,Group stage,1,2023-09-20,Real Madrid,Union Berlin,es,de,1.0,0.0,0.0
2023-2024,Group stage,1,2023-09-20,Galatasaray,FC Copenhagen,tr,dk,2.0,2.0,0.5
2023-2024,Group stage,1,2023-09-20,Braga,Napoli,pt,it,1.0,2.0,1.0
2023-2024,Group stage,1,2023-09-20,Arsenal,PSV Eindhoven,eng,nl,4.0,0.0,0.0
2023-2024,Group stage,1,2023-09-20,Benfica,RB Salzburg,pt,at,0.0,2.0,1.0
2023-2024,Group stage,1,2023-09-20,Sevilla,Lens,es,fr,1.0,1.0,0.5
2023-2024,Group stage,1,2023-09-20,Bayern Munich,Manchester Utd,de,eng,4.0,3.0,0.0
2023-2024,Group stage,1,2023-09-20,Real Sociedad,Inter,es,it,1.0,1.0,0.5
2023-2024,Group stage,2,2023-10-03,RB Salzburg,Real Sociedad,at,es,0.0,2.0,1.0
2023-2024,Group stage,2,2023-10-03,Union Berlin,Braga,de,pt,2.0,3.0,1.0
2023-2024,Group stage,2,2023-10-03,Manchester Utd,Galatasaray,eng,tr,2.0,3.0,1.0
2023-2024,Group stage,2,2023-10-03,PSV Eindhoven,Sevilla,nl,es,2.0,2.0,0.5
2023-2024,Group stage,2,2023-10-03,Inter,Benfica,it,pt,1.0,0.0,0.0
2023-2024,Group stage,2,2023-10-03,FC Copenhagen,Bayern Munich,dk,de,1.0,2.0,1.0
2023-2024,Group stage,2,2023-10-03,Napoli,Real Madrid,it,es,2.0,3.0,1.0
2023-2024,Group stage,2,2023-10-03,Lens,Arsenal,fr,eng,2.0,1.0,0.0
2023-2024,Group stage,2,2023-10-04,Atlético Madrid,Feyenoord,es,nl,3.0,2.0,0.0
2023-2024,Group stage,2,2023-10-04,Antwerp,Shakhtar,be,ua,2.0,3.0,1.0
2023-2024,Group stage,2,2023-10-04,Newcastle Utd,Paris S-G,eng,fr,4.0,1.0,0.0
2023-2024,Group stage,2,2023-10-04,Porto,Barcelona,pt,es,0.0,1.0,1.0
2023-2024,Group stage,2,2023-10-04,Celtic,Lazio,sct,it,1.0,2.0,1.0
2023-2024,Group stage,2,2023-10-04,RB Leipzig,Manchester City,de,eng,1.0,3.0,1.0
2023-2024,Group stage,2,2023-10-04,Dortmund,Milan,de,it,0.0,0.0,0.5
2023-2024,Group stage,2,2023-10-04,Red Star,Young Boys,rs,ch,2.0,2.0,0.5
2023-2024,Group stage,3,2023-10-24,Inter,RB Salzburg,it,at,2.0,1.0,0.0
2023-2024,Group stage,3,2023-10-24,Galatasaray,Bayern Munich,tr,de,1.0,3.0,1.0
2023-2024,Group stage,3,2023-10-24,Manchester Utd,FC Copenhagen,eng,dk,1.0,0.0,0.0
2023-2024,Group stage,3,2023-10-24,Benfica,Real Sociedad,pt,es,0.0,1.0,1.0
2023-2024,Group stage,3,2023-10-24,Braga,Real Madrid,pt,es,1.0,2.0,1.0
2023-2024,Group stage,3,2023-10-24,Sevilla,Arsenal,es,eng,1.0,2.0,1.0
2023-2024,Group stage,3,2023-10-24,Lens,PSV Eindhoven,fr,nl,1.0,1.0,0.5
2023-2024,Group stage,3,2023-10-24,Union Berlin,Napoli,de,it,0.0,1.0,1.0
2023-2024,Group stage,3,2023-10-25,Barcelona,Shakhtar,es,ua,2.0,1.0,0.0
2023-2024,Group stage,3,2023-10-25,Feyenoord,Lazio,nl,it,3.0,1.0,0.0
2023-2024,Group stage,3,2023-10-25,Celtic,Atlético Madrid,sct,es,2.0,2.0,0.5
2023-2024,Group stage,3,2023-10-25,Newcastle Utd,Dortmund,eng,de,0.0,1.0,1.0
2023-2024,Group stage,3,2023-10-25,Antwerp,Porto,be,pt,1.0,4.0,1.0
2023-2024,Group stage,3,2023-10-25,Young Boys,Manchester City,ch,eng,1.0,3.0,1.0
2023-2024,Group stage,3,2023-10-25,Paris S-G,Milan,fr,it,3.0,0.0,0.0
2023-2024,Group stage,3,2023-10-25,RB Leipzig,Red Star,de,rs,3.0,1.0,0.0
2023-2024,Group stage,4,2023-11-07,Dortmund,Newcastle Utd,de,eng,2.0,0.0,0.0
2023-2024,Group stage,4,2023-11-07,Shakhtar,Barcelona,ua,es,1.0,0.0,0.0
2023-2024,Group stage,4,2023-11-07,Manchester City,Young Boys,eng,ch,3.0,0.0,0.0
2023-2024,Group stage,4,2023-11-07,Porto,Antwerp,pt,be,2.0,0.0,0.0
2023-2024,Group stage,4,2023-11-07,Red Star,RB Leipzig,rs,de,1.0,2.0,1.0
2023-2024,Group stage,4,2023-11-07,Milan,Paris S-G,it,fr,2.0,1.0,0.0
