Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2013-2014,Group stage,1,2013-09-17,Galatasaray,Real Madrid,tr,es,1,6,0.0
2013-2014,Group stage,1,2013-09-17,Real Sociedad,Shakhtar,es,ua,0,2,0.0
2013-2014,Group stage,1,2013-09-17,Bayern Munich,CSKA Moscow,de,ru,3,0,1.0
2013-2014,Group stage,1,2013-09-17,Benfica,Anderlecht,pt,be,2,0,1.0
2013-2014,Group stage,1,2013-09-17,Manchester Utd,Leverkusen,eng,de,4,2,1.0
2013-2014,Group stage,1,2013-09-17,Viktoria Plzeň,Manchester City,cz,eng,0,3,0.0
2013-2014,Group stage,1,2013-09-17,Olympiacos,Paris S-G,gr,fr,1,4,0.0
2013-2014,Group stage,1,2013-09-17,FC Copenhagen,Juventus,dk,it,1,1,0.5
2013-2014,Group stage,1,2013-09-18,Napoli,Dortmund,it,de,2,1,1.0
2013-2014,Group stage,1,2013-09-18,Austria Wien,Porto,at,pt,0,1,0.0
2013-2014,Group stage,1,2013-09-18,Milan,Celtic,it,sct,2,0,1.0
2013-2014,Group stage,1,2013-09-18,Chelsea,Basel,eng,ch,1,2,0.0
2013-2014,Group stage,1,2013-09-18,Atlético Madrid,Zenit,es,ru,3,1,1.0
2013-2014,Group stage,1,2013-09-18,Barcelona,Ajax,es,nl,4,0,1.0
2013-2014,Group stage,1,2013-09-18,Schalke 04,Steaua,de,ro,3,0,1.0
2013-2014,Group stage,1,2013-09-18,Marseille,Arsenal,fr,eng,1,2,0.0
2013-2014,Group stage,2,2013-10-01,Arsenal,Napoli,eng,it,2,0,1.0
2013-2014,Group stage,2,2013-10-01,Celtic,Barcelona,sct,es,0,1,0.0
2013-2014,Group stage,2,2013-10-01,Ajax,Milan,nl,it,1,1,0.5
2013-2014,Group stage,2,2013-10-01,Basel,Schalke 04,ch,de,0,1,0.0
2013-2014,Group stage,2,2013-10-01,Zenit,Austria Wien,ru,at,0,0,0.5
2013-2014,Group stage,2,2013-10-01,Steaua,Chelsea,ro,eng,0,4,0.0
2013-2014,Group stage,2,2013-10-01,Dortmund,Marseille,de,fr,3,0,1.0
2013-2014,Group stage,2,2013-10-01,Porto,Atlético Madrid,pt,es,1,2,0.0
