Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2005-2006,Group stage,1,2005-09-13,Milan,Fenerbahçe,it,tr,3,1,1.0
2005-2006,Group stage,1,2005-09-13,Artmedia,Inter,sk,it,0,1,0.0
2005-2006,Group stage,1,2005-09-13,Lyon,Real Madrid,fr,es,3,0,1.0
2005-2006,Group stage,1,2005-09-13,Rangers,Porto,sct,pt,3,2,1.0
2005-2006,Group stage,1,2005-09-13,Olympiacos,Rosenborg,gr,no,1,3,0.0
2005-2006,Group stage,1,2005-09-13,PSV Eindhoven,Schalke 04,nl,de,1,0,1.0
2005-2006,Group stage,1,2005-09-13,Betis,Liverpool,es,eng,1,2,0.0
2005-2006,Group stage,1,2005-09-13,Chelsea,Anderlecht,eng,be,1,0,1.0
2005-2006,Group stage,1,2005-09-14,Arsenal,Thun,eng,ch,2,1,1.0
2005-2006,Group stage,1,2005-09-14,Benfica,Lille,pt,fr,1,0,1.0
2005-2006,Group stage,1,2005-09-14,Sparta Prague,Ajax,cz,nl,1,1,0.5
2005-2006,Group stage,1,2005-09-14,Villarreal,Manchester Utd,es,eng,0,0,0.5
2005-2006,Group stage,1,2005-09-14,Rapid Wien,Bayern Munich,at,de,0,1,0.0
2005-2006,Group stage,1,2005-09-14,Club Brugge,Juventus,be,it,1,2,0.0
2005-2006,Group stage,1,2005-09-14,Udinese,Panathinaikos,it,gr,3,0,1.0
2005-2006,Group stage,1,2005-09-14,Werder Bremen,Barcelona,de,es,0,2,0.0
2005-2006,Group stage,2,2005-09-27,Panathinaikos,Werder Bremen,gr,de,2,1,1.0
2005-2006,Group stage,2,2005-09-27,Barcelona,Udinese,es,it,4,1,1.0
2005-2006,Group stage,2,2005-09-27,Thun,Sparta Prague,ch,cz,1,0,1.0
2005-2006,Group stage,2,2005-09-27,Manchester Utd,Benfica,eng,pt,2,1,1.0
2005-2006,Group stage,2,2005-09-27,Lille,Villarreal,fr,es,0,0,0.5
2005-2006,Group stage,2,2005-09-27,Juventus,Rapid Wien,it,at,3,0,1.0
2005-2006,Group stage,2,2005-09-27,Bayern Munich,Club Brugge,de,be,1,0,1.0
2005-2006,Group stage,2,2005-09-27,Ajax,Arsenal,nl,eng,1,2,0.0
2005-2006,Group stage,2,2005-09-28,Fenerbahçe,PSV Eindhoven,tr,nl,3,0,1.0
2005-2006,Group stage,2,2005-09-28,Liverpool,Chelsea,eng,eng,0,0,0.5
2005-2006,Group stage,2,2005-09-28,Anderlecht,Betis,be,es,0,1,0.0
