Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
1998-1999,Group stage,1,1998-09-16,Panathinaikos,Dynamo Kyiv,gr,ua,2,1,1.0
1998-1999,Group stage,1,1998-09-16,Lens,Arsenal,fr,eng,1,1,0.5
1998-1999,Group stage,1,1998-09-16,Manchester Utd,Barcelona,eng,es,3,3,0.5
1998-1999,Group stage,1,1998-09-16,Kaiserslautern,Benfica,de,pt,1,0,1.0
1998-1999,Group stage,1,1998-09-16,Porto,Olympiacos,pt,gr,2,2,0.5
1998-1999,Group stage,1,1998-09-16,Athletic Club,Rosenborg,es,no,1,1,0.5
1998-1999,Group stage,1,1998-09-16,Brøndby,Bayern Munich,dk,de,2,1,1.0
1998-1999,Group stage,1,1998-09-16,Croatia Zagreb,Ajax,hr,nl,0,0,0.5
1998-1999,Group stage,1,1998-09-16,Sturm Graz,Spartak Moscow,at,ru,0,2,0.0
1998-1999,Group stage,1,1998-09-16,Real Madrid,Inter,es,it,2,0,1.0
1998-1999,Group stage,1,1998-09-16,PSV,HJK Helsinki,nl,fi,2,1,1.0
1998-1999,Group stage,1,1998-09-16,Juventus,Galatasaray,it,tr,2,2,0.5
1998-1999,Group stage,2,1998-09-30,Bayern Munich,Manchester Utd,de,eng,2,2,0.5
1998-1999,Group stage,2,1998-09-30,HJK Helsinki,Kaiserslautern,fi,de,0,0,0.5
1998-1999,Group stage,2,1998-09-30,Barcelona,Brøndby,es,dk,2,0,1.0
1998-1999,Group stage,2,1998-09-30,Olympiacos,Croatia Zagreb,gr,hr,2,0,1.0
1998-1999,Group stage,2,1998-09-30,Arsenal,Panathinaikos,eng,gr,2,1,1.0
1998-1999,Group stage,2,1998-09-30,Inter,Sturm Graz,it,at,1,0,1.0
1998-1999,Group stage,2,1998-09-30,Rosenborg,Juventus,no,it,1,1,0.5
1998-1999,Group stage,2,1998-09-30,Galatasaray,Athletic Club,tr,es,2,1,1.0
1998-1999,Group stage,2,1998-09-30,Dynamo Kyiv,Lens,ua,fr,1,1,0.5
1998-1999,Group stage,2,1998-09-30,Ajax,Porto,nl,pt,2,1,1.0
1998-1999,Group stage,2,1998-09-30,Spartak Moscow,Real Madrid,ru,es,2,1,1.0
1998-1999,Group stage,2,1998-09-30,Benfica,PSV,pt,nl,2,1,1.0
1998-1999,Group stage,3,1998-10-21,Brøndby,Manchester Utd,dk,eng,2,6,0.0
1998-1999,Group stage,3,1998-10-21,Real Madrid,Sturm Graz,es,at,6,1,1.0
1998-1999,Group stage,3,1998-10-21,Arsenal,Dynamo Kyiv,eng,ua,1,1,0.5
1998-1999,Group stage,3,1998-10-21,HJK Helsinki,Benfica,fi,pt,2,0,1.0
1998-1999,Group stage,3,1998-10-21,Rosenborg,Galatasaray,no,tr,3,0,1.0
1998-1999,Group stage,3,1998-10-21,Athletic Club,Juventus,es,it,0,0,0.5
1998-1999,Group stage,3,1998-10-21,Lens,Panathinaikos,fr,gr,1,0,1.0
1998-1999,Group stage,3,1998-10-21,Porto,Croatia Zagreb,pt,hr,3,0,1.0
1998-1999,Group stage,3,1998-10-21,Olympiacos,Ajax,gr,nl,1,0,1.0
1998-1999,Group stage,3,1998-10-21,PSV,Kaiserslautern,nl,de,1,2,0.0
1998-1999,Group stage,3,1998-10-21,Inter,Spartak Moscow,it,ru,2,1,1.0
1998-1999,Group stage,3,1998-10-21,Bayern Munich,Barcelona,de,es,1,0,1.0
1998-1999,Group stage,4,1998-11-04,Kaiserslautern,PSV,de,nl,3,1,1.0
1998-1999,Group stage,4,1998-11-04,Juventus,Athletic Club,it,es,1,1,0.5
1998-1999,Group stage,4,1998-11-04,Manchester Utd,Brøndby,eng,dk,5,0,1.0
1998-1999,Group stage,4,1998-11-04,Galatasaray,Rosenborg,tr,no,3,0,1.0
1998-1999,Group stage,4,1998-11-04,Barcelona,Bayern Munich,es,de,1,2,0.0
1998-1999,Group stage,4,1998-11-04,Ajax,Olympiacos,nl,gr,2,0,1.0
1998-1999,Group stage,4,1998-11-04,Croatia Zagreb,Porto,hr,pt,3,1,1.0
1998-1999,Group stage,4,1998-11-04,Panathinaikos,Lens,gr,fr,1,0,1.0
1998-1999,Group stage,4,1998-11-04,Dynamo Kyiv,Arsenal,ua,eng,3,1,1.0
1998-1999,Group stage,4,1998-11-04,Benfica,HJK Helsinki,pt,fi,2,2,0.5
1998-1999,Group stage,4,1998-11-04,Spartak Moscow,Inter,ru,it,1,1,0.5
1998-1999,Group stage,4,1998-11-05,Sturm Graz,Real Madrid,at,es,1,5,0.0
1998-1999,Group stage,5,1998-11-25,Inter,Real Madrid,it,es,3,1,1.0
1998-1999,Group stage,5,1998-11-25,Olympiacos,Porto,gr,pt,2,1,1.0
1998-1999,Group stage,5,1998-11-25,Rosenborg,Athletic Club,no,es,2,1,1.0
1998-1999,Group stage,5,1998-11-25,Spartak Moscow,Sturm Graz,ru,at,0,0,0.5
