Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2011-2012,Group stage,1,2011-09-13,Porto,Shakhtar,pt,ua,2,1,1.0
2011-2012,Group stage,1,2011-09-13,Olympiacos,Marseille,gr,fr,0,1,0.0
2011-2012,Group stage,1,2011-09-13,Barcelona,Milan,es,it,2,2,0.5
2011-2012,Group stage,1,2011-09-13,Viktoria Plzeň,BATE Borisov,cz,by,1,1,0.5
2011-2012,Group stage,1,2011-09-13,Genk,Valencia,be,es,0,0,0.5
2011-2012,Group stage,1,2011-09-13,Dortmund,Arsenal,de,eng,1,1,0.5
2011-2012,Group stage,1,2011-09-13,APOEL FC,Zenit,cy,ru,2,1,1.0
2011-2012,Group stage,1,2011-09-13,Chelsea,Leverkusen,eng,de,2,0,1.0
2011-2012,Group stage,1,2011-09-14,Dinamo Zagreb,Real Madrid,hr,es,0,1,0.0
2011-2012,Group stage,1,2011-09-14,Manchester City,Napoli,eng,it,1,1,0.5
2011-2012,Group stage,1,2011-09-14,Lille,CSKA Moscow,fr,ru,2,2,0.5
2011-2012,Group stage,1,2011-09-14,Inter,Trabzonspor,it,tr,0,1,0.0
2011-2012,Group stage,1,2011-09-14,Basel,Oțelul Galați,ch,ro,2,1,1.0
2011-2012,Group stage,1,2011-09-14,Ajax,Lyon,nl,fr,0,0,0.5
2011-2012,Group stage,1,2011-09-14,Villarreal,Bayern Munich,es,de,0,2,0.0
2011-2012,Group stage,1,2011-09-14,Benfica,Manchester Utd,pt,eng,1,1,0.5
2011-2012,Group stage,2,2011-09-27,Oțelul Galați,Benfica,ro,pt,0,1,0.0
2011-2012,Group stage,2,2011-09-27,Napoli,Villarreal,it,es,2,0,1.0
2011-2012,Group stage,2,2011-09-27,Trabzonspor,Lille,tr,fr,1,1,0.5
2011-2012,Group stage,2,2011-09-27,Lyon,Dinamo Zagreb,fr,hr,2,0,1.0
2011-2012,Group stage,2,2011-09-27,Bayern Munich,Manchester City,de,eng,2,0,1.0
2011-2012,Group stage,2,2011-09-27,CSKA Moscow,Inter,ru,it,2,3,0.0
2011-2012,Group stage,2,2011-09-27,Real Madrid,Ajax,es,nl,3,0,1.0
2011-2012,Group stage,2,2011-09-27,Manchester Utd,Basel,eng,ch,3,3,0.5
2011-2012,Group stage,2,2011-09-28,BATE Borisov,Barcelona,by,es,0,5,0.0
2011-2012,Group stage,2,2011-09-28,Milan,Viktoria Plzeň,it,cz,2,0,1.0
2011-2012,Group stage,2,2011-09-28,Shakhtar,APOEL FC,ua,cy,1,1,0.5
2011-2012,Group stage,2,2011-09-28,Zenit,Porto,ru,pt,3,1,1.0
2011-2012,Group stage,2,2011-09-28,Leverkusen,Genk,de,be,2,0,1.0
2011-2012,Group stage,2,2011-09-28,Valencia,Chelsea,es,eng,1,1,0.5
2011-2012,Group stage,2,2011-09-28,Arsenal,Olympiacos,eng,gr,2,1,1.0
2011-2012,Group stage,2,2011-09-28,Marseille,Dortmund,fr,de,3,0,1.0
2011-2012,Group stage,3,2011-10-18,Manchester City,Villarreal,eng,es,2,1,1.0
2011-2012,Group stage,3,2011-10-18,Napoli,Bayern Munich,it,de,1,1,0.5
