Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2017-2018,Group stage,1,2017-09-12,Chelsea,Qarabağ,eng,az,6,0,1.0
2017-2018,Group stage,1,2017-09-12,Celtic,Paris S-G,sct,fr,0,5,0.0
2017-2018,Group stage,1,2017-09-12,Manchester Utd,Basel,eng,ch,3,0,1.0
2017-2018,Group stage,1,2017-09-12,Benfica,CSKA Moscow,pt,ru,1,2,0.0
2017-2018,Group stage,1,2017-09-12,Roma,Atlético Madrid,it,es,0,0,0.5
2017-2018,Group stage,1,2017-09-12,Barcelona,Juventus,es,it,3,0,1.0
2017-2018,Group stage,1,2017-09-12,Bayern Munich,Anderlecht,de,be,3,0,1.0
2017-2018,Group stage,1,2017-09-12,Olympiacos,Sporting CP,gr,pt,2,3,0.0
2017-2018,Group stage,1,2017-09-13,Porto,Beşiktaş,pt,tr,1,3,0.0
2017-2018,Group stage,1,2017-09-13,Liverpool,Sevilla,eng,es,2,2,0.5
2017-2018,Group stage,1,2017-09-13,Tottenham,Dortmund,eng,de,3,1,1.0
2017-2018,Group stage,1,2017-09-13,NK Maribor,Spartak Moscow,si,ru,1,1,0.5
2017-2018,Group stage,1,2017-09-13,Feyenoord,Manchester City,nl,eng,0,4,0.0
2017-2018,Group stage,1,2017-09-13,RB Leipzig,Monaco,de,fr,1,1,0.5
2017-2018,Group stage,1,2017-09-13,Real Madrid,APOEL FC,es,cy,3,0,1.0
2017-2018,Group stage,1,2017-09-13,Shakhtar,Napoli,ua,it,2,1,1.0
2017-2018,Group stage,2,2017-09-26,Manchester City,Shakhtar,eng,ua,2,0,1.0
2017-2018,Group stage,2,2017-09-26,Sevilla,NK Maribor,es,si,3,0,1.0
2017-2018,Group stage,2,2017-09-26,Dortmund,Real Madrid,de,es,1,3,0.0
2017-2018,Group stage,2,2017-09-26,Monaco,Porto,fr,pt,0,3,0.0
2017-2018,Group stage,2,2017-09-26,Napoli,Feyenoord,it,nl,3,1,1.0
2017-2018,Group stage,2,2017-09-26,Spartak Moscow,Liverpool,ru,eng,1,1,0.5
2017-2018,Group stage,2,2017-09-26,Beşiktaş,RB Leipzig,tr,de,2,0,1.0
2017-2018,Group stage,2,2017-09-26,APOEL FC,Tottenham,cy,eng,0,3,0.0
2017-2018,Group stage,2,2017-09-28,CSKA Moscow,Manchester Utd,ru,eng,1,4,0.0
2017-2018,Group stage,2,2017-09-27,Sporting CP,Barcelona,pt,es,0,1,0.0
2017-2018,Group stage,2,2017-09-27,Qarabağ,Roma,az,it,1,2,0.0
2017-2018,Group stage,2,2017-09-27,Atlético Madrid,Chelsea,es,eng,1,2,0.0
2017-2018,Group stage,2,2017-09-27,Juventus,Olympiacos,it,gr,2,0,1.0
2017-2018,Group stage,2,2017-09-27,Basel,Benfica,ch,pt,5,0,1.0
2017-2018,Group stage,2,2017-09-27,Paris S-G,Bayern Munich,fr,de,3,0,1.0
2017-2018,Group stage,2,2017-09-27,Anderlecht,Celtic,be,sct,0,3,0.0
2017-2018,Group stage,3,2017-10-17,Manchester City,Napoli,eng,it,2,1,1.0
2017-2018,Group stage,3,2017-10-17,Feyenoord,Shakhtar,nl,ua,1,2,0.0
2017-2018,Group stage,3,2017-10-17,Monaco,Beşiktaş,fr,tr,1,2,0.0
2017-2018,Group stage,3,2017-10-17,RB Leipzig,Porto,de,pt,3,2,1.0
2017-2018,Group stage,3,2017-10-17,Real Madrid,Tottenham,es,eng,1,1,0.5
