Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2015-2016,Group stage,1,2015-09-15,Manchester City,Juventus,eng,it,1,2,0.0
2015-2016,Group stage,1,2015-09-15,Benfica,FC Astana,pt,kz,2,0,1.0
2015-2016,Group stage,1,2015-09-15,Sevilla,Gladbach,es,de,3,0,1.0
2015-2016,Group stage,1,2015-09-15,Wolfsburg,CSKA Moscow,de,ru,1,0,1.0
2015-2016,Group stage,1,2015-09-15,PSV Eindhoven,Manchester Utd,nl,eng,2,1,1.0
2015-2016,Group stage,1,2015-09-15,Paris S-G,Malmö,fr,se,2,0,1.0
2015-2016,Group stage,1,2015-09-15,Real Madrid,Shakhtar,es,ua,4,0,1.0
2015-2016,Group stage,1,2015-09-15,Galatasaray,Atlético Madrid,tr,es,0,2,0.0
2015-2016,Group stage,1,2015-09-16,Chelsea,Maccabi Tel Aviv,eng,il,4,0,1.0
2015-2016,Group stage,1,2015-09-16,Gent,Lyon,be,fr,1,1,0.5
2015-2016,Group stage,1,2015-09-16,Leverkusen,BATE Borisov,de,by,4,1,1.0
2015-2016,Group stage,1,2015-09-16,Roma,Barcelona,it,es,1,1,0.5
2015-2016,Group stage,1,2015-09-16,Dinamo Zagreb,Arsenal,hr,eng,2,1,1.0
2015-2016,Group stage,1,2015-09-16,Valencia,Zenit,es,ru,2,3,0.0
2015-2016,Group stage,1,2015-09-16,Dynamo Kyiv,Porto,ua,pt,2,2,0.5
2015-2016,Group stage,1,2015-09-16,Olympiacos,Bayern Munich,gr,de,0,3,0.0
2015-2016,Group stage,2,2015-09-29,Porto,Chelsea,pt,eng,2,1,1.0
2015-2016,Group stage,2,2015-09-29,Arsenal,Olympiacos,eng,gr,2,3,0.0
2015-2016,Group stage,2,2015-09-29,Barcelona,Leverkusen,es,de,2,1,1.0
2015-2016,Group stage,2,2015-09-29,Bayern Munich,Dinamo Zagreb,de,hr,5,0,1.0
2015-2016,Group stage,2,2015-09-29,Lyon,Valencia,fr,es,0,1,0.0
2015-2016,Group stage,2,2015-09-29,Maccabi Tel Aviv,Dynamo Kyiv,il,ua,0,2,0.0
2015-2016,Group stage,2,2015-09-29,Zenit,Gent,ru,be,2,1,1.0
2015-2016,Group stage,2,2015-09-29,BATE Borisov,Roma,by,it,3,2,1.0
2015-2016,Group stage,2,2015-09-30,Manchester Utd,Wolfsburg,eng,de,2,1,1.0
2015-2016,Group stage,2,2015-09-30,Gladbach,Manchester City,de,eng,1,2,0.0
2015-2016,Group stage,2,2015-09-30,Atlético Madrid,Benfica,es,pt,1,2,0.0
2015-2016,Group stage,2,2015-09-30,Malmö,Real Madrid,se,es,0,2,0.0
2015-2016,Group stage,2,2015-09-30,Juventus,Sevilla,it,es,2,0,1.0
2015-2016,Group stage,2,2015-09-30,CSKA Moscow,PSV Eindhoven,ru,nl,3,2,1.0
2015-2016,Group stage,2,2015-09-30,Shakhtar,Paris S-G,ua,fr,0,3,0.0
2015-2016,Group stage,2,2015-09-30,FC Astana,Galatasaray,kz,tr,2,2,0.5
2015-2016,Group stage,3,2015-10-20,Arsenal,Bayern Munich,eng,de,2,0,1.0
2015-2016,Group stage,3,2015-10-20,Porto,Maccabi Tel Aviv,pt,il,2,0,1.0
2015-2016,Group stage,3,2015-10-20,Leverkusen,Roma,de,it,4,4,0.5
