Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
2003-2004,Group stage,1,2003-09-16,Club Brugge,Celta Vigo,be,es,1,1,0.5
2003-2004,Group stage,1,2003-09-16,Sparta Prague,Chelsea,cz,eng,0,1,0.0
2003-2004,Group stage,1,2003-09-16,Partizan,Porto,rs,pt,1,1,0.5
2003-2004,Group stage,1,2003-09-16,Rangers,Stuttgart,sct,de,2,1,1.0
2003-2004,Group stage,1,2003-09-16,Beşiktaş,Lazio,tr,it,0,2,0.0
2003-2004,Group stage,1,2003-09-16,Manchester Utd,Panathinaikos,eng,gr,5,0,1.0
2003-2004,Group stage,1,2003-09-16,Real Madrid,Marseille,es,fr,4,2,1.0
2003-2004,Group stage,1,2003-09-16,Milan,Ajax,it,nl,1,0,1.0
2003-2004,Group stage,1,2003-09-17,Real Sociedad,Olympiacos,es,gr,1,0,1.0
2003-2004,Group stage,1,2003-09-17,Bayern Munich,Celtic,de,sct,2,1,1.0
2003-2004,Group stage,1,2003-09-17,Arsenal,Inter,eng,it,0,3,0.0
2003-2004,Group stage,1,2003-09-17,PSV Eindhoven,Monaco,nl,fr,1,2,0.0
2003-2004,Group stage,1,2003-09-17,Lyon,Anderlecht,fr,be,1,0,1.0
2003-2004,Group stage,1,2003-09-17,Dynamo Kyiv,Loko Moscow,ua,ru,2,0,1.0
2003-2004,Group stage,1,2003-09-17,Juventus,Galatasaray,it,tr,2,1,1.0
2003-2004,Group stage,1,2003-09-17,AEK Athens,La Coruña,gr,es,1,1,0.5
2003-2004,Group stage,2,2003-09-30,La Coruña,PSV Eindhoven,es,nl,2,0,1.0
2003-2004,Group stage,2,2003-09-30,Anderlecht,Bayern Munich,be,de,1,1,0.5
2003-2004,Group stage,2,2003-09-30,Loko Moscow,Arsenal,ru,eng,0,0,0.5
2003-2004,Group stage,2,2003-09-30,Inter,Dynamo Kyiv,it,ua,2,1,1.0
2003-2004,Group stage,2,2003-09-30,Olympiacos,Juventus,gr,it,1,2,0.0
2003-2004,Group stage,2,2003-09-30,Galatasaray,Real Sociedad,tr,es,1,2,0.0
2003-2004,Group stage,2,2003-09-30,Monaco,AEK Athens,fr,gr,4,0,1.0
2003-2004,Group stage,2,2003-09-30,Celtic,Lyon,sct,fr,2,0,1.0
